left_eye_263,left_eye_387,left_eye_385,left_eye_362,left_eye_380,left_eye_373,right_eye_133,right_eye_158,right_eye_160,right_eye_33,right_eye_144,right_eye_153,right_eye_144,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.6433228850364685, 0.3204554617404938, 0.043865226209163666]","[0.627271831035614, 0.31138524413108826, 0.03242810443043709]","[0.6094459295272827, 0.3121389150619507, 0.029495758935809135]","[0.5916096568107605, 0.3251885771751404, 0.03353772312402725]","[0.610312819480896, 0.3305223882198334, 0.027855347841978073]","[0.6298558115959167, 0.3282378017902374, 0.03108806349337101]","[0.523283839225769, 0.34167006611824036, 0.033138565719127655]","[0.5039352774620056, 0.3372350335121155, 0.029022235423326492]","[0.48680898547172546, 0.3447658121585846, 0.031765397638082504]","[0.47314316034317017, 0.3611138164997101, 0.04309501126408577]","[0.48672348260879517, 0.36265572905540466, 0.03055468760430813]","[0.5058828592300415, 0.3561156392097473, 0.02736641652882099]","[0.48672348260879517, 0.36265572905540466, 0.03055468760430813]","[0.5239155292510986, 0.5442579984664917, -0.02469189278781414]","[0.557868480682373, 0.516735851764679, -0.04372115060687065]","[0.5829934477806091, 0.5102782249450684, -0.04359372332692146]","[0.619895339012146, 0.518981397151947, -0.024102192372083664]","[0.5830162763595581, 0.5116879940032959, -0.0469931960105896]","[0.5578470826148987, 0.5180549621582031, -0.04724418744444847]","[0.5447006821632385, 0.15531381964683533, 0.05153091996908188]","[0.5823501944541931, 0.7018951177597046, -0.057429805397987366]"
"[0.6443199515342712, 0.32019442319869995, 0.04427357763051987]","[0.6281685829162598, 0.31101319193840027, 0.03279370814561844]","[0.6102479696273804, 0.3118966519832611, 0.02984500862658024]","[0.592374861240387, 0.32514509558677673, 0.0338580459356308]","[0.6112358570098877, 0.3305555582046509, 0.028147978708148003]","[0.6308701038360596, 0.3282248377799988, 0.031411245465278625]","[0.5237082242965698, 0.3416791260242462, 0.033404868096113205]","[0.5043154358863831, 0.33713337779045105, 0.029303669929504395]","[0.48710060119628906, 0.3446321189403534, 0.032044049352407455]","[0.47333234548568726, 0.36110934615135193, 0.04340237006545067]","[0.486937940120697, 0.36276909708976746, 0.03078453801572323]","[0.5061832070350647, 0.35623684525489807, 0.027588652446866035]","[0.486937940120697, 0.36276909708976746, 0.03078453801572323]","[0.5242836475372314, 0.5442328453063965, -0.024999450892210007]","[0.5584962368011475, 0.5164791345596313, -0.04411647468805313]","[0.5837156772613525, 0.5099970102310181, -0.04396333172917366]","[0.6207799911499023, 0.518825352191925, -0.024339623749256134]","[0.5837650895118713, 0.5113546252250671, -0.04738766700029373]","[0.5584834814071655, 0.5177563428878784, -0.04767551273107529]","[0.5450999736785889, 0.15479880571365356, 0.05206462740898132]","[0.5831477642059326, 0.701104998588562, -0.05800652503967285]"
"[0.6447963118553162, 0.32012686133384705, 0.04422279819846153]","[0.6286882758140564, 0.3107924461364746, 0.03274372220039368]","[0.6107838153839111, 0.3115823268890381, 0.029789816588163376]","[0.5929393768310547, 0.32491335272789, 0.03379296883940697]","[0.6117731928825378, 0.3303343951702118, 0.028101885691285133]","[0.631373941898346, 0.3280523419380188, 0.03136817365884781]","[0.5243659615516663, 0.3413214683532715, 0.03329670801758766]","[0.5049499273300171, 0.3366057872772217, 0.029179299250245094]","[0.48773571848869324, 0.34410804510116577, 0.031901974231004715]","[0.47399717569351196, 0.3606703281402588, 0.04325488954782486]","[0.48759448528289795, 0.3623216152191162, 0.030664663761854172]","[0.5068334937095642, 0.3558245301246643, 0.02748178131878376]","[0.48759448528289795, 0.3623216152191162, 0.030664663761854172]","[0.5247206091880798, 0.543641984462738, -0.024907469749450684]","[0.5589798092842102, 0.5161867737770081, -0.043969642370939255]","[0.5841911435127258, 0.5097892880439758, -0.04378682002425194]","[0.6212024688720703, 0.5185652375221252, -0.02418428100645542]","[0.584181010723114, 0.5109286904335022, -0.04727426916360855]","[0.5589273571968079, 0.5172414779663086, -0.04759190231561661]","[0.5458150506019592, 0.15436795353889465, 0.05182012915611267]","[0.5834241509437561, 0.7006239891052246, -0.057855673134326935]"
"[0.6455094814300537, 0.3206807076931, 0.04412389546632767]","[0.6294122338294983, 0.31131279468536377, 0.0325729064643383]","[0.6114930510520935, 0.31200504302978516, 0.029567861929535866]","[0.5936416387557983, 0.3252139687538147, 0.03359166905283928]","[0.6124845743179321, 0.3307754397392273, 0.02794252522289753]","[0.6321001648902893, 0.3285810947418213, 0.031246941536664963]","[0.5249356031417847, 0.3413533568382263, 0.0329945906996727]","[0.5054983496665955, 0.33655884861946106, 0.028806807473301888]","[0.488240510225296, 0.3440031111240387, 0.03153558820486069]","[0.47446316480636597, 0.36049604415893555, 0.042922213673591614]","[0.48807770013809204, 0.36231863498687744, 0.030354028567671776]","[0.5073592066764832, 0.3558729887008667, 0.02718256786465645]","[0.48807770013809204, 0.36231863498687744, 0.030354028567671776]","[0.5256298184394836, 0.5437662601470947, -0.024907460436224937]","[0.5596039891242981, 0.5162869095802307, -0.043860383331775665]","[0.5846109390258789, 0.5100327730178833, -0.043653704226017]","[0.6213971376419067, 0.5192047357559204, -0.024092383682727814]","[0.5846569538116455, 0.5114829540252686, -0.04706159234046936]","[0.5595465898513794, 0.5176637768745422, -0.04739534482359886]","[0.5467218160629272, 0.15429550409317017, 0.05112473666667938]","[0.5836414098739624, 0.7004772424697876, -0.05698281154036522]"
"[0.6468374729156494, 0.3214368224143982, 0.044432707130908966]","[0.6307447552680969, 0.31203988194465637, 0.03289360925555229]","[0.6128178238868713, 0.31273871660232544, 0.029878651723265648]","[0.594915509223938, 0.3259372413158417, 0.033867523074150085]","[0.6138055920600891, 0.3315677344799042, 0.02818927727639675]","[0.6334525942802429, 0.32938840985298157, 0.031497322022914886]","[0.5260156989097595, 0.3419002890586853, 0.033301278948783875]","[0.5064883232116699, 0.3370477855205536, 0.029156798496842384]","[0.48920097947120667, 0.3443830609321594, 0.0319034606218338]","[0.4753784239292145, 0.36076587438583374, 0.043288372457027435]","[0.48899275064468384, 0.36271536350250244, 0.03063996508717537]","[0.5083383917808533, 0.35638612508773804, 0.027457375079393387]","[0.48899275064468384, 0.36271536350250244, 0.03063996508717537]","[0.5264812707901001, 0.543497622013092, -0.02551514282822609]","[0.5603464841842651, 0.5161706209182739, -0.044184405356645584]","[0.5851803421974182, 0.5101284980773926, -0.043966736644506454]","[0.621793806552887, 0.5197902917861938, -0.024700969457626343]","[0.5852015018463135, 0.5112406015396118, -0.04739140346646309]","[0.5602583885192871, 0.5171952843666077, -0.047726407647132874]","[0.5480444431304932, 0.15444055199623108, 0.05192384123802185]","[0.5840821266174316, 0.7008485794067383, -0.05775735154747963]"
"[0.6470667719841003, 0.3222077190876007, 0.044446881860494614]","[0.6310131549835205, 0.3125861883163452, 0.03289435803890228]","[0.6130678653717041, 0.3131280541419983, 0.0298718623816967]","[0.5951488018035889, 0.32639652490615845, 0.03384200111031532]","[0.6140236854553223, 0.33204948902130127, 0.02818218432366848]","[0.633658230304718, 0.32999616861343384, 0.03150900453329086]","[0.52628093957901, 0.3419436812400818, 0.033177319914102554]","[0.5067643523216248, 0.3367840051651001, 0.029008403420448303]","[0.489443838596344, 0.344066321849823, 0.03171205148100853]","[0.47563982009887695, 0.36053726077079773, 0.043081190437078476]","[0.4892739951610565, 0.3625093996524811, 0.030473172664642334]","[0.5086014270782471, 0.3562595248222351, 0.02731946110725403]","[0.4892739951610565, 0.3625093996524811, 0.030473172664642334]","[0.5266711115837097, 0.543596625328064, -0.02535310760140419]","[0.5605900287628174, 0.5165164470672607, -0.04410405084490776]","[0.5854567885398865, 0.510579526424408, -0.04386921226978302]","[0.6221213936805725, 0.520238995552063, -0.0244579054415226]","[0.5854994654655457, 0.5118607878684998, -0.0472644604742527]","[0.5605029463768005, 0.517719566822052, -0.047619447112083435]","[0.5485468506813049, 0.15520399808883667, 0.05166598781943321]","[0.5841503143310547, 0.7011080980300903, -0.05746332183480263]"
"[0.6468353271484375, 0.3224092423915863, 0.044648874551057816]","[0.6308091878890991, 0.3126972019672394, 0.0331309512257576]","[0.6128772497177124, 0.3131805658340454, 0.03012370690703392]","[0.5949828624725342, 0.3264496326446533, 0.03406893089413643]","[0.6138590574264526, 0.33216941356658936, 0.028381170704960823]","[0.633460521697998, 0.3301418423652649, 0.03169875591993332]","[0.5261996388435364, 0.3420104384422302, 0.033400584012269974]","[0.5066724419593811, 0.336836040019989, 0.029278628528118134]","[0.48937225341796875, 0.3441659212112427, 0.03195531293749809]","[0.47563472390174866, 0.36071524024009705, 0.04328961297869682]","[0.48924124240875244, 0.36266374588012695, 0.030674105510115623]","[0.5085424184799194, 0.3564032018184662, 0.027515973895788193]","[0.48924124240875244, 0.36266374588012695, 0.030674105510115623]","[0.5268537402153015, 0.5440413355827332, -0.02559090405702591]","[0.5608178973197937, 0.5169767141342163, -0.04418032616376877]","[0.585670530796051, 0.510974109172821, -0.043968599289655685]","[0.62237948179245, 0.5203688144683838, -0.024752147495746613]","[0.5857185125350952, 0.511681079864502, -0.04740278795361519]","[0.5607519149780273, 0.5175935626029968, -0.0477386973798275]","[0.5483622550964355, 0.15531763434410095, 0.052393849939107895]","[0.5842929482460022, 0.7011595964431763, -0.05820822715759277]"
"[0.6470618844032288, 0.3225501775741577, 0.04459883272647858]","[0.6310025453567505, 0.31306192278862, 0.033065393567085266]","[0.6130787134170532, 0.3136093020439148, 0.03006482869386673]","[0.5951690673828125, 0.32665160298347473, 0.03404189273715019]","[0.6140194535255432, 0.33227625489234924, 0.02833489514887333]","[0.6336356401443481, 0.33024823665618896, 0.03164786845445633]","[0.5261816382408142, 0.34227102994918823, 0.03343897685408592]","[0.506678581237793, 0.3373625576496124, 0.02931191585958004]","[0.48938852548599243, 0.3446628153324127, 0.03201569989323616]","[0.47561588883399963, 0.3610159754753113, 0.043381694704294205]","[0.4892430603504181, 0.36286598443984985, 0.030736852437257767]","[0.5085400938987732, 0.35658106207847595, 0.027562381699681282]","[0.4892430603504181, 0.36286598443984985, 0.030736852437257767]","[0.5270780324935913, 0.5437907576560974, -0.025625353679060936]","[0.5608989596366882, 0.5168150663375854, -0.044190164655447006]","[0.5857259631156921, 0.510805070400238, -0.043995413929224014]","[0.6223680377006531, 0.5201576352119446, -0.024862315505743027]","[0.5857627987861633, 0.5113822817802429, -0.047415126115083694]","[0.5608493089675903, 0.5172847509384155, -0.04773324355483055]","[0.548321545124054, 0.15556079149246216, 0.05234837904572487]","[0.5845484733581543, 0.701034665107727, -0.05814173072576523]"
"[0.6470234394073486, 0.3226834535598755, 0.04460272938013077]","[0.6309892535209656, 0.3130994141101837, 0.03306790068745613]","[0.6130536198616028, 0.31363746523857117, 0.030051402747631073]","[0.5951299667358398, 0.3268547058105469, 0.03400466963648796]","[0.6139715909957886, 0.3324955403804779, 0.028324544429779053]","[0.6335943341255188, 0.3304697275161743, 0.03164887800812721]","[0.5262023210525513, 0.342437744140625, 0.03332159295678139]","[0.5066743493080139, 0.3373304307460785, 0.029187098145484924]","[0.489363431930542, 0.34463295340538025, 0.03187209367752075]","[0.4756152629852295, 0.36109331250190735, 0.04321089759469032]","[0.4892667829990387, 0.36305010318756104, 0.03059478849172592]","[0.5085758566856384, 0.35675960779190063, 0.027444016188383102]","[0.4892667829990387, 0.36305010318756104, 0.03059478849172592]","[0.5270802974700928, 0.5442566871643066, -0.02556578442454338]","[0.5609244704246521, 0.5171478986740112, -0.044169168919324875]","[0.5857802629470825, 0.5111066699028015, -0.04395385459065437]","[0.6224310398101807, 0.5205032825469971, -0.024708805605769157]","[0.5858447551727295, 0.51197749376297, -0.04734444245696068]","[0.5608909130096436, 0.5179184675216675, -0.04768478870391846]","[0.5483649969100952, 0.15584796667099, 0.05221634730696678]","[0.5846468210220337, 0.701772153377533, -0.05796396732330322]"
"[0.6471951007843018, 0.3225683867931366, 0.0442158579826355]","[0.6311717629432678, 0.3130703866481781, 0.032672517001628876]","[0.6132574081420898, 0.3136424124240875, 0.029675178229808807]","[0.5953361988067627, 0.3267862796783447, 0.03368372842669487]","[0.6141489148139954, 0.33237314224243164, 0.028005219995975494]","[0.6337592601776123, 0.33032307028770447, 0.031305719166994095]","[0.5265358686447144, 0.342445433139801, 0.033101484179496765]","[0.507052481174469, 0.33746522665023804, 0.028959257528185844]","[0.4897862672805786, 0.3447772264480591, 0.031673867255449295]","[0.4760783910751343, 0.36114394664764404, 0.04305090382695198]","[0.48968374729156494, 0.3630107343196869, 0.03044803813099861]","[0.5089542269706726, 0.35674870014190674, 0.02725962921977043]","[0.48968374729156494, 0.3630107343196869, 0.03044803813099861]","[0.5273156762123108, 0.5442572832107544, -0.025117166340351105]","[0.5611870288848877, 0.5175601840019226, -0.04377220571041107]","[0.5860778093338013, 0.5114809274673462, -0.043597567826509476]","[0.6227790713310242, 0.5203477740287781, -0.024401040747761726]","[0.586073637008667, 0.5119355916976929, -0.046998802572488785]","[0.5611413717269897, 0.5178946852684021, -0.04729960113763809]","[0.5485191345214844, 0.1557178795337677, 0.05145398899912834]","[0.5848778486251831, 0.7017834186553955, -0.05745014175772667]"
"[0.6471764445304871, 0.32235056161880493, 0.04427608475089073]","[0.6311959028244019, 0.3126588463783264, 0.03277025744318962]","[0.6132860779762268, 0.3132280707359314, 0.029782477766275406]","[0.5953867435455322, 0.3266839385032654, 0.03375298157334328]","[0.6141875982284546, 0.33224189281463623, 0.028077464550733566]","[0.6337751150131226, 0.33016878366470337, 0.03137613832950592]","[0.5267369747161865, 0.34240177273750305, 0.03313799947500229]","[0.5072121024131775, 0.3371124267578125, 0.029018143191933632]","[0.489933580160141, 0.3444456458091736, 0.03170252591371536]","[0.47628509998321533, 0.36103296279907227, 0.04304346814751625]","[0.48989614844322205, 0.3629797697067261, 0.03046710230410099]","[0.5091717839241028, 0.35670268535614014, 0.02729775384068489]","[0.48989614844322205, 0.3629797697067261, 0.03046710230410099]","[0.5275907516479492, 0.5440477132797241, -0.02517772652208805]","[0.561400830745697, 0.5171352028846741, -0.043823808431625366]","[0.5862856507301331, 0.5110347270965576, -0.043638281524181366]","[0.6229566931724548, 0.5200788378715515, -0.024411337450146675]","[0.58629310131073, 0.5117539763450623, -0.047027673572301865]","[0.5613673329353333, 0.5177353620529175, -0.04733811691403389]","[0.548621654510498, 0.15603336691856384, 0.05160587280988693]","[0.5852020382881165, 0.7017167210578918, -0.05755463242530823]"
"[0.6475082635879517, 0.32274067401885986, 0.044575609266757965]","[0.631528913974762, 0.31309109926223755, 0.033050861209630966]","[0.6136581301689148, 0.3136068880558014, 0.03001154027879238]","[0.5957695841789246, 0.3268822133541107, 0.03393660485744476]","[0.6145675778388977, 0.3325015902519226, 0.02829839289188385]","[0.6341403126716614, 0.3304780125617981, 0.03163958340883255]","[0.5271124839782715, 0.342469185590744, 0.033133432269096375]","[0.5076205134391785, 0.3373003900051117, 0.028977878391742706]","[0.4903607964515686, 0.34462061524391174, 0.031620800495147705]","[0.47663387656211853, 0.36114630103111267, 0.04291499778628349]","[0.4902704656124115, 0.3630620241165161, 0.030373217537999153]","[0.5095466375350952, 0.35677629709243774, 0.027253534644842148]","[0.4902704656124115, 0.3630620241165161, 0.030373217537999153]","[0.527899980545044, 0.5442409515380859, -0.025400256738066673]","[0.5618508458137512, 0.5171756744384766, -0.043957117944955826]","[0.5867486000061035, 0.5110828280448914, -0.04369555413722992]","[0.6233449578285217, 0.5202803611755371, -0.024391870945692062]","[0.586742103099823, 0.5118259191513062, -0.04713423177599907]","[0.5618038177490234, 0.5178006291389465, -0.04752722382545471]","[0.5490974187850952, 0.15576502680778503, 0.051867131143808365]","[0.5854742527008057, 0.7017679214477539, -0.05783461779356003]"
"[0.6479682326316833, 0.3229781687259674, 0.04454266279935837]","[0.6319882273674011, 0.31331509351730347, 0.032988935708999634]","[0.614102303981781, 0.31380921602249146, 0.029934246093034744]","[0.5962008833885193, 0.32707035541534424, 0.03388291597366333]","[0.6150241494178772, 0.3327287435531616, 0.028238767758011818]","[0.6346052289009094, 0.33070850372314453, 0.031591568142175674]","[0.5274130702018738, 0.34262576699256897, 0.033063970506191254]","[0.50789475440979, 0.33744221925735474, 0.02888813614845276]","[0.49062666296958923, 0.34475332498550415, 0.031541965901851654]","[0.47690659761428833, 0.361258327960968, 0.04286729171872139]","[0.490528404712677, 0.3632044792175293, 0.030303290113806725]","[0.5098179578781128, 0.3569485545158386, 0.02717730589210987]","[0.490528404712677, 0.3632044792175293, 0.030303290113806725]","[0.5283602476119995, 0.5440188646316528, -0.025455990806221962]","[0.5621981620788574, 0.5171055793762207, -0.04389209672808647]","[0.5870266556739807, 0.5110425353050232, -0.04362388700246811]","[0.6234955787658691, 0.5202183723449707, -0.024425631389021873]","[0.5870088338851929, 0.5116317272186279, -0.04702136665582657]","[0.5621604919433594, 0.5175669193267822, -0.04742106795310974]","[0.5494585037231445, 0.15563327074050903, 0.05168835446238518]","[0.5857768654823303, 0.7017342448234558, -0.057639408856630325]"
"[0.6482757925987244, 0.32320550084114075, 0.04462898522615433]","[0.6323211193084717, 0.31361329555511475, 0.033029213547706604]","[0.6144493222236633, 0.3141079545021057, 0.029916590079665184]","[0.5965516567230225, 0.32725512981414795, 0.03383076563477516]","[0.615366518497467, 0.332957923412323, 0.028245197609066963]","[0.6349388957023621, 0.3309498727321625, 0.03164825960993767]","[0.5278291702270508, 0.342678427696228, 0.032795730978250504]","[0.5083096623420715, 0.33756551146507263, 0.02855592966079712]","[0.491033136844635, 0.344843327999115, 0.031169366091489792]","[0.4772659242153168, 0.36122778058052063, 0.04247548058629036]","[0.49091148376464844, 0.3632093071937561, 0.029961561784148216]","[0.5102202892303467, 0.35699236392974854, 0.026881812140345573]","[0.49091148376464844, 0.3632093071937561, 0.029961561784148216]","[0.5286569595336914, 0.544148325920105, -0.025424238294363022]","[0.5625722408294678, 0.5173899531364441, -0.04379889741539955]","[0.5873883366584778, 0.5113858580589294, -0.04344736039638519]","[0.6237973570823669, 0.520592212677002, -0.024132175371050835]","[0.5873889327049255, 0.5120759606361389, -0.04681948199868202]","[0.5625342726707458, 0.5179551839828491, -0.04730101302266121]","[0.5498965978622437, 0.15565651655197144, 0.05131302773952484]","[0.5861011743545532, 0.7018300294876099, -0.05727740004658699]"
"[0.6486693024635315, 0.32343152165412903, 0.04506370797753334]","[0.6326843500137329, 0.3138531446456909, 0.03346976637840271]","[0.614815354347229, 0.31432250142097473, 0.030351785942912102]","[0.5969000458717346, 0.32731741666793823, 0.03422585502266884]","[0.6157233119010925, 0.3330495059490204, 0.028616590425372124]","[0.6353148818016052, 0.33109045028686523, 0.032039083540439606]","[0.5279548764228821, 0.34265515208244324, 0.03314550966024399]","[0.5084465146064758, 0.3376399278640747, 0.028931662440299988]","[0.49116307497024536, 0.34488359093666077, 0.0315210334956646]","[0.4773337244987488, 0.3612522482872009, 0.04280591756105423]","[0.4910239577293396, 0.3631824553012848, 0.03025268204510212]","[0.5103512406349182, 0.3569408357143402, 0.027186626568436623]","[0.4910239577293396, 0.3631824553012848, 0.03025268204510212]","[0.528907835483551, 0.5441559553146362, -0.025856221094727516]","[0.5629150867462158, 0.5173068642616272, -0.04414457455277443]","[0.587781548500061, 0.5113074779510498, -0.043775081634521484]","[0.6242698431015015, 0.520611047744751, -0.024506593123078346]","[0.5877746939659119, 0.5116820931434631, -0.047206126153469086]","[0.5629041790962219, 0.5175491571426392, -0.04770788922905922]","[0.5500792264938354, 0.1554202437400818, 0.052231889218091965]","[0.5866062641143799, 0.702237606048584, -0.05823207646608353]"
"[0.648573637008667, 0.3234398663043976, 0.045220669358968735]","[0.6325995922088623, 0.3137722611427307, 0.033633213490247726]","[0.6147469878196716, 0.31422698497772217, 0.03050091676414013]","[0.5968372225761414, 0.3272891640663147, 0.034333210438489914]","[0.6156440377235413, 0.333001047372818, 0.028744962066411972]","[0.6352208852767944, 0.3310692310333252, 0.032180339097976685]","[0.5279642343521118, 0.3426198959350586, 0.03315121680498123]","[0.5084648132324219, 0.33755818009376526, 0.02892940677702427]","[0.4911903738975525, 0.34482085704803467, 0.03148529678583145]","[0.47734335064888, 0.3612598180770874, 0.04273627698421478]","[0.49106648564338684, 0.36311957240104675, 0.03021143563091755]","[0.5103927254676819, 0.3568565845489502, 0.027170229703187943]","[0.49106648564338684, 0.36311957240104675, 0.03021143563091755]","[0.5286853909492493, 0.5439779758453369, -0.02587135322391987]","[0.5628319382667542, 0.5170544981956482, -0.04422183707356453]","[0.5878527760505676, 0.5110629200935364, -0.04381208121776581]","[0.6243436932563782, 0.5205132365226746, -0.02438514120876789]","[0.5878185033798218, 0.5117542743682861, -0.04728349298238754]","[0.5628417730331421, 0.5176126956939697, -0.0478174202144146]","[0.5500507950782776, 0.1554548144340515, 0.05241896212100983]","[0.5866724252700806, 0.7028324604034424, -0.05844738334417343]"
"[0.6486673951148987, 0.323424756526947, 0.04528063163161278]","[0.6326644420623779, 0.31371086835861206, 0.03369865566492081]","[0.6147989630699158, 0.31421175599098206, 0.030572572723031044]","[0.5968928933143616, 0.32732850313186646, 0.034396786242723465]","[0.6157123446464539, 0.33304834365844727, 0.028799064457416534]","[0.6353012323379517, 0.331117182970047, 0.03223000839352608]","[0.5279482007026672, 0.3427300453186035, 0.03322051092982292]","[0.5084642171859741, 0.3376440405845642, 0.029015902429819107]","[0.49120065569877625, 0.34490102529525757, 0.03157666325569153]","[0.47735029458999634, 0.3613968789577484, 0.04282556101679802]","[0.491050660610199, 0.363259494304657, 0.030282147228717804]","[0.5103716850280762, 0.3569986820220947, 0.027237961068749428]","[0.491050660610199, 0.363259494304657, 0.030282147228717804]","[0.5286225080490112, 0.5437478423118591, -0.025957483798265457]","[0.5627410411834717, 0.516823947429657, -0.044292252510786057]","[0.5877691507339478, 0.5108352899551392, -0.0438891276717186]","[0.6242564916610718, 0.5202908515930176, -0.024505410343408585]","[0.5877075791358948, 0.5114014148712158, -0.04737435281276703]","[0.5627453327178955, 0.517255961894989, -0.04790337383747101]","[0.5500404834747314, 0.15532433986663818, 0.05261220037937164]","[0.5865508317947388, 0.7026692628860474, -0.05865102261304855]"
"[0.6486374139785767, 0.32345283031463623, 0.04530603066086769]","[0.632651686668396, 0.3137581944465637, 0.03371569886803627]","[0.614801287651062, 0.3142363727092743, 0.03057989478111267]","[0.5969045162200928, 0.3273269832134247, 0.0343993604183197]","[0.6157109141349792, 0.3330352008342743, 0.028810350224375725]","[0.6352872848510742, 0.3310932517051697, 0.03225231170654297]","[0.5279918909072876, 0.34272462129592896, 0.033188607543706894]","[0.5084974765777588, 0.33766475319862366, 0.028970573097467422]","[0.49123743176460266, 0.3449370265007019, 0.031520213931798935]","[0.4773932993412018, 0.36142322421073914, 0.04276338219642639]","[0.4910963177680969, 0.36326491832733154, 0.030232878401875496]","[0.5104153156280518, 0.35699397325515747, 0.027201399207115173]","[0.4910963177680969, 0.36326491832733154, 0.030232878401875496]","[0.5287144780158997, 0.5437979102134705, -0.025979425758123398]","[0.5628392696380615, 0.5168681144714355, -0.044270195066928864]","[0.5878424048423767, 0.5108649134635925, -0.04384874925017357]","[0.6243053674697876, 0.52028888463974, -0.024474110454320908]","[0.5877805948257446, 0.511374294757843, -0.04732435196638107]","[0.5628412365913391, 0.5172418355941772, -0.04787266254425049]","[0.5500726103782654, 0.1553208827972412, 0.05257923901081085]","[0.5866478681564331, 0.7026599645614624, -0.05862508341670036]"
"[0.6486489772796631, 0.3233112692832947, 0.04527249187231064]","[0.6326596736907959, 0.31357553601264954, 0.03366350382566452]","[0.6147832274436951, 0.31408053636550903, 0.030523350462317467]","[0.5968790650367737, 0.3272915482521057, 0.03434864059090614]","[0.6157207489013672, 0.33300402760505676, 0.02876153774559498]","[0.6353126764297485, 0.3310271203517914, 0.0322067067027092]","[0.5279452204704285, 0.34274813532829285, 0.033141907304525375]","[0.5084283947944641, 0.33759763836860657, 0.028920168057084084]","[0.4911397099494934, 0.34487080574035645, 0.031477876007556915]","[0.4773018956184387, 0.3614199161529541, 0.042736683040857315]","[0.49101510643959045, 0.36332938075065613, 0.030195502564311028]","[0.5103500485420227, 0.3570578396320343, 0.027156727388501167]","[0.49101510643959045, 0.36332938075065613, 0.030195502564311028]","[0.5288287997245789, 0.5438990592956543, -0.025936309248209]","[0.5629207491874695, 0.5169354677200317, -0.04425564035773277]","[0.5879063606262207, 0.5109043121337891, -0.043839529156684875]","[0.624358594417572, 0.5202770829200745, -0.02443760260939598]","[0.5878693461418152, 0.5114660263061523, -0.04728850722312927]","[0.5629356503486633, 0.5173625946044922, -0.047830916941165924]","[0.5499718189239502, 0.15526118874549866, 0.05240493640303612]","[0.586799144744873, 0.7025385499000549, -0.058437734842300415]"
"[0.6486684679985046, 0.32319357991218567, 0.04506620764732361]","[0.6326959133148193, 0.3134636878967285, 0.033434122800827026]","[0.614797055721283, 0.3139631748199463, 0.03028668835759163]","[0.5968618392944336, 0.32722845673561096, 0.03414200246334076]","[0.6157106161117554, 0.3329440951347351, 0.028565699234604836]","[0.6353168487548828, 0.3309621810913086, 0.03201105818152428]","[0.5279315114021301, 0.34264281392097473, 0.03294552117586136]","[0.5083848834037781, 0.3374290466308594, 0.02869945392012596]","[0.491071879863739, 0.344698429107666, 0.031271811574697495]","[0.4772408604621887, 0.3612252473831177, 0.042556945234537125]","[0.4909704923629761, 0.3631936311721802, 0.030021563172340393]","[0.5103217959403992, 0.35694536566734314, 0.026974264532327652]","[0.4909704923629761, 0.3631936311721802, 0.030021563172340393]","[0.528850257396698, 0.5439943671226501, -0.02574593760073185]","[0.5628782510757446, 0.5171267986297607, -0.04409150406718254]","[0.587814450263977, 0.5111299753189087, -0.043677929788827896]","[0.6241987347602844, 0.5204920768737793, -0.02426046133041382]","[0.5877965688705444, 0.5119091868400574, -0.04706048592925072]","[0.5628852248191833, 0.5177760720252991, -0.04760024696588516]","[0.5500006675720215, 0.15528637170791626, 0.05185389518737793]","[0.5866909623146057, 0.7027713060379028, -0.05782695487141609]"
"[0.6486436724662781, 0.3231354355812073, 0.04511827230453491]","[0.6326537132263184, 0.3134426772594452, 0.033484701067209244]","[0.6147423386573792, 0.31396588683128357, 0.03033866174519062]","[0.5967887043952942, 0.32718774676322937, 0.03419061005115509]","[0.6156406402587891, 0.33289608359336853, 0.028606001287698746]","[0.6352617740631104, 0.33092162013053894, 0.03205311298370361]","[0.5277683734893799, 0.34262827038764954, 0.03299679607152939]","[0.5082235336303711, 0.33747270703315735, 0.028761206194758415]","[0.49090155959129333, 0.3447391986846924, 0.031332798302173615]","[0.4770543575286865, 0.3612377643585205, 0.042619772255420685]","[0.4907975196838379, 0.3631836771965027, 0.030069401487708092]","[0.5101628303527832, 0.35692548751831055, 0.027019256725907326]","[0.4907975196838379, 0.3631836771965027, 0.030069401487708092]","[0.5287829637527466, 0.5440468192100525, -0.025819338858127594]","[0.5627870559692383, 0.5171275734901428, -0.04415171220898628]","[0.5877230167388916, 0.5111121535301208, -0.04374296963214874]","[0.6240992546081543, 0.5204760432243347, -0.02434029057621956]","[0.5877098441123962, 0.5118992924690247, -0.04709714278578758]","[0.5628025531768799, 0.5177782773971558, -0.047634195536375046]","[0.5498315691947937, 0.15530258417129517, 0.05199219286441803]","[0.5866382122039795, 0.7029082775115967, -0.057925693690776825]"
