left_eye_263,left_eye_387,left_eye_385,left_eye_362,left_eye_380,left_eye_373,right_eye_133,right_eye_158,right_eye_160,right_eye_33,right_eye_144,right_eye_153,right_eye_144,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.7195589542388916, 0.3214092552661896, 0.08555760234594345]","[0.7059971690177917, 0.31494826078414917, 0.06405197829008102]","[0.6827564239501953, 0.31325259804725647, 0.051567163318395615]","[0.659673273563385, 0.3189903199672699, 0.04991299286484718]","[0.6818807125091553, 0.32394906878471375, 0.0507456474006176]","[0.7053665518760681, 0.32489556074142456, 0.06361330300569534]","[0.5724509358406067, 0.3157072067260742, 0.013099372386932373]","[0.5470654368400574, 0.30802246928215027, -0.0006752670742571354]","[0.5205636024475098, 0.3086741268634796, -0.005394581239670515]","[0.49750232696533203, 0.31436413526535034, 0.0038525587879121304]","[0.5213210582733154, 0.3190414607524872, -0.004876520950347185]","[0.5487651228904724, 0.3192175328731537, -0.000719015602953732]","[0.5213210582733154, 0.3190414607524872, -0.004876520950347185]","[0.5673602223396301, 0.41506892442703247, -0.04363022744655609]","[0.6204962134361267, 0.4104970097541809, -0.051553934812545776]","[0.6476089954376221, 0.41070741415023804, -0.0399092398583889]","[0.6770474314689636, 0.4152159094810486, -0.0020201734732836485]","[0.6485459208488464, 0.4107634425163269, -0.04093218967318535]","[0.6202134490013123, 0.4105519652366638, -0.05333364009857178]","[0.6235741376876831, 0.23543132841587067, 0.035371266305446625]","[0.6221961379051208, 0.48720401525497437, -0.040216922760009766]"
"[0.7193328142166138, 0.3212013244628906, 0.08514579385519028]","[0.7058106660842896, 0.3148718476295471, 0.06359648704528809]","[0.682741105556488, 0.3131287693977356, 0.05108918994665146]","[0.6597938537597656, 0.31859880685806274, 0.04950196295976639]","[0.6818099617958069, 0.32355380058288574, 0.05040939524769783]","[0.7051792740821838, 0.3245587646961212, 0.06330837309360504]","[0.572845995426178, 0.3153001070022583, 0.012612344697117805]","[0.5475243330001831, 0.30786290764808655, -0.0012728251749649644]","[0.5211663246154785, 0.30854499340057373, -0.006015393417328596]","[0.4981301426887512, 0.3141009211540222, 0.003242502687498927]","[0.5219388604164124, 0.318672776222229, -0.005343321710824966]","[0.5492994785308838, 0.31880342960357666, -0.0011744285002350807]","[0.5219388604164124, 0.318672776222229, -0.005343321710824966]","[0.567116916179657, 0.4149223566055298, -0.043190065771341324]","[0.620204746723175, 0.4104462265968323, -0.0510210283100605]","[0.6471962332725525, 0.4106605052947998, -0.03935637325048447]","[0.676552414894104, 0.4150925576686859, -0.001450848300009966]","[0.6481624841690063, 0.4105823338031769, -0.04031903296709061]","[0.6199302673339844, 0.41036751866340637, -0.05275587737560272]","[0.624282717704773, 0.2352362722158432, 0.034225888550281525]","[0.6216707229614258, 0.4874485731124878, -0.0391901433467865]"
"[0.7189614176750183, 0.3210349678993225, 0.08582787215709686]","[0.7055009603500366, 0.3146664500236511, 0.0643853023648262]","[0.6825212836265564, 0.31289783120155334, 0.051880449056625366]","[0.6596585512161255, 0.3183460831642151, 0.05015597119927406]","[0.6815803050994873, 0.32331764698028564, 0.05107908695936203]","[0.7048518657684326, 0.32434946298599243, 0.06400078535079956]","[0.5729467272758484, 0.31494012475013733, 0.01301658432930708]","[0.5477058291435242, 0.30746692419052124, -0.0008318817708641291]","[0.521389365196228, 0.30811232328414917, -0.005678115412592888]","[0.49830514192581177, 0.3136482238769531, 0.003417420433834195]","[0.5221375823020935, 0.3182399272918701, -0.005080545786768198]","[0.5494683384895325, 0.3183928430080414, -0.0008295970037579536]","[0.5221375823020935, 0.3182399272918701, -0.005080545786768198]","[0.5667400360107422, 0.41469570994377136, -0.04381939768791199]","[0.6200671195983887, 0.41022512316703796, -0.051471464335918427]","[0.6470303535461426, 0.4105009138584137, -0.0397256538271904]","[0.6763981580734253, 0.41509997844696045, -0.0018230191199108958]","[0.6480006575584412, 0.41038355231285095, -0.04088655859231949]","[0.6197476387023926, 0.4101117253303528, -0.053396109491586685]","[0.6246376037597656, 0.23502328991889954, 0.035651788115501404]","[0.620964527130127, 0.4873087406158447, -0.04056103527545929]"
"[0.7192530035972595, 0.32083365321159363, 0.08610684424638748]","[0.7057810425758362, 0.3143694996833801, 0.06455407291650772]","[0.6827270984649658, 0.3125251829624176, 0.051978349685668945]","[0.6597880125045776, 0.31791922450065613, 0.050278980284929276]","[0.681768536567688, 0.3229901194572449, 0.051198601722717285]","[0.7050969004631042, 0.3241226375102997, 0.06418339163064957]","[0.5723608136177063, 0.31435662508010864, 0.012936878949403763]","[0.5470685958862305, 0.3068704307079315, -0.001011375687085092]","[0.5205417275428772, 0.3074966371059418, -0.00586741091683507]","[0.4972299635410309, 0.3130709230899811, 0.003298534080386162]","[0.5212799310684204, 0.3176979422569275, -0.005230670794844627]","[0.5487931370735168, 0.3178250193595886, -0.0009584560175426304]","[0.5212799310684204, 0.3176979422569275, -0.005230670794844627]","[0.5662739872932434, 0.4142034649848938, -0.044049400836229324]","[0.6197956204414368, 0.40973490476608276, -0.051749277859926224]","[0.646773099899292, 0.4100545346736908, -0.03990216180682182]","[0.6758801937103271, 0.41482728719711304, -0.0017806056421250105]","[0.647828996181488, 0.4102369546890259, -0.04099451005458832]","[0.6194417476654053, 0.4099116921424866, -0.053595103323459625]","[0.6247071623802185, 0.23462699353694916, 0.035568635910749435]","[0.6204347014427185, 0.4869447350502014, -0.039996858686208725]"
"[0.7170755863189697, 0.32026126980781555, 0.08659078925848007]","[0.7034592628479004, 0.31362366676330566, 0.06531346589326859]","[0.6804772019386292, 0.31177908182144165, 0.052880603820085526]","[0.6577903628349304, 0.31727275252342224, 0.051020361483097076]","[0.6797634363174438, 0.32226255536079407, 0.05176755413413048]","[0.7028539776802063, 0.32335835695266724, 0.06467487663030624]","[0.5700056552886963, 0.3136216998100281, 0.01387773733586073]","[0.5450125336647034, 0.30600830912590027, 0.00013580750965047628]","[0.5185669660568237, 0.30662184953689575, -0.004761671647429466]","[0.495202898979187, 0.31234121322631836, 0.00426218006759882]","[0.5192269682884216, 0.3167746663093567, -0.004327235743403435]","[0.5465297102928162, 0.3169728219509125, -5.601874363492243e-05]","[0.5192269682884216, 0.3167746663093567, -0.004327235743403435]","[0.5649712085723877, 0.412632554769516, -0.04494265094399452]","[0.6179795265197754, 0.4082169234752655, -0.05269744619727135]","[0.6447727680206299, 0.4086276590824127, -0.04083191603422165]","[0.6737110018730164, 0.41366925835609436, -0.0029125006403774023]","[0.6458736658096313, 0.4089723825454712, -0.042078908532857895]","[0.6176235675811768, 0.408561110496521, -0.05471469834446907]","[0.6215870380401611, 0.23389577865600586, 0.03788338229060173]","[0.6192556023597717, 0.48549312353134155, -0.04184756800532341]"
"[0.716391384601593, 0.3196304440498352, 0.08558697253465652]","[0.7025685906410217, 0.3129383325576782, 0.06447663903236389]","[0.679455041885376, 0.31115326285362244, 0.05229559168219566]","[0.6566771268844604, 0.31677791476249695, 0.050639089196920395]","[0.6787261962890625, 0.32169193029403687, 0.05112415924668312]","[0.701930582523346, 0.3227570652961731, 0.06376611441373825]","[0.5684267282485962, 0.3132179379463196, 0.014628560282289982]","[0.5433135628700256, 0.305533230304718, 0.0011393026215955615]","[0.5168198347091675, 0.30616819858551025, -0.003456413047388196]","[0.49356693029403687, 0.31198257207870483, 0.00578277138993144]","[0.5174577236175537, 0.31638672947883606, -0.0031263926066458225]","[0.5448014140129089, 0.31658414006233215, 0.0008816533372737467]","[0.5174577236175537, 0.31638672947883606, -0.0031263926066458225]","[0.5632592439651489, 0.41132691502571106, -0.044542066752910614]","[0.6160459518432617, 0.40677136182785034, -0.05296003073453903]","[0.6431200504302979, 0.4071425199508667, -0.04138324037194252]","[0.6723093390464783, 0.4122268259525299, -0.0036454435903578997]","[0.644099235534668, 0.40777140855789185, -0.04247960448265076]","[0.6156321167945862, 0.407387375831604, -0.05484384298324585]","[0.6194670796394348, 0.23373891413211823, 0.03851001337170601]","[0.6182390451431274, 0.48443353176116943, -0.042236678302288055]"
"[0.714691162109375, 0.3188494145870209, 0.08667777478694916]","[0.7010501623153687, 0.31200045347213745, 0.06564389914274216]","[0.6779261231422424, 0.3101758658885956, 0.05340905860066414]","[0.6551370024681091, 0.3159138858318329, 0.05153609439730644]","[0.6772462725639343, 0.3208763003349304, 0.051976278424263]","[0.7003809213638306, 0.3219315707683563, 0.06469205766916275]","[0.5670478940010071, 0.3121664822101593, 0.015323013998568058]","[0.5419710874557495, 0.30424758791923523, 0.0019635986536741257]","[0.5153896808624268, 0.3048400580883026, -0.002778398571535945]","[0.49212557077407837, 0.3108128309249878, 0.006324493791908026]","[0.5160640478134155, 0.31526029109954834, -0.0026469375006854534]","[0.5434125661849976, 0.3154944181442261, 0.0014443189138546586]","[0.5160640478134155, 0.31526029109954834, -0.0026469375006854534]","[0.5629860758781433, 0.41042906045913696, -0.04568787291646004]","[0.6156225204467773, 0.40577688813209534, -0.05389944463968277]","[0.6425597071647644, 0.4061375558376312, -0.04219861328601837]","[0.6714427471160889, 0.41129234433174133, -0.004414936061948538]","[0.6435582041740417, 0.40692946314811707, -0.043225910514593124]","[0.6151957511901855, 0.4065481126308441, -0.05574939399957657]","[0.6177157163619995, 0.2330174446105957, 0.04060744866728783]","[0.6181511878967285, 0.4836426377296448, -0.04397406056523323]"
"[0.7138983011245728, 0.3182055354118347, 0.0860956683754921]","[0.7001176476478577, 0.31135427951812744, 0.06527325510978699]","[0.6770415306091309, 0.30956530570983887, 0.053227778524160385]","[0.6543485522270203, 0.3153223395347595, 0.05146653950214386]","[0.6764131188392639, 0.32023122906684875, 0.051743585616350174]","[0.6995073556900024, 0.3212767243385315, 0.06426744163036346]","[0.5660315155982971, 0.31158849596977234, 0.015886638313531876]","[0.5410603880882263, 0.3036923408508301, 0.002694268012419343]","[0.5145309567451477, 0.304272323846817, -0.001910940743982792]","[0.4912761151790619, 0.31021571159362793, 0.00724299531430006]","[0.5151629447937012, 0.3146306276321411, -0.0018361887196078897]","[0.5424335598945618, 0.3148755431175232, 0.0021236217580735683]","[0.5151629447937012, 0.3146306276321411, -0.0018361887196078897]","[0.5618157386779785, 0.40949565172195435, -0.04544385150074959]","[0.6143395304679871, 0.4049133360385895, -0.05392030254006386]","[0.6414331793785095, 0.40530964732170105, -0.04241648316383362]","[0.6705624461174011, 0.41051366925239563, -0.004921788815408945]","[0.6424270868301392, 0.4061349034309387, -0.04351486638188362]","[0.6139640212059021, 0.40572065114974976, -0.055812496691942215]","[0.6164929866790771, 0.23238402605056763, 0.041318267583847046]","[0.6171863079071045, 0.48281213641166687, -0.04465711861848831]"
"[0.7124837636947632, 0.3183223307132721, 0.08665230870246887]","[0.6986742615699768, 0.3114340007305145, 0.06603994965553284]","[0.6757859587669373, 0.3095821440219879, 0.054107457399368286]","[0.6531752943992615, 0.31515663862228394, 0.05226025730371475]","[0.6751935482025146, 0.3201238512992859, 0.052414510399103165]","[0.6981343030929565, 0.3212449848651886, 0.06483469903469086]","[0.5648693442344666, 0.3113025426864624, 0.016976960003376007]","[0.5400933623313904, 0.3034963607788086, 0.003980332054197788]","[0.5136905312538147, 0.3040682077407837, -0.0006085750064812601]","[0.4903941750526428, 0.31003570556640625, 0.008446142077445984]","[0.5141509175300598, 0.3143782615661621, -0.0007146189454942942]","[0.5413212180137634, 0.31460750102996826, 0.0032311712857335806]","[0.5141509175300598, 0.3143782615661621, -0.0007146189454942942]","[0.5611384510993958, 0.40888917446136475, -0.04666222631931305]","[0.6133178472518921, 0.4041026532649994, -0.054920535534620285]","[0.6402493119239807, 0.40453386306762695, -0.04345396161079407]","[0.6692845225334167, 0.4100121557712555, -0.006364215165376663]","[0.6412283182144165, 0.4053741991519928, -0.04479343444108963]","[0.6128610968589783, 0.4049159586429596, -0.0570770800113678]","[0.615103006362915, 0.23234733939170837, 0.044403765350580215]","[0.6164518594741821, 0.4823664724826813, -0.04719066619873047]"
"[0.7123101353645325, 0.3177620768547058, 0.08734773844480515]","[0.6983863115310669, 0.3106980323791504, 0.06683903932571411]","[0.6753180623054504, 0.308890163898468, 0.055003780871629715]","[0.6525695323944092, 0.3147766888141632, 0.05309709161520004]","[0.6747826337814331, 0.31969940662384033, 0.0530618280172348]","[0.6978354454040527, 0.32077306509017944, 0.06542238593101501]","[0.5636188983917236, 0.3109307885169983, 0.018019061535596848]","[0.5388697385787964, 0.3028489649295807, 0.005201274529099464]","[0.5123615264892578, 0.303421288728714, 0.0006514678243547678]","[0.48905688524246216, 0.3095923066139221, 0.00967358611524105]","[0.5127822160720825, 0.31396716833114624, 0.0003179656050633639]","[0.5399734377861023, 0.3142155408859253, 0.004182807635515928]","[0.5127822160720825, 0.31396716833114624, 0.0003179656050633639]","[0.5613048672676086, 0.4085092544555664, -0.04757358506321907]","[0.6128532290458679, 0.4033878445625305, -0.05578441545367241]","[0.6398212909698486, 0.4037731885910034, -0.04445933550596237]","[0.6688096523284912, 0.4094570577144623, -0.00770019693300128]","[0.6408470273017883, 0.40501633286476135, -0.045756593346595764]","[0.6124725341796875, 0.40459421277046204, -0.05786774307489395]","[0.6136161088943481, 0.23184770345687866, 0.04662465304136276]","[0.6166133284568787, 0.4817139208316803, -0.04894138500094414]"
"[0.7102328538894653, 0.3175579011440277, 0.08747011423110962]","[0.6962438225746155, 0.3105664849281311, 0.0671708956360817]","[0.6734001636505127, 0.3087306022644043, 0.05545451119542122]","[0.6508558392524719, 0.31440067291259766, 0.05352615937590599]","[0.6729509234428406, 0.3193027377128601, 0.0533827468752861]","[0.6958112716674805, 0.320404589176178, 0.06564430892467499]","[0.562150239944458, 0.31040576100349426, 0.018789228051900864]","[0.5377076268196106, 0.30247214436531067, 0.006133611313998699]","[0.5113880634307861, 0.30301403999328613, 0.0015879245474934578]","[0.48809191584587097, 0.3091110587120056, 0.0105159692466259]","[0.5117372274398804, 0.31340041756629944, 0.0011457018554210663]","[0.5387282967567444, 0.31364601850509644, 0.004977080971002579]","[0.5117372274398804, 0.31340041756629944, 0.0011457018554210663]","[0.5607967376708984, 0.4080422818660736, -0.04816113039851189]","[0.6118194460868835, 0.4027145802974701, -0.05637601763010025]","[0.6386856436729431, 0.40311986207962036, -0.0450981929898262]","[0.6674751043319702, 0.4090687036514282, -0.008548432029783726]","[0.6397806406021118, 0.4047054946422577, -0.046375054866075516]","[0.6114808917045593, 0.4042590856552124, -0.05845603719353676]","[0.611590564250946, 0.23171228170394897, 0.04859502241015434]","[0.6162818074226379, 0.48137521743774414, -0.050356052815914154]"
"[0.7099685668945312, 0.3168112337589264, 0.08763027936220169]","[0.6962398290634155, 0.30939650535583496, 0.06736235320568085]","[0.6731563210487366, 0.30753013491630554, 0.05567733943462372]","[0.6503175497055054, 0.31382063031196594, 0.05365462973713875]","[0.6725404858589172, 0.3187921643257141, 0.05347416549921036]","[0.6955320239067078, 0.3198641836643219, 0.06574022024869919]","[0.5616400241851807, 0.30973172187805176, 0.01890483684837818]","[0.5371130704879761, 0.3011794090270996, 0.006372414063662291]","[0.5105763077735901, 0.30170056223869324, 0.0018119795713573694]","[0.48737531900405884, 0.3081575036048889, 0.010700857266783714]","[0.5110268592834473, 0.3126286268234253, 0.0012750818859785795]","[0.5380998253822327, 0.3129590153694153, 0.005067301914095879]","[0.5110268592834473, 0.3126286268234253, 0.0012750818859785795]","[0.5594191551208496, 0.40750664472579956, -0.04809265956282616]","[0.6108355522155762, 0.40259721875190735, -0.05622564256191254]","[0.6378334760665894, 0.4030380845069885, -0.04498591646552086]","[0.6669865250587463, 0.40873053669929504, -0.008554053492844105]","[0.6388998627662659, 0.40426361560821533, -0.04661131277680397]","[0.6105049252510071, 0.4037726819515228, -0.058619774878025055]","[0.6113206148147583, 0.23070822656154633, 0.04844438284635544]","[0.6149457097053528, 0.48068079352378845, -0.0507708378136158]"
"[0.709328830242157, 0.3163257837295532, 0.08916317671537399]","[0.6956825256347656, 0.30887728929519653, 0.06880258023738861]","[0.6726433038711548, 0.30697768926620483, 0.05692504346370697]","[0.6497958898544312, 0.31309762597084045, 0.05466176196932793]","[0.6720609068870544, 0.3181619942188263, 0.05460502579808235]","[0.6950088143348694, 0.31929680705070496, 0.06703653186559677]","[0.5609416365623474, 0.30894985795021057, 0.019046559929847717]","[0.5363901853561401, 0.3005068302154541, 0.006372188217937946]","[0.5098035931587219, 0.3010483980178833, 0.0016378836007788777]","[0.486372172832489, 0.307516872882843, 0.010380827821791172]","[0.5101024508476257, 0.31192678213119507, 0.001039647264406085]","[0.5372840166091919, 0.3122158944606781, 0.005027245730161667]","[0.5101024508476257, 0.31192678213119507, 0.001039647264406085]","[0.5591815114021301, 0.4063941538333893, -0.04961174726486206]","[0.6108410358428955, 0.40114739537239075, -0.057440951466560364]","[0.6377084255218506, 0.4016146659851074, -0.045826125890016556]","[0.6662197113037109, 0.4077472388744354, -0.008883912116289139]","[0.6387302279472351, 0.403406023979187, -0.047232985496520996]","[0.6102590560913086, 0.4028642475605011, -0.059621941298246384]","[0.6106739640235901, 0.2306278944015503, 0.050464048981666565]","[0.6144276857376099, 0.4801453948020935, -0.05182049795985222]"
"[0.708168625831604, 0.31584838032722473, 0.09168054908514023]","[0.694471001625061, 0.30843833088874817, 0.07135815918445587]","[0.6716398000717163, 0.3065207600593567, 0.059283316135406494]","[0.6490092873573303, 0.31241124868392944, 0.056593671441078186]","[0.6712051630020142, 0.31749120354652405, 0.056701742112636566]","[0.6939771771430969, 0.3186880946159363, 0.06935548037290573]","[0.5600698590278625, 0.3081318736076355, 0.019734397530555725]","[0.5357152819633484, 0.2998242676258087, 0.0069718207232654095]","[0.509118914604187, 0.3002675771713257, 0.0018828227184712887]","[0.4853229522705078, 0.30663636326789856, 0.010243572294712067]","[0.5092674493789673, 0.31102970242500305, 0.0010823395568877459]","[0.5365138649940491, 0.31132006645202637, 0.005384172312915325]","[0.5092674493789673, 0.31102970242500305, 0.0010823395568877459]","[0.5592508912086487, 0.40483856201171875, -0.05162857100367546]","[0.611272931098938, 0.39920347929000854, -0.05920623987913132]","[0.6382398009300232, 0.3997621536254883, -0.04714604467153549]","[0.6664339900016785, 0.40657979249954224, -0.00950459111481905]","[0.6393406987190247, 0.4019554555416107, -0.04841109365224838]","[0.6107675433158875, 0.4013073444366455, -0.061259444802999496]","[0.6096240878105164, 0.2304845154285431, 0.05418279394507408]","[0.614730715751648, 0.4789958894252777, -0.05493395775556564]"
"[0.7057199478149414, 0.31527024507522583, 0.09224790334701538]","[0.6918498277664185, 0.3077487051486969, 0.07222533971071243]","[0.669313907623291, 0.30575549602508545, 0.06039015203714371]","[0.6468202471733093, 0.31144464015960693, 0.05765372887253761]","[0.6691250801086426, 0.3166806399822235, 0.05748060718178749]","[0.6917557120323181, 0.31791380047798157, 0.06991928815841675]","[0.5583917498588562, 0.3071426749229431, 0.02159908041357994]","[0.5341755151748657, 0.29901209473609924, 0.009268222376704216]","[0.5078960061073303, 0.2995060980319977, 0.00433573080226779]","[0.48423945903778076, 0.30599474906921387, 0.01262455154210329]","[0.5077927112579346, 0.3102284371852875, 0.003168727271258831]","[0.5349037051200867, 0.310486376285553, 0.007319859694689512]","[0.5077927112579346, 0.3102284371852875, 0.003168727271258831]","[0.5581753253936768, 0.4025847613811493, -0.0528910867869854]","[0.6101048588752747, 0.39704301953315735, -0.060405049473047256]","[0.6373187303543091, 0.3976457118988037, -0.048552900552749634]","[0.6661775708198547, 0.4044468402862549, -0.01166293304413557]","[0.6385616064071655, 0.39952948689460754, -0.050411079078912735]","[0.6097983717918396, 0.39886805415153503, -0.0630578100681305]","[0.6064850687980652, 0.22979974746704102, 0.05913872644305229]","[0.6152856945991516, 0.47729119658470154, -0.05985347181558609]"
"[0.7059646844863892, 0.3149771988391876, 0.09301112592220306]","[0.6919913291931152, 0.3077215850353241, 0.07288071513175964]","[0.6695052981376648, 0.3057417571544647, 0.06094174459576607]","[0.6470680832862854, 0.31105753779411316, 0.05816914886236191]","[0.669202983379364, 0.31620562076568604, 0.05807415023446083]","[0.691857099533081, 0.31750229001045227, 0.07061561197042465]","[0.5580976605415344, 0.30665746331214905, 0.02170904166996479]","[0.5339332818984985, 0.29883819818496704, 0.009246385656297207]","[0.5076687335968018, 0.29928791522979736, 0.004236819688230753]","[0.48383063077926636, 0.305483877658844, 0.012500474229454994]","[0.5075541138648987, 0.30964231491088867, 0.003097554901614785]","[0.534706711769104, 0.30989187955856323, 0.007350907661020756]","[0.5075541138648987, 0.30964231491088867, 0.003097554901614785]","[0.5585012435913086, 0.40226438641548157, -0.0534873865544796]","[0.6103689074516296, 0.3962963819503784, -0.06089137867093086]","[0.6375672817230225, 0.39687612652778625, -0.048979293555021286]","[0.6663357019424438, 0.4039815664291382, -0.01192158367484808]","[0.6387684941291809, 0.3989369869232178, -0.05057661607861519]","[0.6100131869316101, 0.3982725441455841, -0.06330305337905884]","[0.6066573262214661, 0.22965259850025177, 0.059743963181972504]","[0.6150894165039062, 0.4762903153896332, -0.06018899381160736]"
"[0.7055839896202087, 0.31449079513549805, 0.09249429404735565]","[0.6915600299835205, 0.3072980046272278, 0.07236098498106003]","[0.6689945459365845, 0.3053443431854248, 0.06047432869672775]","[0.6465597748756409, 0.3106611967086792, 0.05777385085821152]","[0.6687164306640625, 0.31578657031059265, 0.05763344466686249]","[0.6914300918579102, 0.3170625567436218, 0.07011576741933823]","[0.5573132038116455, 0.3063621520996094, 0.02168225683271885]","[0.53299480676651, 0.29862987995147705, 0.009254733100533485]","[0.5066201090812683, 0.2991069555282593, 0.004365143366158009]","[0.4828108251094818, 0.3052838146686554, 0.012760423123836517]","[0.5066142082214355, 0.30943214893341064, 0.003248459892347455]","[0.5338820219039917, 0.309640109539032, 0.0074032326228916645]","[0.5066142082214355, 0.30943214893341064, 0.003248459892347455]","[0.55774986743927, 0.40194547176361084, -0.053150326013565063]","[0.6096401810646057, 0.39591121673583984, -0.06076910346746445]","[0.6368803977966309, 0.39646294713020325, -0.04892104119062424]","[0.6655915975570679, 0.4035488963127136, -0.011861700564622879]","[0.6381016969680786, 0.39866751432418823, -0.050399139523506165]","[0.609237015247345, 0.39804142713546753, -0.06306611001491547]","[0.605526864528656, 0.22949278354644775, 0.059240639209747314]","[0.614875078201294, 0.4757021963596344, -0.05956267938017845]"
"[0.7051952481269836, 0.31426382064819336, 0.09206204861402512]","[0.6910359859466553, 0.3072003424167633, 0.07201630622148514]","[0.6685086488723755, 0.30527955293655396, 0.06023557856678963]","[0.6461427211761475, 0.31051066517829895, 0.05764445662498474]","[0.668246328830719, 0.31559136509895325, 0.057414982467889786]","[0.6909837126731873, 0.31684330105781555, 0.06978648155927658]","[0.556703507900238, 0.3063342869281769, 0.022042740136384964]","[0.532346248626709, 0.29880860447883606, 0.009687976911664009]","[0.5060878396034241, 0.29931941628456116, 0.004921718966215849]","[0.4823429584503174, 0.3053847849369049, 0.013395329937338829]","[0.5060951113700867, 0.3094681203365326, 0.0037889061495661736]","[0.5333245396614075, 0.3096272945404053, 0.007836626842617989]","[0.5060951113700867, 0.3094681203365326, 0.0037889061495661736]","[0.5569990873336792, 0.40153950452804565, -0.053167227655649185]","[0.6086682677268982, 0.39538922905921936, -0.060731954872608185]","[0.6358964443206787, 0.39594176411628723, -0.0490269735455513]","[0.6645193099975586, 0.4031675159931183, -0.012318463064730167]","[0.6370838284492493, 0.398173451423645, -0.050522204488515854]","[0.6083050966262817, 0.3975500762462616, -0.06301867961883545]","[0.6049821376800537, 0.22932209074497223, 0.05954378470778465]","[0.6141298413276672, 0.47493648529052734, -0.05986083671450615]"
"[0.7042058706283569, 0.31412050127983093, 0.09044580906629562]","[0.6901222467422485, 0.3070799708366394, 0.07044931501150131]","[0.6675777435302734, 0.30516690015792847, 0.05880852788686752]","[0.6451396346092224, 0.31052353978157043, 0.056444842368364334]","[0.6672911047935486, 0.31558677554130554, 0.056141339242458344]","[0.690069317817688, 0.3167774975299835, 0.06835444271564484]","[0.5564162731170654, 0.30640140175819397, 0.021640202030539513]","[0.5320312976837158, 0.2987390458583832, 0.00938605610281229]","[0.5058495402336121, 0.2992432117462158, 0.00479468796402216]","[0.48234823346138, 0.30532848834991455, 0.013445251621305943]","[0.5057888031005859, 0.3094848692417145, 0.00377184827812016]","[0.5329287648200989, 0.30969929695129395, 0.007672641891986132]","[0.5057888031005859, 0.3094848692417145, 0.00377184827812016]","[0.5555603504180908, 0.40144309401512146, -0.05170633643865585]","[0.6072988510131836, 0.39541715383529663, -0.059691064059734344]","[0.6346315741539001, 0.39593344926834106, -0.048207756131887436]","[0.6635819673538208, 0.402881920337677, -0.01164432242512703]","[0.6356637477874756, 0.397937536239624, -0.04963576793670654]","[0.606885552406311, 0.3973536789417267, -0.06192980334162712]","[0.6047956347465515, 0.22915193438529968, 0.05736085772514343]","[0.6126160621643066, 0.4741875231266022, -0.05830426514148712]"
"[0.7042213082313538, 0.3147970139980316, 0.08701911568641663]","[0.6897509098052979, 0.3079085946083069, 0.06705455482006073]","[0.6669854521751404, 0.3060941994190216, 0.055797457695007324]","[0.6443442702293396, 0.3113473653793335, 0.05403682589530945]","[0.6665764451026917, 0.31630080938339233, 0.053459424525499344]","[0.6896035671234131, 0.3174436390399933, 0.06525857001543045]","[0.5556927919387817, 0.30771487951278687, 0.021052274852991104]","[0.5312798619270325, 0.30031391978263855, 0.008967180736362934]","[0.5053743124008179, 0.30097004771232605, 0.0048926230520009995]","[0.48231950402259827, 0.3070446252822876, 0.014081417582929134]","[0.5053318738937378, 0.3109399974346161, 0.004120734520256519]","[0.5322430729866028, 0.3111225664615631, 0.007584091741591692]","[0.5053318738937378, 0.3109399974346161, 0.004120734520256519]","[0.5540583729743958, 0.40264737606048584, -0.0487491637468338]","[0.6048691868782043, 0.39687153697013855, -0.05772031471133232]","[0.6325403451919556, 0.3972586393356323, -0.046877846121788025]","[0.6626629829406738, 0.4035753607749939, -0.010985679924488068]","[0.6335697770118713, 0.39905279874801636, -0.04847526177763939]","[0.6046128273010254, 0.3986082375049591, -0.06007932871580124]","[0.6028446555137634, 0.23020407557487488, 0.05343887582421303]","[0.6119509339332581, 0.4761735200881958, -0.05523497983813286]"
"[0.7034673690795898, 0.31589239835739136, 0.09034562855958939]","[0.6894582509994507, 0.30884993076324463, 0.07025723904371262]","[0.6668742299079895, 0.3069746494293213, 0.05850573629140854]","[0.6443885564804077, 0.3123031556606293, 0.05605177953839302]","[0.666574239730835, 0.3174052834510803, 0.05592060089111328]","[0.6893350481987, 0.3185766637325287, 0.06821883469820023]","[0.5562047362327576, 0.3083494305610657, 0.020780248567461967]","[0.5319855213165283, 0.3006740212440491, 0.00842968001961708]","[0.5059336423873901, 0.30120715498924255, 0.0037397113628685474]","[0.48247867822647095, 0.3073737323284149, 0.01227409765124321]","[0.5058047771453857, 0.31149134039878845, 0.0027931181248277426]","[0.5328201055526733, 0.31172090768814087, 0.006834753323346376]","[0.5058047771453857, 0.31149134039878845, 0.0027931181248277426]","[0.5546711087226868, 0.4039384722709656, -0.05128645524382591]","[0.6066759824752808, 0.3978988528251648, -0.05910230800509453]","[0.633974552154541, 0.3983701467514038, -0.04748896136879921]","[0.6631403565406799, 0.4051298201084137, -0.010610461235046387]","[0.6349180936813354, 0.4003000855445862, -0.049011409282684326]","[0.6060791015625, 0.39976513385772705, -0.061472442001104355]","[0.6043403148651123, 0.23065119981765747, 0.05603669211268425]","[0.6122248768806458, 0.4768555760383606, -0.05734037980437279]"
