left_eye_263,left_eye_387,left_eye_385,left_eye_362,left_eye_380,left_eye_373,right_eye_133,right_eye_158,right_eye_160,right_eye_33,right_eye_144,right_eye_153,right_eye_144,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.7295448780059814, 0.49308374524116516, 0.06219702214002609]","[0.7111591100692749, 0.48764270544052124, 0.04328029230237007]","[0.6866952180862427, 0.4861302077770233, 0.0356900654733181]","[0.6614594459533691, 0.4909641742706299, 0.03979555889964104]","[0.685295045375824, 0.4948975443840027, 0.03574950620532036]","[0.7112706303596497, 0.4953688979148865, 0.04351688176393509]","[0.571445107460022, 0.4886503219604492, 0.02574770525097847]","[0.5451228618621826, 0.482736736536026, 0.015561831183731556]","[0.5199387073516846, 0.4836026132106781, 0.016359752044081688]","[0.4982033669948578, 0.48823827505111694, 0.030672559514641762]","[0.5199462175369263, 0.49124106764793396, 0.01723630540072918]","[0.5470595359802246, 0.49161386489868164, 0.015893947333097458]","[0.5199462175369263, 0.49124106764793396, 0.01723630540072918]","[0.5459343791007996, 0.5818579792976379, -0.02454482391476631]","[0.6018646359443665, 0.5783445239067078, -0.04916207119822502]","[0.6384353637695312, 0.57882159948349, -0.044034235179424286]","[0.6825540661811829, 0.5833422541618347, -0.007366498000919819]","[0.6380824446678162, 0.5797474980354309, -0.04698881506919861]","[0.6025938987731934, 0.5794243216514587, -0.05259937420487404]","[0.6209806203842163, 0.40599703788757324, 0.03217674046754837]","[0.6147106885910034, 0.6616224050521851, -0.045557375997304916]"
"[0.7297290563583374, 0.4930858612060547, 0.06208097189664841]","[0.7112981081008911, 0.4877167344093323, 0.04313609004020691]","[0.6868515014648438, 0.4861971139907837, 0.03553778678178787]","[0.6616379618644714, 0.4909105896949768, 0.0396859273314476]","[0.6854385733604431, 0.49482592940330505, 0.03564115986227989]","[0.7114118337631226, 0.4953104853630066, 0.043415993452072144]","[0.5715534687042236, 0.4885794520378113, 0.02566390298306942]","[0.545275092124939, 0.4827640652656555, 0.015433437190949917]","[0.5201156139373779, 0.48362523317337036, 0.01624368503689766]","[0.4983370304107666, 0.48818761110305786, 0.030590565875172615]","[0.5201015472412109, 0.4911503195762634, 0.01717294752597809]","[0.5471876859664917, 0.49151700735092163, 0.01582205854356289]","[0.5201015472412109, 0.4911503195762634, 0.01717294752597809]","[0.5460676550865173, 0.5819469690322876, -0.02439454197883606]","[0.6019005179405212, 0.5783905386924744, -0.04908837378025055]","[0.6384504437446594, 0.5788605809211731, -0.043974217027425766]","[0.6825917959213257, 0.5834188461303711, -0.007250295486301184]","[0.6381492614746094, 0.5798094868659973, -0.04689813405275345]","[0.602669894695282, 0.5794894695281982, -0.05249552056193352]","[0.6212595701217651, 0.40589791536331177, 0.03179354965686798]","[0.6147663593292236, 0.6615724563598633, -0.04515251889824867]"
"[0.7300361394882202, 0.49324920773506165, 0.06189047545194626]","[0.711550235748291, 0.4879607558250427, 0.04292772337794304]","[0.6871405839920044, 0.48644012212753296, 0.035322826355695724]","[0.6619556546211243, 0.4910221993923187, 0.039516836404800415]","[0.6857053637504578, 0.4949477016925812, 0.035476163029670715]","[0.711678683757782, 0.4954521358013153, 0.043241795152425766]","[0.5716973543167114, 0.4886676073074341, 0.025553004816174507]","[0.5454363226890564, 0.48297417163848877, 0.015299716964364052]","[0.5203192234039307, 0.4838292598724365, 0.016146067529916763]","[0.4985250234603882, 0.4882993996143341, 0.030532706528902054]","[0.5202906727790833, 0.4912504553794861, 0.017107941210269928]","[0.5473780632019043, 0.49161139130592346, 0.015734968706965446]","[0.5202906727790833, 0.4912504553794861, 0.017107941210269928]","[0.5463974475860596, 0.581917941570282, -0.024356549605727196]","[0.6020446419715881, 0.5783782601356506, -0.04901432245969772]","[0.6385148167610168, 0.578859269618988, -0.04393026977777481]","[0.6826274991035461, 0.5834440588951111, -0.007321855518966913]","[0.6382542252540588, 0.5798393487930298, -0.04682503268122673]","[0.6028136610984802, 0.579505205154419, -0.05238053575158119]","[0.6214701533317566, 0.40612074732780457, 0.031581439077854156]","[0.6149169206619263, 0.6616209745407104, -0.04480000585317612]"
"[0.7303218245506287, 0.4932779371738434, 0.06243761256337166]","[0.7118382453918457, 0.4879571199417114, 0.0433969683945179]","[0.6873985528945923, 0.48642855882644653, 0.03570934757590294]","[0.6622108817100525, 0.4909968078136444, 0.03984205052256584]","[0.6859865784645081, 0.4949427843093872, 0.03584270924329758]","[0.7119749784469604, 0.4954739809036255, 0.04369392246007919]","[0.571590781211853, 0.4886096715927124, 0.02555614709854126]","[0.5452912449836731, 0.4829210937023163, 0.015219513326883316]","[0.5201045870780945, 0.48377203941345215, 0.01599750481545925]","[0.49822619557380676, 0.4882599115371704, 0.0303664393723011]","[0.5200716853141785, 0.49121391773223877, 0.016959605738520622]","[0.547235369682312, 0.49155715107917786, 0.015647782012820244]","[0.5200716853141785, 0.49121391773223877, 0.016959605738520622]","[0.5462003350257874, 0.5819564461708069, -0.024608511477708817]","[0.6021846532821655, 0.5784461498260498, -0.04923278093338013]","[0.6388000845909119, 0.5789388418197632, -0.04403339698910713]","[0.682918906211853, 0.5835176110267639, -0.0071723186410963535]","[0.6385135054588318, 0.5798768997192383, -0.046955592930316925]","[0.6029444932937622, 0.5795350670814514, -0.05264227092266083]","[0.6216528415679932, 0.405998557806015, 0.03182913735508919]","[0.6149762272834778, 0.6617571115493774, -0.04508182778954506]"
"[0.7301997542381287, 0.49315145611763, 0.061685625463724136]","[0.7117228507995605, 0.48786094784736633, 0.04267074167728424]","[0.6872585415840149, 0.4863579571247101, 0.03506125137209892]","[0.6620485782623291, 0.49097347259521484, 0.03929559513926506]","[0.6858253479003906, 0.49491754174232483, 0.0352599136531353]","[0.7118428945541382, 0.49540725350379944, 0.04302866756916046]","[0.5716842412948608, 0.4886944890022278, 0.025347920134663582]","[0.5453751683235168, 0.4829987585544586, 0.015071428380906582]","[0.5202181935310364, 0.48387718200683594, 0.01593535579741001]","[0.4984681308269501, 0.4883717894554138, 0.030378740280866623]","[0.5202245116233826, 0.49133890867233276, 0.016944119706749916]","[0.5473405122756958, 0.491689532995224, 0.015543206594884396]","[0.5202245116233826, 0.49133890867233276, 0.016944119706749916]","[0.5462896227836609, 0.5821126103401184, -0.023991184309124947]","[0.602118194103241, 0.5786439776420593, -0.048797789961099625]","[0.6387065052986145, 0.5791079998016357, -0.04373583570122719]","[0.6830000877380371, 0.5835638642311096, -0.00700505031272769]","[0.6384193301200867, 0.5800278186798096, -0.046541228890419006]","[0.6028485894203186, 0.5797109007835388, -0.05207857862114906]","[0.6214215755462646, 0.4061184525489807, 0.03099425882101059]","[0.614967942237854, 0.6616859436035156, -0.04428482800722122]"
"[0.7300517559051514, 0.4932330846786499, 0.06194775924086571]","[0.7116170525550842, 0.4879179000854492, 0.042940959334373474]","[0.687183141708374, 0.48637914657592773, 0.03531840443611145]","[0.6619765758514404, 0.49098360538482666, 0.03952186182141304]","[0.6857384443283081, 0.4949343204498291, 0.03548330441117287]","[0.7117290496826172, 0.49544399976730347, 0.0432729534804821]","[0.5716551542282104, 0.4886378049850464, 0.025504305958747864]","[0.5453476309776306, 0.4829232394695282, 0.015227783471345901]","[0.5201729536056519, 0.48379436135292053, 0.01605377346277237]","[0.49839556217193604, 0.48830854892730713, 0.03046289086341858]","[0.5201714038848877, 0.49127286672592163, 0.017041148617863655]","[0.5473049283027649, 0.49161598086357117, 0.015673493966460228]","[0.5201714038848877, 0.49127286672592163, 0.017041148617863655]","[0.5461929440498352, 0.5820899605751038, -0.0241745263338089]","[0.6021767258644104, 0.5786318778991699, -0.04891755431890488]","[0.6388286352157593, 0.5790910124778748, -0.0438290499150753]","[0.6831673979759216, 0.5835092067718506, -0.007070907391607761]","[0.638516902923584, 0.5798938274383545, -0.0467313714325428]","[0.6029082536697388, 0.5795802474021912, -0.05231628939509392]","[0.6215468645095825, 0.40611544251441956, 0.0314488485455513]","[0.614933967590332, 0.6615878343582153, -0.04480438306927681]"
"[0.7301894426345825, 0.4932463467121124, 0.06205832213163376]","[0.7117496132850647, 0.48791393637657166, 0.043039657175540924]","[0.6872841119766235, 0.4863797426223755, 0.03540695086121559]","[0.6620569825172424, 0.49100375175476074, 0.03958908095955849]","[0.6858522295951843, 0.4949665069580078, 0.03555893152952194]","[0.7118593454360962, 0.4954797923564911, 0.043356817215681076]","[0.5716889500617981, 0.4886554479598999, 0.025510553270578384]","[0.545372724533081, 0.4829144775867462, 0.015224632807075977]","[0.5201794505119324, 0.4837726950645447, 0.016045693308115005]","[0.49838918447494507, 0.48828452825546265, 0.03045082464814186]","[0.5201656222343445, 0.4912719428539276, 0.01701945625245571]","[0.5473126173019409, 0.4916302263736725, 0.01566290855407715]","[0.5201656222343445, 0.4912719428539276, 0.01701945625245571]","[0.546044647693634, 0.5821211934089661, -0.024244757369160652]","[0.6020680069923401, 0.5786663293838501, -0.04900529608130455]","[0.6387249827384949, 0.5791482329368591, -0.04389515891671181]","[0.683040976524353, 0.5836289525032043, -0.007073571905493736]","[0.6384378671646118, 0.5800247192382812, -0.046789202839136124]","[0.602793276309967, 0.579691469669342, -0.05238640680909157]","[0.6216369867324829, 0.40618589520454407, 0.03155060485005379]","[0.6147841811180115, 0.6616883873939514, -0.04484442621469498]"
"[0.7303206920623779, 0.49323588609695435, 0.062250882387161255]","[0.7119162678718567, 0.48778679966926575, 0.043274085968732834]","[0.6874330639839172, 0.48625054955482483, 0.03566032648086548]","[0.6622048616409302, 0.4910651445388794, 0.03977801278233528]","[0.6860623955726624, 0.4950452148914337, 0.03572794795036316]","[0.7120643854141235, 0.49553182721138, 0.04351130127906799]","[0.5720691084861755, 0.4887177646160126, 0.025723496451973915]","[0.5457136034965515, 0.4827922582626343, 0.015507960692048073]","[0.5204806923866272, 0.4836558699607849, 0.016316154971718788]","[0.49870437383651733, 0.4882853031158447, 0.030690396204590797]","[0.5204407572746277, 0.49133116006851196, 0.01721937209367752]","[0.5475975275039673, 0.4917107820510864, 0.01586686074733734]","[0.5204407572746277, 0.49133116006851196, 0.01721937209367752]","[0.5463697910308838, 0.5821787118911743, -0.02445296384394169]","[0.602421760559082, 0.5786540508270264, -0.049259789288043976]","[0.6390803456306458, 0.5791353583335876, -0.044131480157375336]","[0.6833518743515015, 0.5836880207061768, -0.007281255908310413]","[0.6387839317321777, 0.5800620317459106, -0.04702801629900932]","[0.6031505465507507, 0.5797312259674072, -0.05264086648821831]","[0.6217965483665466, 0.40603798627853394, 0.03209841623902321]","[0.6151676177978516, 0.6615345478057861, -0.04542524740099907]"
"[0.7281339764595032, 0.493336021900177, 0.06140570342540741]","[0.7097331285476685, 0.48795002698898315, 0.04271688312292099]","[0.6854252219200134, 0.4863875210285187, 0.035312797874212265]","[0.6603955626487732, 0.4911743402481079, 0.039526768028736115]","[0.684077262878418, 0.4951065182685852, 0.035362012684345245]","[0.7098803520202637, 0.4955560863018036, 0.0429457388818264]","[0.5709583759307861, 0.48883742094039917, 0.02610533870756626]","[0.5448431372642517, 0.4829656481742859, 0.01612299680709839]","[0.5198736786842346, 0.48384374380111694, 0.017020782455801964]","[0.49831217527389526, 0.4884612560272217, 0.03123975545167923]","[0.5198977589607239, 0.49147844314575195, 0.01785399205982685]","[0.5467491745948792, 0.4918275475502014, 0.016423970460891724]","[0.5198977589607239, 0.49147844314575195, 0.01785399205982685]","[0.5464977622032166, 0.582626461982727, -0.024601664394140244]","[0.6018059849739075, 0.5789068937301636, -0.049005839973688126]","[0.6379046440124512, 0.5793163776397705, -0.04414520040154457]","[0.6818591356277466, 0.5838071703910828, -0.008207372389733791]","[0.6377062797546387, 0.580112874507904, -0.047285981476306915]","[0.6025094985961914, 0.5798454284667969, -0.05262935534119606]","[0.6202634572982788, 0.40628647804260254, 0.032768089324235916]","[0.6141329407691956, 0.6612884402275085, -0.0457138866186142]"
"[0.7286207675933838, 0.4931351840496063, 0.06152988597750664]","[0.7102446556091309, 0.4876254200935364, 0.042834654450416565]","[0.6858139634132385, 0.48610225319862366, 0.03544512018561363]","[0.6607255935668945, 0.4911474585533142, 0.03964316099882126]","[0.6845799684524536, 0.4950985610485077, 0.03544401749968529]","[0.7104340195655823, 0.4954925775527954, 0.04300444945693016]","[0.5712926387786865, 0.48883986473083496, 0.026296809315681458]","[0.5451120734214783, 0.48269006609916687, 0.01637515425682068]","[0.5200210809707642, 0.4835478961467743, 0.017306644469499588]","[0.4984790086746216, 0.48831459879875183, 0.03157039359211922]","[0.5199702382087708, 0.491452693939209, 0.018069829791784286]","[0.5468685626983643, 0.4918586015701294, 0.016601916402578354]","[0.5199702382087708, 0.491452693939209, 0.018069829791784286]","[0.5469900369644165, 0.582753598690033, -0.02481836825609207]","[0.6021288633346558, 0.5789284706115723, -0.04928463697433472]","[0.6380308270454407, 0.5793123841285706, -0.0444527268409729]","[0.6819368004798889, 0.5838596820831299, -0.008580097928643227]","[0.6379036903381348, 0.5801931023597717, -0.047481611371040344]","[0.602830708026886, 0.5799480080604553, -0.052784666419029236]","[0.620568037033081, 0.4059934616088867, 0.03300732374191284]","[0.6144987344741821, 0.6610698103904724, -0.04587342590093613]"
"[0.7283430099487305, 0.49312451481819153, 0.061634425073862076]","[0.7099165320396423, 0.4876755475997925, 0.04301080107688904]","[0.6855628490447998, 0.48612868785858154, 0.035677239298820496]","[0.6605188250541687, 0.49104875326156616, 0.039880216121673584]","[0.6842992305755615, 0.4949909746646881, 0.03562936559319496]","[0.7101225852966309, 0.4954075217247009, 0.043156031519174576]","[0.571130096912384, 0.48874104022979736, 0.026689691469073296]","[0.5450276136398315, 0.4827520549297333, 0.01682339422404766]","[0.5200446844100952, 0.48363250494003296, 0.017771368846297264]","[0.4985162615776062, 0.48832741379737854, 0.03200120851397514]","[0.5199941992759705, 0.49137768149375916, 0.01850302889943123]","[0.5468218922615051, 0.49174928665161133, 0.017012715339660645]","[0.5199941992759705, 0.49137768149375916, 0.01850302889943123]","[0.5467849969863892, 0.5826500654220581, -0.025016000494360924]","[0.6019126772880554, 0.5787534117698669, -0.04945545643568039]","[0.6379039883613586, 0.5791457295417786, -0.04468391463160515]","[0.6819555759429932, 0.5837794542312622, -0.008934425190091133]","[0.6377846598625183, 0.5799888372421265, -0.04784151539206505]","[0.6026527881622314, 0.5797354578971863, -0.05307528376579285]","[0.6202887296676636, 0.40605711936950684, 0.03388344869017601]","[0.6144563555717468, 0.6609774827957153, -0.046764060854911804]"
"[0.7280684113502502, 0.493254154920578, 0.06179936230182648]","[0.7096363306045532, 0.4878922402858734, 0.04317375272512436]","[0.6853693723678589, 0.48632436990737915, 0.03580576926469803]","[0.6603699326515198, 0.49108627438545227, 0.039994481950998306]","[0.6840682029724121, 0.49501118063926697, 0.03577970713376999]","[0.7098417282104492, 0.49544742703437805, 0.04333674907684326]","[0.5711097121238708, 0.4887661337852478, 0.02661821059882641]","[0.5450470447540283, 0.48292276263237, 0.016710707917809486]","[0.5201438665390015, 0.48381927609443665, 0.01760673336684704]","[0.4986072778701782, 0.48844170570373535, 0.031774941831827164]","[0.5201047658920288, 0.49142539501190186, 0.018353132531046867]","[0.5468958020210266, 0.49176815152168274, 0.01692318543791771]","[0.5201047658920288, 0.49142539501190186, 0.018353132531046867]","[0.5470798015594482, 0.5826741456985474, -0.025146979838609695]","[0.6021818518638611, 0.5786852240562439, -0.04944433644413948]","[0.638166069984436, 0.5790376663208008, -0.04463157057762146]","[0.6821609735488892, 0.583634614944458, -0.008879102766513824]","[0.6380565762519836, 0.5798463225364685, -0.04776977375149727]","[0.6029590368270874, 0.5796276330947876, -0.0530615858733654]","[0.6202229261398315, 0.4062732458114624, 0.034069109708070755]","[0.6146391034126282, 0.6610488891601562, -0.046908531337976456]"
"[0.7280320525169373, 0.49337637424468994, 0.0612286739051342]","[0.7095550298690796, 0.4880160093307495, 0.04268467053771019]","[0.6853404641151428, 0.4864638149738312, 0.03540357947349548]","[0.6604110598564148, 0.49122530221939087, 0.03965117037296295]","[0.6840896010398865, 0.4951598048210144, 0.035399142652750015]","[0.7098350524902344, 0.49558958411216736, 0.04286374896764755]","[0.5714499354362488, 0.48896002769470215, 0.026621121913194656]","[0.5454736351966858, 0.4831301271915436, 0.01680191420018673]","[0.5206578373908997, 0.4840252995491028, 0.01777820661664009]","[0.49919062852859497, 0.48866745829582214, 0.03197873756289482]","[0.5205549001693726, 0.49165067076683044, 0.018516970798373222]","[0.5472689270973206, 0.49199697375297546, 0.01702069863677025]","[0.5205549001693726, 0.49165067076683044, 0.018516970798373222]","[0.547386884689331, 0.5827354788780212, -0.02475815638899803]","[0.602215051651001, 0.5787929892539978, -0.049234241247177124]","[0.6381798982620239, 0.5791413187980652, -0.04452652484178543]","[0.6822653412818909, 0.5837138891220093, -0.008909349329769611]","[0.6380848288536072, 0.5799947381019592, -0.04768604785203934]","[0.6030336618423462, 0.5797783732414246, -0.052861571311950684]","[0.6201692819595337, 0.40640851855278015, 0.03383563458919525]","[0.6149651408195496, 0.6613551378250122, -0.046735648065805435]"
"[0.7281516194343567, 0.49337634444236755, 0.06134014204144478]","[0.7097784280776978, 0.48799821734428406, 0.04272456839680672]","[0.6855501532554626, 0.4864269495010376, 0.03535284101963043]","[0.6606457829475403, 0.49116986989974976, 0.03955857828259468]","[0.6842367649078369, 0.49509403109550476, 0.03539272025227547]","[0.7099505066871643, 0.49555879831314087, 0.04294590279459953]","[0.5713932514190674, 0.488825261592865, 0.026188096031546593]","[0.5454038977622986, 0.4829789996147156, 0.016266921535134315]","[0.5204988718032837, 0.4838576316833496, 0.017158495262265205]","[0.498989999294281, 0.48849985003471375, 0.03131091222167015]","[0.5205104351043701, 0.4914926588535309, 0.017952563241124153]","[0.5472728610038757, 0.4918242394924164, 0.0165371336042881]","[0.5205104351043701, 0.4914926588535309, 0.017952563241124153]","[0.5473772287368774, 0.5827502608299255, -0.024581441655755043]","[0.6024547815322876, 0.5789033770561218, -0.04899551719427109]","[0.6384502649307251, 0.579264760017395, -0.04417061805725098]","[0.6823616623878479, 0.5837644934654236, -0.008327411487698555]","[0.6382924914360046, 0.5801209211349487, -0.047293275594711304]","[0.603203296661377, 0.5798956751823425, -0.052603136748075485]","[0.620516836643219, 0.4064231812953949, 0.03300517797470093]","[0.6148051023483276, 0.6614111661911011, -0.04588305577635765]"
"[0.7280136346817017, 0.49375665187835693, 0.061590906232595444]","[0.709520697593689, 0.48843181133270264, 0.04310644045472145]","[0.6854158043861389, 0.4868929386138916, 0.03579925745725632]","[0.6605383157730103, 0.49157917499542236, 0.03994378447532654]","[0.6842447519302368, 0.4955165386199951, 0.0357198566198349]","[0.7099562883377075, 0.495932936668396, 0.043187741190195084]","[0.5719530582427979, 0.48927420377731323, 0.02681826800107956]","[0.5459704399108887, 0.4834575057029724, 0.01704452931880951]","[0.5211955308914185, 0.48429763317108154, 0.017969762906432152]","[0.49962860345840454, 0.4889106750488281, 0.03212803974747658]","[0.5209941864013672, 0.49191269278526306, 0.018645597621798515]","[0.5477315187454224, 0.4922930598258972, 0.017194338142871857]","[0.5209941864013672, 0.49191269278526306, 0.018645597621798515]","[0.5470032095909119, 0.582416296005249, -0.02474144846200943]","[0.602554440498352, 0.5785861611366272, -0.049425430595874786]","[0.6390196681022644, 0.5789559483528137, -0.0446350984275341]","[0.6835357546806335, 0.5835071802139282, -0.008699893020093441]","[0.6388257741928101, 0.5796669721603394, -0.0479915589094162]","[0.6034531593322754, 0.5794273614883423, -0.053280167281627655]","[0.620574414730072, 0.40653324127197266, 0.03478088974952698]","[0.6154663562774658, 0.6610989570617676, -0.04828808829188347]"
"[0.7281038165092468, 0.4937203526496887, 0.0614846907556057]","[0.7096019983291626, 0.48842909932136536, 0.0430026613175869]","[0.6854639649391174, 0.4868667423725128, 0.0357196144759655]","[0.6605569124221802, 0.49150553345680237, 0.039904430508613586]","[0.6842479705810547, 0.49543052911758423, 0.03565756604075432]","[0.7099687457084656, 0.49586769938468933, 0.04311280697584152]","[0.5718315243721008, 0.48916271328926086, 0.026854243129491806]","[0.5458704233169556, 0.48339760303497314, 0.01706141233444214]","[0.521074652671814, 0.4842338263988495, 0.018001403659582138]","[0.49950355291366577, 0.48878392577171326, 0.03216744214296341]","[0.5209069848060608, 0.4917609393596649, 0.01869814842939377]","[0.5476392507553101, 0.49214065074920654, 0.017239565029740334]","[0.5209069848060608, 0.4917609393596649, 0.01869814842939377]","[0.5467045307159424, 0.582386314868927, -0.024546116590499878]","[0.6022765636444092, 0.5785477757453918, -0.04937519505620003]","[0.6388389468193054, 0.5789510011672974, -0.04462341219186783]","[0.6834733486175537, 0.5835920572280884, -0.008628981187939644]","[0.6386460661888123, 0.5797204375267029, -0.04798286035656929]","[0.6031520962715149, 0.579448401927948, -0.05321986600756645]","[0.620680034160614, 0.40669846534729004, 0.0346204936504364]","[0.6150151491165161, 0.6609175801277161, -0.04808294400572777]"
"[0.7280941605567932, 0.4937174618244171, 0.061476465314626694]","[0.7095545530319214, 0.4884466528892517, 0.043028008192777634]","[0.6854162216186523, 0.48689866065979004, 0.03576338663697243]","[0.6605432629585266, 0.4915199279785156, 0.03995712846517563]","[0.6842548847198486, 0.49544987082481384, 0.03568296134471893]","[0.7099651098251343, 0.49587610363960266, 0.043120067566633224]","[0.5717929601669312, 0.48923546075820923, 0.026977047324180603]","[0.545864462852478, 0.4835369288921356, 0.01721259206533432]","[0.521097719669342, 0.4843927025794983, 0.018170611932873726]","[0.4995248019695282, 0.4889235496520996, 0.03233411908149719]","[0.5209038257598877, 0.49186861515045166, 0.018846940249204636]","[0.5476086139678955, 0.492235392332077, 0.017365580424666405]","[0.5209038257598877, 0.49186861515045166, 0.018846940249204636]","[0.5468347072601318, 0.5822898745536804, -0.02467704936861992]","[0.6022965908050537, 0.5784361958503723, -0.04945320636034012]","[0.6387987732887268, 0.5788487792015076, -0.04473552480340004]","[0.683422863483429, 0.5835367441177368, -0.008869504556059837]","[0.6386206150054932, 0.579620897769928, -0.04810137674212456]","[0.6031605005264282, 0.5793382525444031, -0.053287994116544724]","[0.6204801797866821, 0.4068199694156647, 0.03494982793927193]","[0.6151295900344849, 0.6605972647666931, -0.048307567834854126]"
"[0.7281617522239685, 0.4938112199306488, 0.06125225871801376]","[0.7095776200294495, 0.4886186718940735, 0.0428018793463707]","[0.6854584217071533, 0.48704445362091064, 0.03558185324072838]","[0.660572350025177, 0.4915032982826233, 0.039870865643024445]","[0.6842553615570068, 0.4954375922679901, 0.03553995117545128]","[0.7099737524986267, 0.49590134620666504, 0.042935580015182495]","[0.571638822555542, 0.4891780912876129, 0.027134202420711517]","[0.5457581877708435, 0.48362985253334045, 0.017381707206368446]","[0.521027147769928, 0.4844924807548523, 0.01839958317577839]","[0.49943676590919495, 0.48893988132476807, 0.032635580748319626]","[0.5208072662353516, 0.4918253719806671, 0.019101766869425774]","[0.5474963784217834, 0.4921717941761017, 0.017563702538609505]","[0.5208072662353516, 0.4918253719806671, 0.019101766869425774]","[0.5466836094856262, 0.5823445320129395, -0.024570906534790993]","[0.6020722985267639, 0.5784662961959839, -0.049430448561906815]","[0.6385709047317505, 0.5788714289665222, -0.04479822888970375]","[0.6833093166351318, 0.5835750102996826, -0.00904159713536501]","[0.6384114623069763, 0.5796259045600891, -0.048175081610679626]","[0.6029132008552551, 0.5793451070785522, -0.0532742477953434]","[0.6204305291175842, 0.4069930911064148, 0.03497114032506943]","[0.6149336099624634, 0.6606497764587402, -0.048281751573085785]"
"[0.7281506061553955, 0.4937704801559448, 0.061460454016923904]","[0.7096255421638489, 0.4885602593421936, 0.04295509681105614]","[0.6854680180549622, 0.4869977533817291, 0.03565249592065811]","[0.6605765223503113, 0.4915023446083069, 0.039870478212833405]","[0.6842687129974365, 0.4954330623149872, 0.03561735525727272]","[0.7099811434745789, 0.49589142203330994, 0.043100301176309586]","[0.5716904997825623, 0.48917365074157715, 0.026785021647810936]","[0.545779287815094, 0.48359420895576477, 0.0169486403465271]","[0.521005392074585, 0.48446738719940186, 0.01789412461221218]","[0.49942877888679504, 0.4889279305934906, 0.032074496150016785]","[0.5208364129066467, 0.4918227195739746, 0.018619151785969734]","[0.5475398898124695, 0.49216270446777344, 0.017154116183519363]","[0.5208364129066467, 0.4918227195739746, 0.018619151785969734]","[0.5470019578933716, 0.5823452472686768, -0.024663006886839867]","[0.6022964119911194, 0.5785039663314819, -0.04933490231633186]","[0.6386415958404541, 0.5789140462875366, -0.04459107667207718]","[0.6831731796264648, 0.583601713180542, -0.008758348412811756]","[0.6385248303413391, 0.5797425508499146, -0.047915197908878326]","[0.6031109094619751, 0.57945716381073, -0.05312346667051315]","[0.6203734874725342, 0.4071785807609558, 0.03451988473534584]","[0.6151573061943054, 0.6605401039123535, -0.04766817018389702]"
"[0.7284060120582581, 0.4940984845161438, 0.06152104586362839]","[0.7098104357719421, 0.48892131447792053, 0.042946167290210724]","[0.6856715083122253, 0.48732712864875793, 0.03561136871576309]","[0.6607331037521362, 0.4916973114013672, 0.0398697592318058]","[0.6844814419746399, 0.49569350481033325, 0.035616811364889145]","[0.71023029088974, 0.49618834257125854, 0.04310214892029762]","[0.5717998743057251, 0.4892664849758148, 0.02678454853594303]","[0.5458871126174927, 0.4837591052055359, 0.01693086512386799]","[0.5211185812950134, 0.48461100459098816, 0.017911506816744804]","[0.49944618344306946, 0.4890035390853882, 0.032157957553863525]","[0.520815908908844, 0.49190932512283325, 0.01863127574324608]","[0.5475671291351318, 0.49227267503738403, 0.01715327799320221]","[0.520815908908844, 0.49190932512283325, 0.01863127574324608]","[0.5470504760742188, 0.5824143290519714, -0.024794120341539383]","[0.6022592782974243, 0.5785930156707764, -0.04946109652519226]","[0.6385431885719299, 0.5790268182754517, -0.04471591114997864]","[0.6830199360847473, 0.5837591886520386, -0.008905536495149136]","[0.6384180784225464, 0.579850435256958, -0.047992780804634094]","[0.6030606627464294, 0.5795361399650574, -0.05319803208112717]","[0.6207942962646484, 0.40714094042778015, 0.03462151065468788]","[0.6147451996803284, 0.660689115524292, -0.04772843047976494]"
"[0.7284200191497803, 0.49402862787246704, 0.061550699174404144]","[0.7098233103752136, 0.4888651967048645, 0.0429777055978775]","[0.6856972575187683, 0.48729896545410156, 0.03562901169061661]","[0.6608162522315979, 0.4916871190071106, 0.03985538333654404]","[0.6845294237136841, 0.495662659406662, 0.0356394425034523]","[0.7102726101875305, 0.4961390793323517, 0.04315155744552612]","[0.5719550251960754, 0.4893561899662018, 0.026647277176380157]","[0.5460132360458374, 0.48388028144836426, 0.016770435497164726]","[0.5212770700454712, 0.48476219177246094, 0.0177140049636364]","[0.4996533691883087, 0.4891662895679474, 0.0319233275949955]","[0.521034836769104, 0.49204882979393005, 0.01845523901283741]","[0.5477659702301025, 0.4923875629901886, 0.017004230991005898]","[0.521034836769104, 0.49204882979393005, 0.01845523901283741]","[0.5473855137825012, 0.5825652480125427, -0.024844057857990265]","[0.6025552749633789, 0.5787504315376282, -0.04935847222805023]","[0.6387431621551514, 0.5791669487953186, -0.04457012936472893]","[0.6831314563751221, 0.583868145942688, -0.00879291445016861]","[0.6386539340019226, 0.5799538493156433, -0.04784846678376198]","[0.6033868193626404, 0.5796603560447693, -0.053097520023584366]","[0.6206367611885071, 0.4072703719139099, 0.03444121405482292]","[0.6153178215026855, 0.6610812544822693, -0.04756253585219383]"
