left_eye_362,left_eye_385,left_eye_386,left_eye_387,left_eye_263,left_eye_373,left_eye_374,left_eye_380,right_eye_133,right_eye_158,right_eye_159,right_eye_160,right_eye_33,right_eye_144,right_eye_145,right_eye_153,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.5074217319488525, 0.5032076239585876, 0.05571697652339935]","[0.5394336581230164, 0.49316757917404175, 0.05173308402299881]","[0.5561352968215942, 0.49230366945266724, 0.053957629948854446]","[0.5735984444618225, 0.49406611919403076, 0.05913681164383888]","[0.597649335861206, 0.5023881793022156, 0.07937651872634888]","[0.5718024969100952, 0.5081486701965332, 0.056637492030858994]","[0.5543205738067627, 0.5088223218917847, 0.05028185248374939]","[0.537674605846405, 0.5081163644790649, 0.048261936753988266]","[0.384777307510376, 0.5033806562423706, 0.04360438883304596]","[0.3519580066204071, 0.4938104748725891, 0.034594111144542694]","[0.33560237288475037, 0.49331551790237427, 0.03399546444416046]","[0.31796979904174805, 0.49534472823143005, 0.036130838096141815]","[0.29150599241256714, 0.5037479400634766, 0.052106719464063644]","[0.3201777935028076, 0.508876621723175, 0.034044574946165085]","[0.3378123342990875, 0.5093257427215576, 0.030324408784508705]","[0.3541608452796936, 0.5083273649215698, 0.031633518636226654]","[0.36457884311676025, 0.6286630630493164, -0.042463518679142]","[0.4280094504356384, 0.6212826371192932, -0.06838660687208176]","[0.46979594230651855, 0.6209552884101868, -0.064224973320961]","[0.5250362157821655, 0.627422034740448, -0.028122738003730774]","[0.4704587757587433, 0.6240233778953552, -0.06768062710762024]","[0.4273604154586792, 0.6243464350700378, -0.07199249416589737]","[0.4469509720802307, 0.3992796540260315, 0.06805625557899475]","[0.4474702775478363, 0.713306725025177, -0.07205621153116226]"
"[0.5062931776046753, 0.5029832720756531, 0.05429692566394806]","[0.5381391644477844, 0.49311742186546326, 0.050150636583566666]","[0.5547502040863037, 0.49228954315185547, 0.05231495201587677]","[0.5720980167388916, 0.49404627084732056, 0.057423077523708344]","[0.5959739685058594, 0.5022039413452148, 0.07750605791807175]","[0.5699338912963867, 0.5078485012054443, 0.055144134908914566]","[0.5525378584861755, 0.5084707140922546, 0.04888150840997696]","[0.5360653400421143, 0.5077577829360962, 0.04687565192580223]","[0.38434261083602905, 0.5030195116996765, 0.04255030304193497]","[0.35192686319351196, 0.49347132444381714, 0.033549800515174866]","[0.33567479252815247, 0.49294179677963257, 0.032975539565086365]","[0.31815290451049805, 0.49492713809013367, 0.03512797877192497]","[0.29201316833496094, 0.5031698346138, 0.05104903504252434]","[0.32056912779808044, 0.5083304047584534, 0.033256128430366516]","[0.3380588889122009, 0.5087800621986389, 0.029544951394200325]","[0.35421574115753174, 0.5078119039535522, 0.030806932598352432]","[0.36483854055404663, 0.6287195682525635, -0.04076932743191719]","[0.4272935092449188, 0.6215260624885559, -0.06695085763931274]","[0.4688146412372589, 0.6211826205253601, -0.06293316930532455]","[0.5238672494888306, 0.627387523651123, -0.02688870020210743]","[0.46955782175064087, 0.6244929432868958, -0.06610926240682602]","[0.42670342326164246, 0.6248229742050171, -0.07027629762887955]","[0.44628533720970154, 0.3999674618244171, 0.06497668474912643]","[0.44680508971214294, 0.7136106491088867, -0.06871774792671204]"
"[0.50716632604599, 0.5030336976051331, 0.05469511076807976]","[0.5392770767211914, 0.49334561824798584, 0.05058929696679115]","[0.5559606552124023, 0.49260467290878296, 0.05283551663160324]","[0.5732722282409668, 0.4944382607936859, 0.05803288146853447]","[0.59698885679245, 0.5026559829711914, 0.07834379374980927]","[0.5710284113883972, 0.5081896185874939, 0.05572417378425598]","[0.5536069273948669, 0.5087540149688721, 0.049373872578144073]","[0.5370793342590332, 0.507968008518219, 0.047327715903520584]","[0.3850192427635193, 0.5025920271873474, 0.04253746569156647]","[0.352355420589447, 0.4930070638656616, 0.03336191922426224]","[0.3359912037849426, 0.49246275424957275, 0.03273666650056839]","[0.31840747594833374, 0.4944074749946594, 0.03489801660180092]","[0.2921656370162964, 0.5025436878204346, 0.050910867750644684]","[0.32071205973625183, 0.5077650547027588, 0.033024393022060394]","[0.3382909297943115, 0.5082705616950989, 0.029334958642721176]","[0.3545960783958435, 0.5073425769805908, 0.030628753826022148]","[0.36459845304489136, 0.6281713247299194, -0.04154315963387489]","[0.42716723680496216, 0.621307373046875, -0.0672110989689827]","[0.46847718954086304, 0.6211005449295044, -0.06301111727952957]","[0.523365318775177, 0.627385675907135, -0.02717403508722782]","[0.4692453444004059, 0.6240713596343994, -0.06620191037654877]","[0.42653828859329224, 0.6242621541023254, -0.07057732343673706]","[0.4479650855064392, 0.3998139500617981, 0.06550197303295135]","[0.44581854343414307, 0.713363766670227, -0.06924866884946823]"
"[0.5070992708206177, 0.5028583407402039, 0.0540388748049736]","[0.5392576456069946, 0.49293065071105957, 0.04973427206277847]","[0.5559561848640442, 0.4921155273914337, 0.05181385204195976]","[0.5733157992362976, 0.493926465511322, 0.056792814284563065]","[0.5973175764083862, 0.5022239089012146, 0.07660800218582153]","[0.5710364580154419, 0.5079354643821716, 0.05439170077443123]","[0.553538978099823, 0.5085325241088867, 0.04823729023337364]","[0.5370241403579712, 0.5077776908874512, 0.04635680094361305]","[0.38513386249542236, 0.5024551153182983, 0.04332990571856499]","[0.3528250455856323, 0.4926666021347046, 0.03463905677199364]","[0.33658677339553833, 0.4920479655265808, 0.03419097885489464]","[0.3190550208091736, 0.4939292371273041, 0.03644203394651413]","[0.2929043471813202, 0.5020695924758911, 0.05237928405404091]","[0.3212278187274933, 0.5074673295021057, 0.0343610942363739]","[0.3387053608894348, 0.5080363750457764, 0.030556906014680862]","[0.3548983037471771, 0.5071527361869812, 0.03170231357216835]","[0.3651173710823059, 0.6279937028884888, -0.04120611026883125]","[0.4263462424278259, 0.6210494041442871, -0.06681536883115768]","[0.46709373593330383, 0.620855450630188, -0.06321032345294952]","[0.5218241810798645, 0.6273142099380493, -0.02869834378361702]","[0.46793919801712036, 0.6237666010856628, -0.06639882922172546]","[0.425950825214386, 0.6239176392555237, -0.07011967152357101]","[0.44814008474349976, 0.3989112973213196, 0.06567161530256271]","[0.4446362853050232, 0.7141234278678894, -0.06958281993865967]"
"[0.5066039562225342, 0.5015782713890076, 0.05470936372876167]","[0.5380369424819946, 0.49188926815986633, 0.050847429782152176]","[0.5545017719268799, 0.49111348390579224, 0.05317729339003563]","[0.5715959072113037, 0.49292442202568054, 0.05837201699614525]","[0.5949408411979675, 0.5010942816734314, 0.07843368500471115]","[0.5693240165710449, 0.50655597448349, 0.05604419857263565]","[0.5521778464317322, 0.507136344909668, 0.049671560525894165]","[0.5359548926353455, 0.5063896775245667, 0.04754914343357086]","[0.3852709233760834, 0.5013682842254639, 0.0418299175798893]","[0.35302501916885376, 0.4919198155403137, 0.0325927734375]","[0.33692947030067444, 0.491399347782135, 0.03184802830219269]","[0.3195722997188568, 0.4933330714702606, 0.033807046711444855]","[0.29349440336227417, 0.5013853907585144, 0.04934970289468765]","[0.32198405265808105, 0.5064570307731628, 0.031960491091012955]","[0.3393736183643341, 0.50693279504776, 0.02843361720442772]","[0.3554142713546753, 0.5060116648674011, 0.029839353635907173]","[0.3654657006263733, 0.6276499032974243, -0.042213454842567444]","[0.4271548390388489, 0.6207874417304993, -0.06640147417783737]","[0.4672531187534332, 0.6206151247024536, -0.06207661330699921]","[0.5200072526931763, 0.6270043849945068, -0.02718181349337101]","[0.4679553806781769, 0.6232861280441284, -0.06543783843517303]","[0.4265323281288147, 0.6234543323516846, -0.06993270665407181]","[0.44876882433891296, 0.39785856008529663, 0.06483454257249832]","[0.44360795617103577, 0.7140891551971436, -0.0685015544295311]"
"[0.5060420632362366, 0.502611517906189, 0.055368758738040924]","[0.5370355844497681, 0.4934958219528198, 0.05131310597062111]","[0.5531240105628967, 0.4927278757095337, 0.05367019772529602]","[0.5699846148490906, 0.4944048821926117, 0.05888623744249344]","[0.5936061143875122, 0.502190351486206, 0.07912962883710861]","[0.5686788558959961, 0.5075435638427734, 0.05673660337924957]","[0.5516299605369568, 0.5081688761711121, 0.05034635215997696]","[0.5353973507881165, 0.5074277520179749, 0.04824057221412659]","[0.38472482562065125, 0.5029858946800232, 0.04248601943254471]","[0.3523895740509033, 0.49441471695899963, 0.03311564028263092]","[0.33651137351989746, 0.49407684803009033, 0.03243838623166084]","[0.31929922103881836, 0.49605312943458557, 0.034473683685064316]","[0.2928212285041809, 0.5039402842521667, 0.05018572881817818]","[0.3211918771266937, 0.5086525678634644, 0.032757729291915894]","[0.33864539861679077, 0.5090240836143494, 0.029149001464247704]","[0.35470646619796753, 0.5079688429832458, 0.030583349987864494]","[0.3652436435222626, 0.6280322670936584, -0.042417798191308975]","[0.4281243085861206, 0.620391309261322, -0.06714265048503876]","[0.4691661596298218, 0.6201239824295044, -0.06285683810710907]","[0.5224648118019104, 0.6269010305404663, -0.027383502572774887]","[0.46946078538894653, 0.6227704882621765, -0.06658763438463211]","[0.42746761441230774, 0.6230303645133972, -0.07101114839315414]","[0.4470357596874237, 0.39795351028442383, 0.06658802926540375]","[0.4453244209289551, 0.7147071361541748, -0.0710369348526001]"
"[0.5082278847694397, 0.5029541850090027, 0.05708064138889313]","[0.540003776550293, 0.4937119781970978, 0.053187571465969086]","[0.5563946962356567, 0.4930265247821808, 0.055639129132032394]","[0.5734494924545288, 0.49486005306243896, 0.060994092375040054]","[0.5966632962226868, 0.5030194520950317, 0.08152741938829422]","[0.5713145732879639, 0.5082598924636841, 0.05860679969191551]","[0.5541103482246399, 0.5087183713912964, 0.0520305372774601]","[0.53775954246521, 0.5078778862953186, 0.049902815371751785]","[0.3843977451324463, 0.5025328397750854, 0.043350204825401306]","[0.3515898585319519, 0.49338778853416443, 0.033768538385629654]","[0.3352208137512207, 0.4928874373435974, 0.032985471189022064]","[0.317484050989151, 0.49482887983322144, 0.03496464341878891]","[0.29057541489601135, 0.5028946995735168, 0.05075209215283394]","[0.31979402899742126, 0.5078275799751282, 0.03310953825712204]","[0.3376513421535492, 0.5082029104232788, 0.029513739049434662]","[0.35400792956352234, 0.5072259902954102, 0.031033726409077644]","[0.36384084820747375, 0.6279221177101135, -0.0439617745578289]","[0.42784157395362854, 0.6204656958580017, -0.0688716322183609]","[0.46982282400131226, 0.6204350590705872, -0.06420816481113434]","[0.5230103731155396, 0.6276426911354065, -0.027674926444888115]","[0.46998336911201477, 0.6236435174942017, -0.06773941218852997]","[0.42710137367248535, 0.6236714124679565, -0.07258854806423187]","[0.45048579573631287, 0.3990643322467804, 0.06886530667543411]","[0.443829745054245, 0.7153642177581787, -0.07213512063026428]"
"[0.5074568390846252, 0.5031433701515198, 0.05824090167880058]","[0.5390422344207764, 0.49392086267471313, 0.05455319583415985]","[0.5553703308105469, 0.493263840675354, 0.05709603801369667]","[0.572329044342041, 0.4951486885547638, 0.06249505281448364]","[0.5955917239189148, 0.5034208297729492, 0.08288411796092987]","[0.5705622434616089, 0.5087595582008362, 0.05976762995123863]","[0.5534164905548096, 0.50921630859375, 0.053147174417972565]","[0.5370588302612305, 0.5083233118057251, 0.051025234162807465]","[0.3837922513484955, 0.502619743347168, 0.04435977712273598]","[0.3508647680282593, 0.4936015009880066, 0.03488382697105408]","[0.3344752788543701, 0.4931505024433136, 0.03411253169178963]","[0.3167656660079956, 0.4951538145542145, 0.03607529029250145]","[0.28965631127357483, 0.5033107399940491, 0.051740504801273346]","[0.3189590573310852, 0.5083500742912292, 0.03394221514463425]","[0.33687084913253784, 0.5086920857429504, 0.030329706147313118]","[0.3533066511154175, 0.507638692855835, 0.03192580118775368]","[0.3651164770126343, 0.6287927627563477, -0.04638850316405296]","[0.428107351064682, 0.6208750009536743, -0.0704609602689743]","[0.46964558959007263, 0.6208626627922058, -0.06574802845716476]","[0.5217259526252747, 0.6286505460739136, -0.029800305142998695]","[0.4700442850589752, 0.6248610019683838, -0.0691012367606163]","[0.4273921549320221, 0.6248757839202881, -0.07398035377264023]","[0.4488733410835266, 0.3986795246601105, 0.07308681309223175]","[0.4452156722545624, 0.7169533967971802, -0.07478682696819305]"
"[0.5080162882804871, 0.5028862357139587, 0.05819554999470711]","[0.5397539138793945, 0.4934386909008026, 0.054352037608623505]","[0.5561924576759338, 0.4927637279033661, 0.05683930218219757]","[0.5732665061950684, 0.4946630001068115, 0.06224552541971207]","[0.5965479016304016, 0.5031212568283081, 0.08271467685699463]","[0.5715835094451904, 0.5084794759750366, 0.059526026248931885]","[0.5544438362121582, 0.5089346170425415, 0.05293600633740425]","[0.5380206108093262, 0.5080674290657043, 0.05086435750126839]","[0.383742094039917, 0.5023215413093567, 0.044616568833589554]","[0.3506135046482086, 0.4930986166000366, 0.0350121334195137]","[0.3340802490711212, 0.4926154315471649, 0.034317031502723694]","[0.31622087955474854, 0.49464282393455505, 0.03633999451994896]","[0.2889677882194519, 0.5029414892196655, 0.05228310078382492]","[0.3182506859302521, 0.5079808235168457, 0.0343027263879776]","[0.3362658619880676, 0.5083365440368652, 0.030614126473665237]","[0.3528438210487366, 0.5072997212409973, 0.03212190791964531]","[0.36279231309890747, 0.628922164440155, -0.04534977674484253]","[0.4271388351917267, 0.6210712790489197, -0.070939801633358]","[0.46974265575408936, 0.621188759803772, -0.066193588078022]","[0.5224707722663879, 0.6292392611503601, -0.02880227565765381]","[0.4699345827102661, 0.6261741518974304, -0.06905682384967804]","[0.4261602461338043, 0.6260730028152466, -0.07395511865615845]","[0.4492478668689728, 0.39774996042251587, 0.07252547144889832]","[0.4446730315685272, 0.7179598808288574, -0.07401271164417267]"
"[0.507996141910553, 0.5029017925262451, 0.0581037700176239]","[0.5396445989608765, 0.493295818567276, 0.054332904517650604]","[0.556063175201416, 0.4925697445869446, 0.05677888169884682]","[0.5730875134468079, 0.4944373369216919, 0.06212712824344635]","[0.5962976217269897, 0.5028628706932068, 0.08244030177593231]","[0.5713709592819214, 0.5082775950431824, 0.05945155769586563]","[0.5542442798614502, 0.5087621212005615, 0.05285463109612465]","[0.5378335118293762, 0.5079363584518433, 0.0508124865591526]","[0.3842598795890808, 0.5026270747184753, 0.0446007214486599]","[0.3509354293346405, 0.49343132972717285, 0.03510686010122299]","[0.33441445231437683, 0.4929862320423126, 0.03441043943166733]","[0.31661149859428406, 0.49503475427627563, 0.036345336586236954]","[0.28952717781066895, 0.5033686757087708, 0.05215071514248848]","[0.31897884607315063, 0.5083475112915039, 0.03433419391512871]","[0.3370542526245117, 0.5086593627929688, 0.030655233189463615]","[0.35359758138656616, 0.5075778961181641, 0.032151076942682266]","[0.36236831545829773, 0.6285861730575562, -0.04464884102344513]","[0.4276319444179535, 0.6207515597343445, -0.07043814659118652]","[0.470825731754303, 0.6208406090736389, -0.0657557025551796]","[0.5242316722869873, 0.6287285089492798, -0.028161395341157913]","[0.47075921297073364, 0.6254883408546448, -0.06865371763706207]","[0.42673546075820923, 0.6254411935806274, -0.07353287935256958]","[0.44900399446487427, 0.3980141282081604, 0.0723099634051323]","[0.44590452313423157, 0.7183263301849365, -0.07467653602361679]"
"[0.507820188999176, 0.5026484727859497, 0.058345966041088104]","[0.5396227240562439, 0.4931733012199402, 0.05470110848546028]","[0.5560629367828369, 0.492526650428772, 0.057205602526664734]","[0.5730438232421875, 0.4944896697998047, 0.0626169741153717]","[0.5960095524787903, 0.5030498504638672, 0.08298542350530624]","[0.571069598197937, 0.5083684921264648, 0.059923820197582245]","[0.553952693939209, 0.5087869167327881, 0.053283605724573135]","[0.5375727415084839, 0.5078788995742798, 0.051170241087675095]","[0.38424918055534363, 0.5019021034240723, 0.044196050614118576]","[0.3509422540664673, 0.49257269501686096, 0.03457731008529663]","[0.33435526490211487, 0.49207279086112976, 0.033814430236816406]","[0.31642213463783264, 0.4940687417984009, 0.03562382608652115]","[0.2890639007091522, 0.5023866295814514, 0.05128186196088791]","[0.3187563419342041, 0.5074495673179626, 0.0336090587079525]","[0.3369266390800476, 0.5078030824661255, 0.030018988996744156]","[0.3535230755805969, 0.5067667365074158, 0.031618136912584305]","[0.36061573028564453, 0.6280651688575745, -0.044850122183561325]","[0.42676323652267456, 0.6204236745834351, -0.0704512894153595]","[0.4702094793319702, 0.6206440329551697, -0.06547880172729492]","[0.5233134031295776, 0.6286554932594299, -0.027456657961010933]","[0.46994972229003906, 0.6253871321678162, -0.06836716830730438]","[0.42568033933639526, 0.6252106428146362, -0.07356691360473633]","[0.4507748484611511, 0.3978074789047241, 0.07239504158496857]","[0.4437302052974701, 0.7189680933952332, -0.07466556876897812]"
"[0.5057659149169922, 0.5030897855758667, 0.059079114347696304]","[0.5373294949531555, 0.4936118721961975, 0.05523482710123062]","[0.5536491870880127, 0.4929269552230835, 0.05754963681101799]","[0.5706667900085449, 0.49482864141464233, 0.06278656423091888]","[0.5941780209541321, 0.5033596158027649, 0.08284720033407211]","[0.5692557692527771, 0.5087111592292786, 0.05991663411259651]","[0.5521349906921387, 0.5091724991798401, 0.05339093133807182]","[0.5357276201248169, 0.5083078742027283, 0.05152600258588791]","[0.3821520507335663, 0.50274258852005, 0.04645353928208351]","[0.34901949763298035, 0.49370917677879333, 0.03734142333269119]","[0.33258017897605896, 0.49327707290649414, 0.03675808757543564]","[0.3148069381713867, 0.49533572793006897, 0.03878505527973175]","[0.2875520586967468, 0.5037426948547363, 0.054595112800598145]","[0.31681641936302185, 0.5086572170257568, 0.03644663095474243]","[0.3348590135574341, 0.508944034576416, 0.03265605494379997]","[0.3514045476913452, 0.5078439712524414, 0.03409959375858307]","[0.36017757654190063, 0.6284104585647583, -0.04586316645145416]","[0.42540979385375977, 0.6204835772514343, -0.07151751965284348]","[0.46867725253105164, 0.620574951171875, -0.06710377335548401]","[0.5223140120506287, 0.6285427808761597, -0.030348006635904312]","[0.46857553720474243, 0.6243400573730469, -0.07081209123134613]","[0.4247165620326996, 0.6242790818214417, -0.07542474567890167]","[0.44670361280441284, 0.3973199427127838, 0.07632072269916534]","[0.4439224898815155, 0.718522846698761, -0.07906418293714523]"
"[0.5063267946243286, 0.5027823448181152, 0.057763367891311646]","[0.5378901958465576, 0.4931693971157074, 0.053644292056560516]","[0.5542704463005066, 0.49241578578948975, 0.05592506006360054]","[0.5713551044464111, 0.4942469298839569, 0.06112040579319]","[0.5948681831359863, 0.5026497840881348, 0.08121345937252045]","[0.569865882396698, 0.5081809163093567, 0.0584409274160862]","[0.5526834726333618, 0.5087067484855652, 0.051973141729831696]","[0.5362333655357361, 0.5078939199447632, 0.05015188455581665]","[0.38178518414497375, 0.5028442740440369, 0.045669056475162506]","[0.3484377861022949, 0.49382513761520386, 0.036494676023721695]","[0.33189746737480164, 0.4934282898902893, 0.03599030524492264]","[0.31407272815704346, 0.4955253005027771, 0.038106754422187805]","[0.28698620200157166, 0.503980278968811, 0.05413074046373367]","[0.3163813352584839, 0.5089101791381836, 0.03597259148955345]","[0.3344782590866089, 0.5091682076454163, 0.03212808817625046]","[0.3510364294052124, 0.508025586605072, 0.033470675349235535]","[0.3610016107559204, 0.6287189722061157, -0.04474205896258354]","[0.4259433150291443, 0.6207070350646973, -0.07051160931587219]","[0.4690040051937103, 0.6206713318824768, -0.06630466878414154]","[0.5225105285644531, 0.6284058690071106, -0.029842887073755264]","[0.4689186215400696, 0.6247661113739014, -0.06948858499526978]","[0.4250982105731964, 0.6248239874839783, -0.0738929808139801]","[0.4464782476425171, 0.3971881866455078, 0.0735531747341156]","[0.4443379044532776, 0.7184988260269165, -0.07581034302711487]"
"[0.50808185338974, 0.5029375553131104, 0.05708477646112442]","[0.5398399829864502, 0.49352237582206726, 0.052833978086709976]","[0.556278645992279, 0.49282002449035645, 0.05511331558227539]","[0.5734084844589233, 0.49467217922210693, 0.06034192070364952]","[0.5968032479286194, 0.5030459761619568, 0.08055967092514038]","[0.5715327262878418, 0.5085148215293884, 0.05778324604034424]","[0.5542915463447571, 0.5089550614356995, 0.051321644335985184]","[0.5378634929656982, 0.5080834627151489, 0.04947398975491524]","[0.3825051784515381, 0.5027535557746887, 0.04507586732506752]","[0.3491514027118683, 0.4937022924423218, 0.03576774150133133]","[0.3324901759624481, 0.49325084686279297, 0.03527538478374481]","[0.31450605392456055, 0.49528878927230835, 0.03742845728993416]","[0.2872803211212158, 0.5036546587944031, 0.053607597947120667]","[0.3169151842594147, 0.5086718201637268, 0.03543781489133835]","[0.3351138234138489, 0.5089346766471863, 0.03159254789352417]","[0.3517259955406189, 0.507809579372406, 0.03290174528956413]","[0.3611797094345093, 0.6286845207214355, -0.04408339411020279]","[0.42610567808151245, 0.6212345361709595, -0.06990499049425125]","[0.46913114190101624, 0.6213008165359497, -0.06573593616485596]","[0.5226970911026001, 0.6287573575973511, -0.029310494661331177]","[0.46903643012046814, 0.6249740123748779, -0.0689392015337944]","[0.425187349319458, 0.6249204874038696, -0.0732915922999382]","[0.4492320418357849, 0.39753323793411255, 0.07165036350488663]","[0.4431825578212738, 0.7186994552612305, -0.07372653484344482]"
"[0.5072720646858215, 0.5024393200874329, 0.05690750852227211]","[0.5391953587532043, 0.49290624260902405, 0.052866123616695404]","[0.5557751655578613, 0.4922258257865906, 0.05531644821166992]","[0.5729132294654846, 0.49413034319877625, 0.06074066460132599]","[0.5959804058074951, 0.5025678873062134, 0.08137400448322296]","[0.5709187984466553, 0.5079488754272461, 0.05833125114440918]","[0.5537036657333374, 0.5084173679351807, 0.05167943239212036]","[0.5372006893157959, 0.5075639486312866, 0.049645137041807175]","[0.3824951946735382, 0.5019634962081909, 0.043464310467243195]","[0.348794549703598, 0.49273914098739624, 0.03372902795672417]","[0.3320399522781372, 0.4922754764556885, 0.0330331027507782]","[0.31400471925735474, 0.49431002140045166, 0.03507020324468613]","[0.2868155241012573, 0.5026305913925171, 0.05121906101703644]","[0.3166358470916748, 0.5076488852500916, 0.033294085413217545]","[0.33489710092544556, 0.5079551339149475, 0.029589509591460228]","[0.3515845835208893, 0.506881594657898, 0.0310523621737957]","[0.36026084423065186, 0.6277768015861511, -0.04350028187036514]","[0.4261620342731476, 0.62059485912323, -0.06933160871267319]","[0.4694439172744751, 0.6207146644592285, -0.06456153094768524]","[0.52271968126297, 0.6280598640441895, -0.026839958503842354]","[0.4693053066730499, 0.6247465014457703, -0.06742393225431442]","[0.42524150013923645, 0.6246598958969116, -0.0724402666091919]","[0.4487350881099701, 0.3975014090538025, 0.0688164234161377]","[0.44388458132743835, 0.718263566493988, -0.07139096409082413]"
"[0.5064184665679932, 0.5026753544807434, 0.05814983323216438]","[0.5378958582878113, 0.4931298792362213, 0.054056424647569656]","[0.5542736649513245, 0.49241793155670166, 0.05641411244869232]","[0.571340799331665, 0.49427661299705505, 0.06169740483164787]","[0.5947714447975159, 0.5026835799217224, 0.08200515061616898]","[0.5699615478515625, 0.5080905556678772, 0.0590127669274807]","[0.5528503060340881, 0.5086106657981873, 0.05245783179998398]","[0.5364164113998413, 0.507803201675415, 0.050592634826898575]","[0.3814731538295746, 0.5025100111961365, 0.04561241343617439]","[0.3480527997016907, 0.4934576749801636, 0.03625444695353508]","[0.33145374059677124, 0.49303409457206726, 0.03566894680261612]","[0.3135760724544525, 0.4951171875, 0.03779842332005501]","[0.2864106297492981, 0.5035357475280762, 0.05392586067318916]","[0.31584686040878296, 0.5084744095802307, 0.03567303717136383]","[0.3339712619781494, 0.5087478160858154, 0.031864624470472336]","[0.3505917191505432, 0.507637083530426, 0.03324536234140396]","[0.3616138994693756, 0.6279705762863159, -0.0452764667570591]","[0.4265654683113098, 0.620371401309967, -0.07072374224662781]","[0.46956104040145874, 0.6203861832618713, -0.06633131206035614]","[0.5228431224822998, 0.6278642416000366, -0.02982700988650322]","[0.46957939863204956, 0.6241059899330139, -0.06974456459283829]","[0.4258204400539398, 0.6241114139556885, -0.07433010637760162]","[0.44620704650878906, 0.39693766832351685, 0.07372024655342102]","[0.4452589750289917, 0.7170594930648804, -0.07588545978069305]"
"[0.5066319108009338, 0.5030989646911621, 0.06056169047951698]","[0.5378917455673218, 0.4938291609287262, 0.05712668225169182]","[0.5541081428527832, 0.4931822419166565, 0.059743963181972504]","[0.5710176229476929, 0.4950467348098755, 0.06532599776983261]","[0.5944840908050537, 0.5034635066986084, 0.0859571099281311]","[0.5699650049209595, 0.50867760181427, 0.06249955669045448]","[0.5528944134712219, 0.5091608762741089, 0.055701687932014465]","[0.536544680595398, 0.5082931518554688, 0.053493186831474304]","[0.3817354142665863, 0.5025423169136047, 0.04545595496892929]","[0.34861016273498535, 0.49351611733436584, 0.03564860671758652]","[0.3321475386619568, 0.4930352568626404, 0.03479396179318428]","[0.31427139043807983, 0.4950067698955536, 0.03659448400139809]","[0.28644484281539917, 0.5033178329467773, 0.052147336304187775]","[0.31608089804649353, 0.5082848072052002, 0.03436260297894478]","[0.33428752422332764, 0.5086144208908081, 0.030862854793667793]","[0.35088762640953064, 0.5075481534004211, 0.032549940049648285]","[0.36228764057159424, 0.6285215616226196, -0.04773611202836037]","[0.4281279742717743, 0.6198562383651733, -0.07256659865379333]","[0.4713733494281769, 0.6199079751968384, -0.06736014783382416]","[0.5241267085075378, 0.6284714937210083, -0.02937692031264305]","[0.4713258743286133, 0.6243142485618591, -0.07062450051307678]","[0.4273053705692291, 0.6242552399635315, -0.07602565735578537]","[0.44743505120277405, 0.39637094736099243, 0.07633225619792938]","[0.4454857110977173, 0.717922031879425, -0.07877782732248306]"
"[0.5049228668212891, 0.504100501537323, 0.06353417038917542]","[0.5359868407249451, 0.49454012513160706, 0.06047702208161354]","[0.5521191358566284, 0.4937962293624878, 0.06316566467285156]","[0.569008469581604, 0.4956265985965729, 0.06872778385877609]","[0.5926703214645386, 0.5041965842247009, 0.08927494287490845]","[0.5683466196060181, 0.5094117522239685, 0.06552685052156448]","[0.5512944459915161, 0.5099450945854187, 0.0585981085896492]","[0.534940779209137, 0.509162425994873, 0.05639389902353287]","[0.37956297397613525, 0.5040390491485596, 0.04784083738923073]","[0.346281498670578, 0.4950633943080902, 0.03823232278227806]","[0.32986781001091003, 0.49463799595832825, 0.03729267418384552]","[0.31193751096725464, 0.4967119097709656, 0.03899253532290459]","[0.2837969660758972, 0.5053452253341675, 0.05432261526584625]","[0.31379732489585876, 0.5101029276847839, 0.03635353222489357]","[0.3321872651576996, 0.510324239730835, 0.03282657638192177]","[0.3488161861896515, 0.5091736912727356, 0.0346430204808712]","[0.36086854338645935, 0.6287645697593689, -0.050668612122535706]","[0.4284028112888336, 0.6192286014556885, -0.07557258754968643]","[0.47266829013824463, 0.619134783744812, -0.07009705156087875]","[0.5254062414169312, 0.6280444860458374, -0.03113502636551857]","[0.4723510444164276, 0.623356819152832, -0.07367048412561417]","[0.4278612434864044, 0.6234794855117798, -0.07942783832550049]","[0.44335243105888367, 0.39721348881721497, 0.08290065079927444]","[0.44866588711738586, 0.7193536162376404, -0.08582230657339096]"
