left_eye_263,left_eye_387,left_eye_385,left_eye_362,left_eye_380,left_eye_373,right_eye_133,right_eye_158,right_eye_160,right_eye_33,right_eye_144,right_eye_153,right_eye_144,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.6995037198066711, 0.3438650667667389, 0.06914959102869034]","[0.685103714466095, 0.3376251459121704, 0.04755820333957672]","[0.6593670845031738, 0.3368312418460846, 0.03636239469051361]","[0.6352256536483765, 0.34528690576553345, 0.03757600858807564]","[0.6581780314445496, 0.3493775427341461, 0.03729754686355591]","[0.6834912300109863, 0.3493495583534241, 0.04861597716808319]","[0.5440750122070312, 0.34470006823539734, 0.008246621116995811]","[0.5156487226486206, 0.33553826808929443, -0.005240851081907749]","[0.4873807430267334, 0.33669522404670715, -0.007785584311932325]","[0.4661356210708618, 0.3433998227119446, 0.004014525096863508]","[0.490660160779953, 0.3491472005844116, -0.005873273126780987]","[0.5193084478378296, 0.34885910153388977, -0.0036845956929028034]","[0.490660160779953, 0.3491472005844116, -0.005873273126780987]","[0.543432891368866, 0.4492214620113373, -0.030900001525878906]","[0.5930050611495972, 0.4440893232822418, -0.04247216507792473]","[0.618660032749176, 0.4434419572353363, -0.03325619548559189]","[0.6485764980316162, 0.4461134672164917, 0.0021072037052363157]","[0.619806170463562, 0.4450419247150421, -0.03196365013718605]","[0.5920432806015015, 0.4457845687866211, -0.04182545468211174]","[0.5954021215438843, 0.26172780990600586, 0.008922227658331394]","[0.5972905158996582, 0.5176231265068054, -0.012612500227987766]"
"[0.7000082731246948, 0.343945175409317, 0.06904695183038712]","[0.6856207847595215, 0.33771055936813354, 0.04746077582240105]","[0.6598958373069763, 0.33690592646598816, 0.03624895215034485]","[0.6357078552246094, 0.34532710909843445, 0.03745471313595772]","[0.6586239337921143, 0.34945148229599, 0.03719824180006981]","[0.6839724779129028, 0.34943312406539917, 0.048533517867326736]","[0.5447337627410889, 0.34467509388923645, 0.008074460551142693]","[0.5163378715515137, 0.33550944924354553, -0.005423002410680056]","[0.4881044328212738, 0.3366246819496155, -0.007965939119458199]","[0.46686500310897827, 0.3432851731777191, 0.003788449801504612]","[0.491364985704422, 0.34907326102256775, -0.006052435841411352]","[0.5200217366218567, 0.34881851077079773, -0.003858570707961917]","[0.491364985704422, 0.34907326102256775, -0.006052435841411352]","[0.5437701344490051, 0.4490612745285034, -0.030819423496723175]","[0.5932818055152893, 0.4439533054828644, -0.042307935655117035]","[0.618909478187561, 0.44333091378211975, -0.03306790813803673]","[0.6487340331077576, 0.44604721665382385, 0.0023169859778136015]","[0.6200407147407532, 0.4449980854988098, -0.03158342465758324]","[0.5923681259155273, 0.44572052359580994, -0.041486699134111404]","[0.5963547825813293, 0.26178038120269775, 0.008466225117444992]","[0.5973880887031555, 0.5177095532417297, -0.012296630069613457]"
"[0.6994016170501709, 0.34373754262924194, 0.06909247487783432]","[0.6850693225860596, 0.33759018778800964, 0.04753836989402771]","[0.65944504737854, 0.3368000090122223, 0.0363134890794754]","[0.6353863477706909, 0.34513792395591736, 0.037480492144823074]","[0.6581828594207764, 0.3492544889450073, 0.037282850593328476]","[0.6834322214126587, 0.34923553466796875, 0.0486394502222538]","[0.544727623462677, 0.34456825256347656, 0.007907496765255928]","[0.5164100527763367, 0.3355373442173004, -0.0056184157729148865]","[0.48827147483825684, 0.33668211102485657, -0.008244846016168594]","[0.46705037355422974, 0.34326744079589844, 0.0034197147469967604]","[0.49154558777809143, 0.3490165174007416, -0.006300479639321566]","[0.5201290249824524, 0.3487325608730316, -0.004053034354001284]","[0.49154558777809143, 0.3490165174007416, -0.006300479639321566]","[0.5433063507080078, 0.44926905632019043, -0.03066832572221756]","[0.5930603742599487, 0.4441630244255066, -0.042140863835811615]","[0.6187355518341064, 0.4435340166091919, -0.032863494008779526]","[0.6486623883247375, 0.4462311267852783, 0.0026302309706807137]","[0.6198804974555969, 0.4451359510421753, -0.03137578070163727]","[0.5921179056167603, 0.44586381316185, -0.04131604731082916]","[0.5961130857467651, 0.2618497908115387, 0.008493413217365742]","[0.5970133543014526, 0.5176531076431274, -0.012298725545406342]"
"[0.6998414993286133, 0.3438694477081299, 0.06893186271190643]","[0.6854679584503174, 0.33769214153289795, 0.0473465621471405]","[0.6597803235054016, 0.33688873052597046, 0.03612469881772995]","[0.6356197595596313, 0.3452411890029907, 0.03734639286994934]","[0.6584904193878174, 0.3493586778640747, 0.03711409494280815]","[0.6838120818138123, 0.3493429720401764, 0.04845782369375229]","[0.5448148846626282, 0.3446230888366699, 0.007920078001916409]","[0.5164462327957153, 0.335554301738739, -0.005618205759674311]","[0.48827630281448364, 0.33669164776802063, -0.008174765855073929]","[0.4670681655406952, 0.3433005213737488, 0.003564409213140607]","[0.49153608083724976, 0.34904950857162476, -0.006218560039997101]","[0.5201504230499268, 0.3487774431705475, -0.00401670578867197]","[0.49153608083724976, 0.34904950857162476, -0.006218560039997101]","[0.5436919331550598, 0.4491237699985504, -0.030657654628157616]","[0.5932000875473022, 0.4440136253833771, -0.042132653295993805]","[0.6187938451766968, 0.44338276982307434, -0.03289206698536873]","[0.6486306190490723, 0.4460753798484802, 0.0025062046479433775]","[0.6199363470077515, 0.4450225532054901, -0.031367599964141846]","[0.592266857624054, 0.4457538425922394, -0.04127669334411621]","[0.596349835395813, 0.2618981599807739, 0.008163036778569221]","[0.5972530245780945, 0.5176748037338257, -0.011973928660154343]"
"[0.6993148922920227, 0.34384679794311523, 0.06871551275253296]","[0.6849450469017029, 0.3378826379776001, 0.04717838019132614]","[0.6594789624214172, 0.3370445966720581, 0.03599725663661957]","[0.6354893445968628, 0.3450317084789276, 0.03727666288614273]","[0.6581200361251831, 0.34911733865737915, 0.03706268593668938]","[0.6832772493362427, 0.34915879368782043, 0.048374805599451065]","[0.5450289249420166, 0.34435632824897766, 0.007865455001592636]","[0.5168857574462891, 0.33559393882751465, -0.005708795972168446]","[0.48893681168556213, 0.3367249667644501, -0.008300079964101315]","[0.4677235186100006, 0.3431016504764557, 0.003402714617550373]","[0.4920981824398041, 0.3487236201763153, -0.006258731707930565]","[0.5205517411231995, 0.3484538793563843, -0.004048040136694908]","[0.4920981824398041, 0.3487236201763153, -0.006258731707930565]","[0.5431527495384216, 0.44930925965309143, -0.030332867056131363]","[0.5927567481994629, 0.4442163109779358, -0.04191179573535919]","[0.6184096932411194, 0.4436101019382477, -0.03267942741513252]","[0.6484589576721191, 0.44635897874832153, 0.002775808796286583]","[0.6195588707923889, 0.4452434480190277, -0.03114805370569229]","[0.5917911529541016, 0.4459441304206848, -0.04104819893836975]","[0.5966672897338867, 0.26191446185112, 0.008158097974956036]","[0.5964879393577576, 0.5177868604660034, -0.011960048228502274]"
"[0.6988167762756348, 0.3437242805957794, 0.06879151612520218]","[0.6844663023948669, 0.3377743065357208, 0.04728782922029495]","[0.6590492725372314, 0.3369498550891876, 0.036099646240472794]","[0.6351375579833984, 0.3449553847312927, 0.03734069690108299]","[0.6577427983283997, 0.34902843832969666, 0.03714854642748833]","[0.6828466653823853, 0.3490464389324188, 0.048468612134456635]","[0.5449267029762268, 0.34434443712234497, 0.00786156952381134]","[0.5167670845985413, 0.33562153577804565, -0.005706395488232374]","[0.4888533353805542, 0.33677855134010315, -0.008341819979250431]","[0.46766388416290283, 0.34315982460975647, 0.003313658991828561]","[0.49206772446632385, 0.34875941276550293, -0.006306641735136509]","[0.5204942226409912, 0.3484635055065155, -0.0040651788003742695]","[0.49206772446632385, 0.34875941276550293, -0.006306641735136509]","[0.5430367588996887, 0.44929391145706177, -0.030357593670487404]","[0.5927594900131226, 0.44422683119773865, -0.04189281910657883]","[0.6184183359146118, 0.44361138343811035, -0.0326308012008667]","[0.6484143733978271, 0.44631797075271606, 0.0028454980347305536]","[0.6195839047431946, 0.44521164894104004, -0.031146705150604248]","[0.5918113589286804, 0.44592756032943726, -0.04107854515314102]","[0.5962310433387756, 0.26196223497390747, 0.008344746194779873]","[0.5966411828994751, 0.5178684592247009, -0.012188428081572056]"
"[0.6991689205169678, 0.34379518032073975, 0.06880448758602142]","[0.6848084926605225, 0.33774828910827637, 0.047322921454906464]","[0.6593295931816101, 0.3369222581386566, 0.03615172207355499]","[0.6353306770324707, 0.3450533449649811, 0.03738422319293022]","[0.6579980254173279, 0.3491523861885071, 0.03715847060084343]","[0.6831751465797424, 0.34917116165161133, 0.04845952242612839]","[0.5450612902641296, 0.34441590309143066, 0.00803233589977026]","[0.5168421864509583, 0.3355596959590912, -0.005479112733155489]","[0.488874614238739, 0.3367043435573578, -0.00806617084890604]","[0.4676952362060547, 0.3431752026081085, 0.0036057671532034874]","[0.49209344387054443, 0.3488388955593109, -0.006078274920582771]","[0.5205802917480469, 0.3485490083694458, -0.003871853929013014]","[0.49209344387054443, 0.3488388955593109, -0.006078274920582771]","[0.543300211429596, 0.4492335915565491, -0.03053859993815422]","[0.5928711891174316, 0.4441315531730652, -0.042033661156892776]","[0.6184694766998291, 0.443520188331604, -0.03281037136912346]","[0.6484100222587585, 0.44626691937446594, 0.002525978721678257]","[0.6196244359016418, 0.44510459899902344, -0.03139369189739227]","[0.591939389705658, 0.44581958651542664, -0.041286952793598175]","[0.5965081453323364, 0.2618767023086548, 0.008541117422282696]","[0.5967946648597717, 0.5180323719978333, -0.012466280721127987]"
"[0.6987273693084717, 0.34373027086257935, 0.06889181584119797]","[0.6843671798706055, 0.33780553936958313, 0.04740576818585396]","[0.6589744091033936, 0.33698344230651855, 0.03619886189699173]","[0.6351104974746704, 0.34494003653526306, 0.03741113469004631]","[0.6576579809188843, 0.34901249408721924, 0.0372406467795372]","[0.6827506422996521, 0.34904807806015015, 0.048574503511190414]","[0.5449090003967285, 0.34431856870651245, 0.007848601788282394]","[0.5167880654335022, 0.33562788367271423, -0.00571722025051713]","[0.48889753222465515, 0.33676931262016296, -0.008376814424991608]","[0.4676877558231354, 0.3431236743927002, 0.0032336765434592962]","[0.49211928248405457, 0.348732054233551, -0.0063457367941737175]","[0.5205333232879639, 0.34842973947525024, -0.00408093212172389]","[0.49211928248405457, 0.348732054233551, -0.0063457367941737175]","[0.5430223345756531, 0.4492426812648773, -0.03042788989841938]","[0.5927626490592957, 0.44417840242385864, -0.04189860448241234]","[0.6184229850769043, 0.4435705244541168, -0.032616034150123596]","[0.6484084129333496, 0.4462827742099762, 0.002854683203622699]","[0.6195806264877319, 0.445086807012558, -0.0311749167740345]","[0.5918380618095398, 0.44579949975013733, -0.041135113686323166]","[0.5963737964630127, 0.26188191771507263, 0.008446209132671356]","[0.5964797735214233, 0.5178481340408325, -0.012356513179838657]"
"[0.6991522312164307, 0.3438096046447754, 0.06887287646532059]","[0.6847925782203674, 0.3377648890018463, 0.04736022278666496]","[0.6593028903007507, 0.3369341790676117, 0.036165256053209305]","[0.6353198885917664, 0.3450450599193573, 0.037391528487205505]","[0.6579815745353699, 0.34913158416748047, 0.03717944398522377]","[0.6831549406051636, 0.3491574227809906, 0.048502348363399506]","[0.5449008345603943, 0.34439489245414734, 0.007973036728799343]","[0.5166673064231873, 0.33555370569229126, -0.005575763527303934]","[0.48867067694664, 0.33670172095298767, -0.008172914385795593]","[0.4674719274044037, 0.34316909313201904, 0.003507177112624049]","[0.49192503094673157, 0.3488132357597351, -0.006167643703520298]","[0.5204213857650757, 0.3485145568847656, -0.0039466265588998795]","[0.49192503094673157, 0.3488132357597351, -0.006167643703520298]","[0.5432597398757935, 0.44912266731262207, -0.030540812760591507]","[0.5928667783737183, 0.4441036283969879, -0.042015835642814636]","[0.6184874773025513, 0.443502813577652, -0.03275810927152634]","[0.6484072804450989, 0.44620072841644287, 0.002611454576253891]","[0.6196431517601013, 0.44506824016571045, -0.0314057357609272]","[0.5919378995895386, 0.44577687978744507, -0.041324712336063385]","[0.5964081883430481, 0.2618374824523926, 0.008422122336924076]","[0.5968571305274963, 0.5180272459983826, -0.01234130747616291]"
"[0.6990220546722412, 0.34376853704452515, 0.06883321702480316]","[0.6846358776092529, 0.3378348648548126, 0.047290921211242676]","[0.6591904759407043, 0.3370205760002136, 0.036063820123672485]","[0.6352920532226562, 0.3449953496456146, 0.03729965165257454]","[0.6578848958015442, 0.3490697145462036, 0.03713321313261986]","[0.6830313801765442, 0.3491010069847107, 0.048479948192834854]","[0.5448524951934814, 0.34440043568611145, 0.007755585014820099]","[0.5166573524475098, 0.33571577072143555, -0.0058426703326404095]","[0.48870670795440674, 0.3368644714355469, -0.008467644453048706]","[0.46746721863746643, 0.3432299494743347, 0.0032054248731583357]","[0.4919528365135193, 0.34883803129196167, -0.006412424147129059]","[0.520435631275177, 0.348520964384079, -0.004164593759924173]","[0.4919528365135193, 0.34883803129196167, -0.006412424147129059]","[0.5429283976554871, 0.4491761326789856, -0.03035489283502102]","[0.592763364315033, 0.4441608190536499, -0.04186929762363434]","[0.6184579133987427, 0.4435599744319916, -0.03257319703698158]","[0.6484456062316895, 0.44625532627105713, 0.0029382500797510147]","[0.6196061372756958, 0.44509121775627136, -0.031170066446065903]","[0.591822624206543, 0.4458032548427582, -0.04113270714879036]","[0.5964006781578064, 0.2617992162704468, 0.008085949346423149]","[0.5966469645500183, 0.5179135799407959, -0.012053417973220348]"
"[0.6995161771774292, 0.3437787592411041, 0.06866715103387833]","[0.6851076483726501, 0.3377283811569214, 0.047089360654354095]","[0.6595268249511719, 0.33690977096557617, 0.035888783633708954]","[0.6354604363441467, 0.34504324197769165, 0.03718999773263931]","[0.658204972743988, 0.3491281270980835, 0.036951255053281784]","[0.6834604740142822, 0.34914544224739075, 0.04826568439602852]","[0.5447721481323242, 0.34443357586860657, 0.007873463444411755]","[0.5164666175842285, 0.335575670003891, -0.005693262442946434]","[0.4884170889854431, 0.3367353677749634, -0.008237344212830067]","[0.4672085642814636, 0.34321677684783936, 0.003545354353263974]","[0.49162808060646057, 0.34885603189468384, -0.006189743056893349]","[0.5201841592788696, 0.34856775403022766, -0.0040160552598536015]","[0.49162808060646057, 0.34885603189468384, -0.006189743056893349]","[0.5428720116615295, 0.449174702167511, -0.03029315173625946]","[0.5925883650779724, 0.4441775977611542, -0.04193444177508354]","[0.6182762384414673, 0.4435756504535675, -0.03270149603486061]","[0.6483798623085022, 0.44624340534210205, 0.0027625870425254107]","[0.6193796992301941, 0.4451102614402771, -0.03128689527511597]","[0.5916040539741516, 0.44581878185272217, -0.04118252918124199]","[0.5963482856750488, 0.2616349458694458, 0.00783525314182043]","[0.5966420769691467, 0.5180926322937012, -0.011875814758241177]"
"[0.6989741325378418, 0.34370723366737366, 0.06886252015829086]","[0.6845953464508057, 0.33771777153015137, 0.04727606847882271]","[0.6590479016304016, 0.33690306544303894, 0.036035310477018356]","[0.6350424885749817, 0.34496253728866577, 0.03728334978222847]","[0.6577023267745972, 0.34904593229293823, 0.037096232175827026]","[0.6829209327697754, 0.3490724265575409, 0.04846217855811119]","[0.5444381237030029, 0.3443477749824524, 0.007689732126891613]","[0.5161886215209961, 0.3355349898338318, -0.005908547900617123]","[0.48815596103668213, 0.33668053150177, -0.00855186302214861]","[0.46692579984664917, 0.34311172366142273, 0.003162821987643838]","[0.4913891553878784, 0.3487585484981537, -0.00648363446816802]","[0.5199211835861206, 0.3484768867492676, -0.0042378040961921215]","[0.4913891553878784, 0.3487585484981537, -0.00648363446816802]","[0.5423406362533569, 0.4493914842605591, -0.03021836094558239]","[0.5922805666923523, 0.444421648979187, -0.0418454073369503]","[0.6180773377418518, 0.44381996989250183, -0.03254319354891777]","[0.6483402252197266, 0.4464527368545532, 0.003109431592747569]","[0.6191879510879517, 0.44525906443595886, -0.031068723648786545]","[0.5913179516792297, 0.44596436619758606, -0.04104682430624962]","[0.5960403680801392, 0.2616378664970398, 0.0078042480163276196]","[0.596118152141571, 0.5181682705879211, -0.011871153488755226]"
"[0.6987830400466919, 0.3437606394290924, 0.06912313401699066]","[0.6844102740287781, 0.3377385139465332, 0.04757837578654289]","[0.6588966846466064, 0.3369174301624298, 0.0363403856754303]","[0.6349198818206787, 0.3450048863887787, 0.03755712881684303]","[0.6575846672058105, 0.3490680158138275, 0.03735540434718132]","[0.682766854763031, 0.3490961790084839, 0.04870973527431488]","[0.5443592071533203, 0.34439346194267273, 0.007957426831126213]","[0.5161173939704895, 0.3355616629123688, -0.005621023941785097]","[0.48810040950775146, 0.3367188274860382, -0.008276781998574734]","[0.46685418486595154, 0.3431888818740845, 0.0034016685094684362]","[0.49133557081222534, 0.3488042652606964, -0.0062491074204444885]","[0.5198556184768677, 0.34850940108299255, -0.0039934199303388596]","[0.49133557081222534, 0.3488042652606964, -0.0062491074204444885]","[0.5425124168395996, 0.44937771558761597, -0.030596278607845306]","[0.5923538208007812, 0.4443393647670746, -0.04210861399769783]","[0.6180847883224487, 0.4437386989593506, -0.032794006168842316]","[0.6482042074203491, 0.4464447796344757, 0.0027584524359554052]","[0.6192079782485962, 0.44521957635879517, -0.031441666185855865]","[0.5913991928100586, 0.4459262192249298, -0.04142555594444275]","[0.5958610773086548, 0.2616465091705322, 0.008510101586580276]","[0.59638512134552, 0.5184005498886108, -0.012515299953520298]"
"[0.6985797882080078, 0.34373360872268677, 0.06918608397245407]","[0.6842266321182251, 0.33772701025009155, 0.04761543497443199]","[0.6587212681770325, 0.3369135558605194, 0.036337532103061676]","[0.6347829103469849, 0.345011442899704, 0.03752921521663666]","[0.6573867797851562, 0.34904611110687256, 0.037380557507276535]","[0.6825554370880127, 0.3490743637084961, 0.04876888915896416]","[0.5443175435066223, 0.34441936016082764, 0.007773040793836117]","[0.5160693526268005, 0.3355841040611267, -0.005856426432728767]","[0.48805224895477295, 0.3367425799369812, -0.008545589633286]","[0.46680769324302673, 0.3432074785232544, 0.003109107492491603]","[0.4913463890552521, 0.34882426261901855, -0.006480454932898283]","[0.519864559173584, 0.34852051734924316, -0.0041965823620557785]","[0.4913463890552521, 0.34882426261901855, -0.006480454932898283]","[0.5424811840057373, 0.4495161771774292, -0.030533183366060257]","[0.5923169851303101, 0.4444841146469116, -0.04197205603122711]","[0.6180208921432495, 0.4438743591308594, -0.03261899948120117]","[0.6480196118354797, 0.4465319812297821, 0.00297853397205472]","[0.6191582083702087, 0.4452842175960541, -0.031330157071352005]","[0.5914047956466675, 0.4460066556930542, -0.04135555401444435]","[0.595879077911377, 0.26166215538978577, 0.008138671517372131]","[0.596218466758728, 0.5186305642127991, -0.012240265496075153]"
"[0.698815107345581, 0.34383881092071533, 0.0693596601486206]","[0.6844944357872009, 0.33778125047683716, 0.0477965846657753]","[0.6589494943618774, 0.33697864413261414, 0.03648432344198227]","[0.634982168674469, 0.34515678882598877, 0.03762173280119896]","[0.6575882434844971, 0.3492054045200348, 0.03750533238053322]","[0.6827647686004639, 0.34922289848327637, 0.04892641305923462]","[0.544563353061676, 0.34453606605529785, 0.0076995245181024075]","[0.5163730978965759, 0.335612416267395, -0.0059442888014018536]","[0.488364577293396, 0.3367611765861511, -0.008668448776006699]","[0.4671286344528198, 0.34324994683265686, 0.0029191768262535334]","[0.4916546940803528, 0.3488888144493103, -0.006625643000006676]","[0.5201428532600403, 0.3486182689666748, -0.004311671946197748]","[0.4916546940803528, 0.3488888144493103, -0.006625643000006676]","[0.5428659319877625, 0.44963547587394714, -0.030690457671880722]","[0.5924985408782959, 0.4445708096027374, -0.04198841378092766]","[0.6180984377861023, 0.4439736604690552, -0.03262628614902496]","[0.6479973196983337, 0.4466897249221802, 0.0028752333018928766]","[0.6192440986633301, 0.445366233587265, -0.031382542103528976]","[0.5915995836257935, 0.44607752561569214, -0.04141290858387947]","[0.5961913466453552, 0.26174870133399963, 0.008149840869009495]","[0.5962225794792175, 0.5186639428138733, -0.012233144603669643]"
"[0.6983340382575989, 0.34387606382369995, 0.0692923292517662]","[0.6841044425964355, 0.3377803564071655, 0.04775823652744293]","[0.6585860252380371, 0.33696985244750977, 0.03644699603319168]","[0.6346631646156311, 0.3452514708042145, 0.03752697631716728]","[0.6572656035423279, 0.3492905795574188, 0.03745416924357414]","[0.6823934316635132, 0.34927889704704285, 0.048891033977270126]","[0.5445576310157776, 0.3446968197822571, 0.0075102197006344795]","[0.5163367390632629, 0.33572232723236084, -0.006124400533735752]","[0.48833614587783813, 0.33689969778060913, -0.008898017928004265]","[0.46719738841056824, 0.34344780445098877, 0.0026070033200085163]","[0.4917696714401245, 0.3491019606590271, -0.006872919388115406]","[0.5202058553695679, 0.34880295395851135, -0.0044998591765761375]","[0.4917696714401245, 0.3491019606590271, -0.006872919388115406]","[0.5434035658836365, 0.4497798681259155, -0.03054957278072834]","[0.5930463075637817, 0.4447709023952484, -0.04173119738698006]","[0.6186267137527466, 0.44414806365966797, -0.03234538063406944]","[0.6485544443130493, 0.44675078988075256, 0.003063549054786563]","[0.6198183298110962, 0.4454626441001892, -0.031210407614707947]","[0.5921987891197205, 0.44620048999786377, -0.04124024882912636]","[0.5957266688346863, 0.2619051933288574, 0.007932736538350582]","[0.596865177154541, 0.5186720490455627, -0.012137677520513535]"
"[0.6985633969306946, 0.3438986837863922, 0.06952977925539017]","[0.6844019889831543, 0.33766868710517883, 0.047910191118717194]","[0.6587842702865601, 0.33684971928596497, 0.03652089461684227]","[0.6347427368164062, 0.345326691865921, 0.037541911005973816]","[0.6574519872665405, 0.3494037091732025, 0.03751641884446144]","[0.6826581954956055, 0.3493737280368805, 0.049037832766771317]","[0.5446826815605164, 0.344719260931015, 0.007257133722305298]","[0.5163697004318237, 0.33553826808929443, -0.006430333945900202]","[0.4882609248161316, 0.33670178055763245, -0.009244201704859734]","[0.46711140871047974, 0.34336256980895996, 0.0022511242423206568]","[0.4917343854904175, 0.3491072654724121, -0.007223729509860277]","[0.5202504992485046, 0.34883373975753784, -0.004805643577128649]","[0.4917343854904175, 0.3491072654724121, -0.007223729509860277]","[0.5437146425247192, 0.4496723413467407, -0.030587363988161087]","[0.5933388471603394, 0.44475221633911133, -0.041636548936367035]","[0.6189005374908447, 0.44412556290626526, -0.03217788413167]","[0.648678719997406, 0.4466259777545929, 0.003306349739432335]","[0.6201079487800598, 0.4454217851161957, -0.03105289302766323]","[0.5925467610359192, 0.4461638033390045, -0.041160643100738525]","[0.5959734916687012, 0.26188600063323975, 0.007406698539853096]","[0.5971516370773315, 0.5185583829879761, -0.01176614873111248]"
"[0.6987541317939758, 0.34408217668533325, 0.0692867711186409]","[0.6845743656158447, 0.33787932991981506, 0.047699619084596634]","[0.6590057611465454, 0.33704814314842224, 0.03636491671204567]","[0.6349515914916992, 0.3454512655735016, 0.037430766969919205]","[0.6575959920883179, 0.34951916337013245, 0.037375371903181076]","[0.6827880144119263, 0.3495074510574341, 0.048851121217012405]","[0.544914186000824, 0.3448121249675751, 0.007305305451154709]","[0.5166612863540649, 0.3356650769710541, -0.006358006969094276]","[0.4886312484741211, 0.3368139863014221, -0.009130190126597881]","[0.46749770641326904, 0.3434358835220337, 0.002381209284067154]","[0.4920790493488312, 0.34915176033973694, -0.007099995389580727]","[0.5205419063568115, 0.3488977551460266, -0.004716999363154173]","[0.4920790493488312, 0.34915176033973694, -0.007099995389580727]","[0.5436040163040161, 0.4495983421802521, -0.03040657378733158]","[0.593166708946228, 0.4447614252567291, -0.04150106757879257]","[0.6187942028045654, 0.4441445469856262, -0.03210023045539856]","[0.6487050652503967, 0.44660285115242004, 0.003266967600211501]","[0.61998450756073, 0.44535571336746216, -0.031072264537215233]","[0.5924088954925537, 0.44608545303344727, -0.041109342128038406]","[0.5963788628578186, 0.26200464367866516, 0.007334706839174032]","[0.5969594717025757, 0.5187061429023743, -0.011864027008414268]"
"[0.69810950756073, 0.34562206268310547, 0.06815321743488312]","[0.6829553842544556, 0.34109312295913696, 0.04641043767333031]","[0.6583333015441895, 0.34033313393592834, 0.0350072979927063]","[0.635484516620636, 0.3459537625312805, 0.03650945797562599]","[0.6569758653640747, 0.34982776641845703, 0.03661385551095009]","[0.6817793846130371, 0.35012608766555786, 0.04812159389257431]","[0.5429158806800842, 0.3458702862262726, 0.006375846453011036]","[0.5153135061264038, 0.3397798538208008, -0.007824195548892021]","[0.4880342483520508, 0.3410881757736206, -0.010478298179805279]","[0.46599894762039185, 0.3462138772010803, 0.0012602584902197123]","[0.49129366874694824, 0.35080525279045105, -0.007897766306996346]","[0.5196444988250732, 0.3500027060508728, -0.00556262256577611]","[0.49129366874694824, 0.35080525279045105, -0.007897766306996346]","[0.5434960126876831, 0.45010972023010254, -0.02991504594683647]","[0.5934372544288635, 0.4449041187763214, -0.04078466445207596]","[0.6193422675132751, 0.4442381262779236, -0.03126101940870285]","[0.6488297581672668, 0.44697874784469604, 0.004184029530733824]","[0.6206172704696655, 0.44550028443336487, -0.029729582369327545]","[0.5927072763442993, 0.44627973437309265, -0.039884623140096664]","[0.5944628119468689, 0.2636711299419403, 0.00631292350590229]","[0.5984353423118591, 0.51997971534729, -0.009503294713795185]"
"[0.6958162188529968, 0.3475636839866638, 0.06771156936883926]","[0.6804914474487305, 0.3435991108417511, 0.0463980957865715]","[0.6567473411560059, 0.34277206659317017, 0.03518962115049362]","[0.6344695687294006, 0.34720978140830994, 0.036778513342142105]","[0.6554433107376099, 0.35119402408599854, 0.03678884357213974]","[0.6796820163726807, 0.3516462445259094, 0.04799209162592888]","[0.5433987975120544, 0.34702402353286743, 0.007425980176776648]","[0.5167160034179688, 0.34203121066093445, -0.006521567236632109]","[0.4903351068496704, 0.34331777691841125, -0.00898277573287487]","[0.46818047761917114, 0.34782251715660095, 0.0026048438157886267]","[0.4928368031978607, 0.3520413935184479, -0.006516709458082914]","[0.5206136107444763, 0.3511887192726135, -0.004332023207098246]","[0.4928368031978607, 0.3520413935184479, -0.006516709458082914]","[0.5414844751358032, 0.449998140335083, -0.030160242691636086]","[0.5914365649223328, 0.4446404278278351, -0.04146074876189232]","[0.6177915334701538, 0.4440687298774719, -0.03210297226905823]","[0.647186279296875, 0.44717392325401306, 0.003270623041316867]","[0.6188428401947021, 0.44560354948043823, -0.030607638880610466]","[0.5905979871749878, 0.44629916548728943, -0.040634457021951675]","[0.595001757144928, 0.26529714465141296, 0.010068531148135662]","[0.5962214469909668, 0.5198003053665161, -0.012700066901743412]"
"[0.6955935955047607, 0.3442947268486023, 0.06644956022500992]","[0.6809309720993042, 0.33939018845558167, 0.04511711001396179]","[0.6564492583274841, 0.3386710286140442, 0.03404947742819786]","[0.6335306763648987, 0.34509843587875366, 0.035683974623680115]","[0.6551621556282043, 0.34890180826187134, 0.03564562276005745]","[0.6796619892120361, 0.3490355312824249, 0.04671509936451912]","[0.5449641942977905, 0.3455856740474701, 0.006667349487543106]","[0.5172767043113708, 0.33896711468696594, -0.00709796417504549]","[0.4903465509414673, 0.3405081033706665, -0.009556330740451813]","[0.46910423040390015, 0.3460947275161743, 0.002164258621633053]","[0.49365317821502686, 0.35066306591033936, -0.007040386088192463]","[0.5215318202972412, 0.34986305236816406, -0.004952781833708286]","[0.49365317821502686, 0.35066306591033936, -0.007040386088192463]","[0.5408473014831543, 0.44972503185272217, -0.028207886964082718]","[0.5910782814025879, 0.44486117362976074, -0.039977528154850006]","[0.6170143485069275, 0.4441818594932556, -0.030831361189484596]","[0.6466723680496216, 0.44649526476860046, 0.004661806393414736]","[0.6181390881538391, 0.4453788995742798, -0.029657455161213875]","[0.5901167988777161, 0.44622230529785156, -0.03946295380592346]","[0.5951371788978577, 0.26383835077285767, 0.006240944843739271]","[0.5954185724258423, 0.5188475847244263, -0.01016959547996521]"
