left_eye_362,left_eye_385,left_eye_386,left_eye_387,left_eye_263,left_eye_373,left_eye_374,left_eye_380,right_eye_133,right_eye_158,right_eye_159,right_eye_160,right_eye_33,right_eye_144,right_eye_145,right_eye_153,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.5524550080299377, 0.3277167081832886, 0.04064235836267471]","[0.5773748159408569, 0.32164257764816284, 0.03620624542236328]","[0.5896304249763489, 0.321537047624588, 0.03700072690844536]","[0.6024933457374573, 0.32322099804878235, 0.04020754247903824]","[0.6204979419708252, 0.3296421766281128, 0.054854970425367355]","[0.6011192798614502, 0.3323972821235657, 0.038357965648174286]","[0.5881049633026123, 0.332486629486084, 0.034135621041059494]","[0.5755490064620972, 0.33162423968315125, 0.03360668569803238]","[0.4616352319717407, 0.3272697925567627, 0.03842572867870331]","[0.4366351068019867, 0.32088398933410645, 0.032974209636449814]","[0.42433443665504456, 0.3206401467323303, 0.033283624798059464]","[0.4113936722278595, 0.32230883836746216, 0.03587368130683899]","[0.39346855878829956, 0.32871320843696594, 0.04970236495137215]","[0.41336390376091003, 0.33188265562057495, 0.03424971178174019]","[0.4263691008090973, 0.3320576846599579, 0.030591454356908798]","[0.43882715702056885, 0.3312026560306549, 0.030572498217225075]","[0.45286819338798523, 0.41788455843925476, -0.03157000616192818]","[0.49501535296440125, 0.4116635322570801, -0.05263829231262207]","[0.5242180824279785, 0.4115174412727356, -0.05186101421713829]","[0.5672935843467712, 0.41748422384262085, -0.029257845133543015]","[0.5252382159233093, 0.41331207752227783, -0.05417734757065773]","[0.4943080246448517, 0.41341057419776917, -0.05497104302048683]","[0.5058237314224243, 0.25866109132766724, 0.05771252140402794]","[0.5100612640380859, 0.4803938567638397, -0.05893869325518608]"
"[0.5521594285964966, 0.3278043568134308, 0.04062117263674736]","[0.5770391821861267, 0.32176098227500916, 0.03619718924164772]","[0.5892778635025024, 0.3216521739959717, 0.03700856491923332]","[0.6021273136138916, 0.32332995533943176, 0.04020906612277031]","[0.620072066783905, 0.3297386169433594, 0.05485045537352562]","[0.6007884740829468, 0.33251622319221497, 0.03834826871752739]","[0.5877828001976013, 0.3326076567173004, 0.034121930599212646]","[0.5752239227294922, 0.331737220287323, 0.03359557315707207]","[0.4612587094306946, 0.32742828130722046, 0.03837661072611809]","[0.43621551990509033, 0.32112354040145874, 0.03293199464678764]","[0.423913836479187, 0.3209010064601898, 0.033242255449295044]","[0.41098272800445557, 0.32258081436157227, 0.03582577034831047]","[0.3931150734424591, 0.32898542284965515, 0.04963032156229019]","[0.4130536615848541, 0.3321385085582733, 0.03419923037290573]","[0.4260812997817993, 0.33229222893714905, 0.03054138273000717]","[0.4385315775871277, 0.33141160011291504, 0.030525369569659233]","[0.4534747004508972, 0.418181449174881, -0.0318005308508873]","[0.49536049365997314, 0.411947101354599, -0.052539363503456116]","[0.5243642926216125, 0.4118003249168396, -0.05178409442305565]","[0.5671985149383545, 0.4177837669849396, -0.029531775042414665]","[0.5254336595535278, 0.41359537839889526, -0.05410385504364967]","[0.49466896057128906, 0.4136957824230194, -0.0548551119863987]","[0.5049741864204407, 0.2588890492916107, 0.05788995698094368]","[0.5105716586112976, 0.48093387484550476, -0.05883501470088959]"
"[0.5525703430175781, 0.3274230360984802, 0.04071134701371193]","[0.5775663256645203, 0.3212364912033081, 0.036263979971408844]","[0.5898686051368713, 0.3210905194282532, 0.03703901171684265]","[0.602769136428833, 0.32275643944740295, 0.04017557576298714]","[0.6207382678985596, 0.32919102907180786, 0.05470322072505951]","[0.6013272404670715, 0.3320581316947937, 0.038280028849840164]","[0.5882710218429565, 0.3321697413921356, 0.03410028666257858]","[0.5756722092628479, 0.3313145041465759, 0.033603694289922714]","[0.46166932582855225, 0.32714277505874634, 0.038796547800302505]","[0.4365970194339752, 0.32080018520355225, 0.03344990685582161]","[0.42427369952201843, 0.32058829069137573, 0.033793892711400986]","[0.4113553762435913, 0.32227906584739685, 0.036392465233802795]","[0.3936241865158081, 0.32871925830841064, 0.05017772689461708]","[0.41351544857025146, 0.3318714499473572, 0.03471045568585396]","[0.42652368545532227, 0.3320123851299286, 0.03102806955575943]","[0.4389600157737732, 0.33111846446990967, 0.0309724360704422]","[0.45369115471839905, 0.4181969165802002, -0.031768638640642166]","[0.49544233083724976, 0.41181114315986633, -0.05270066857337952]","[0.5245630741119385, 0.41164419054985046, -0.05208238214254379]","[0.5676411390304565, 0.4177500605583191, -0.029875410720705986]","[0.5256597995758057, 0.4137517511844635, -0.05430365726351738]","[0.49474161863327026, 0.4138668477535248, -0.054903265088796616]","[0.5051114559173584, 0.2588685154914856, 0.058481212705373764]","[0.5111566781997681, 0.481277197599411, -0.05921183526515961]"
"[0.5521338582038879, 0.3278625011444092, 0.040882714092731476]","[0.5770483016967773, 0.3216615617275238, 0.03649815917015076]","[0.5892935395240784, 0.3215195834636688, 0.03725327178835869]","[0.6021175384521484, 0.3231912851333618, 0.04036254435777664]","[0.6199731826782227, 0.32964468002319336, 0.054811734706163406]","[0.6007091999053955, 0.3324485123157501, 0.038362402468919754]","[0.5877494812011719, 0.3325580358505249, 0.034190475940704346]","[0.5752009153366089, 0.33172449469566345, 0.03374165669083595]","[0.4616145193576813, 0.32769760489463806, 0.03904271870851517]","[0.43656209111213684, 0.3213597536087036, 0.03378761187195778]","[0.4242886006832123, 0.3211634159088135, 0.034139905124902725]","[0.411446750164032, 0.32288187742233276, 0.03672860935330391]","[0.3938146233558655, 0.32936400175094604, 0.05045715719461441]","[0.4135800302028656, 0.33240824937820435, 0.03495226055383682]","[0.42651909589767456, 0.3325362205505371, 0.03125525638461113]","[0.43891018629074097, 0.33166074752807617, 0.031215958297252655]","[0.4535173773765564, 0.4177120327949524, -0.032342903316020966]","[0.49488934874534607, 0.4113759398460388, -0.05259554460644722]","[0.5237365365028381, 0.4112251400947571, -0.05195210501551628]","[0.5661476850509644, 0.4173136353492737, -0.03046688251197338]","[0.5246918201446533, 0.4128967225551605, -0.054404500871896744]","[0.49423789978027344, 0.41299891471862793, -0.05503849685192108]","[0.5050767064094543, 0.25907543301582336, 0.0594666413962841]","[0.5099561810493469, 0.48035189509391785, -0.06040459871292114]"
"[0.5527191162109375, 0.3275369107723236, 0.0413612462580204]","[0.5777106285095215, 0.3213157057762146, 0.03704439103603363]","[0.5899909734725952, 0.3211658000946045, 0.03787951171398163]","[0.6028779149055481, 0.3228471875190735, 0.041099172085523605]","[0.6208030581474304, 0.32936081290245056, 0.055738698691129684]","[0.6014803051948547, 0.3322046399116516, 0.03914123401045799]","[0.5884382724761963, 0.3323168456554413, 0.034879039973020554]","[0.5758375525474548, 0.33145537972450256, 0.03432276099920273]","[0.46164175868034363, 0.32739201188087463, 0.038878459483385086]","[0.43644291162490845, 0.3210233747959137, 0.033456265926361084]","[0.4241214990615845, 0.32083073258399963, 0.03374306857585907]","[0.41118356585502625, 0.322573184967041, 0.03627300262451172]","[0.393353670835495, 0.32913875579833984, 0.04998905956745148]","[0.41333621740341187, 0.3322489559650421, 0.03455457091331482]","[0.4263754189014435, 0.33237117528915405, 0.03090694546699524]","[0.43884485960006714, 0.33145201206207275, 0.030934857204556465]","[0.45360085368156433, 0.41869884729385376, -0.03269510716199875]","[0.49566614627838135, 0.41207343339920044, -0.05325736477971077]","[0.5245843529701233, 0.41187185049057007, -0.052447445690631866]","[0.5673215985298157, 0.41807448863983154, -0.03013359196484089]","[0.5255416035652161, 0.41379043459892273, -0.05479012429714203]","[0.494791716337204, 0.4139454960823059, -0.055590178817510605]","[0.5056670308113098, 0.258700966835022, 0.059293076395988464]","[0.5104036927223206, 0.4817619323730469, -0.06014726310968399]"
"[0.5525437593460083, 0.327883243560791, 0.0413048081099987]","[0.5774803161621094, 0.3215307891368866, 0.03700411319732666]","[0.589781641960144, 0.32136112451553345, 0.0377587266266346]","[0.6026666164398193, 0.32305005192756653, 0.04087246209383011]","[0.6205567717552185, 0.32963213324546814, 0.05529530346393585]","[0.6012426614761353, 0.3325040638446808, 0.03880630061030388]","[0.5882387161254883, 0.3326258063316345, 0.03462342917919159]","[0.5756582021713257, 0.3317835032939911, 0.034156106412410736]","[0.4617506265640259, 0.32772213220596313, 0.039362549781799316]","[0.43662214279174805, 0.32123538851737976, 0.03414497151970863]","[0.4243038296699524, 0.3210279047489166, 0.0344776026904583]","[0.41141945123672485, 0.3227669298648834, 0.03704480081796646]","[0.3938019275665283, 0.32939353585243225, 0.05071020498871803]","[0.4135632812976837, 0.33251285552978516, 0.03519774600863457]","[0.42653027176856995, 0.3326420783996582, 0.031514182686805725]","[0.43896329402923584, 0.3317444324493408, 0.03150274604558945]","[0.4533473551273346, 0.4181283414363861, -0.032783593982458115]","[0.4949958920478821, 0.4116727113723755, -0.05304230749607086]","[0.523868978023529, 0.4114903211593628, -0.05238886550068855]","[0.5664790272712708, 0.4176088869571686, -0.030818669125437737]","[0.5248276591300964, 0.41313058137893677, -0.054947059601545334]","[0.4942718744277954, 0.41326403617858887, -0.05562060326337814]","[0.5055652856826782, 0.2589864134788513, 0.06032361090183258]","[0.5099003911018372, 0.4811318814754486, -0.06119551882147789]"
"[0.5523490905761719, 0.32777512073516846, 0.041309602558612823]","[0.577286422252655, 0.32149043679237366, 0.037037793546915054]","[0.5895609855651855, 0.3213256299495697, 0.03785956650972366]","[0.6024211049079895, 0.3229970932006836, 0.04104072228074074]","[0.6202725768089294, 0.3295155167579651, 0.05557859688997269]","[0.6010255217552185, 0.3323870003223419, 0.03901899978518486]","[0.5880301594734192, 0.33251190185546875, 0.03478764742612839]","[0.5754531621932983, 0.33167028427124023, 0.03426310047507286]","[0.46159571409225464, 0.3276824653148651, 0.03894117474555969]","[0.4364524483680725, 0.3212975561618805, 0.03359623998403549]","[0.424146443605423, 0.3211052715778351, 0.033899083733558655]","[0.4112486243247986, 0.32285091280937195, 0.036424096673727036]","[0.3935087323188782, 0.3294338583946228, 0.05007024481892586]","[0.41341882944107056, 0.33251938223838806, 0.03463929146528244]","[0.42641735076904297, 0.3326335549354553, 0.030993839725852013]","[0.4388461112976074, 0.3317219316959381, 0.0310223288834095]","[0.4538385272026062, 0.418827086687088, -0.03291260451078415]","[0.49555307626724243, 0.4121237099170685, -0.053204502910375595]","[0.5242924690246582, 0.4119206964969635, -0.052394457161426544]","[0.5664852261543274, 0.41820594668388367, -0.030347319319844246]","[0.5252374410629272, 0.4139758348464966, -0.05460363253951073]","[0.49469494819641113, 0.41413092613220215, -0.05542585998773575]","[0.5052706599235535, 0.25892141461372375, 0.059712354093790054]","[0.5103335380554199, 0.4818927049636841, -0.06028249114751816]"
"[0.5530374646186829, 0.3276382088661194, 0.04121333733201027]","[0.5778789520263672, 0.3212922513484955, 0.03695572167634964]","[0.5901786088943481, 0.32110464572906494, 0.03774695470929146]","[0.6030563116073608, 0.32276859879493713, 0.040875546634197235]","[0.6209213137626648, 0.32929283380508423, 0.05528421327471733]","[0.6015871167182922, 0.3322254419326782, 0.03882316127419472]","[0.5886114239692688, 0.33235812187194824, 0.03463802859187126]","[0.5760737061500549, 0.3315316140651703, 0.03413759171962738]","[0.4623403251171112, 0.32748860120773315, 0.03905877098441124]","[0.43726783990859985, 0.321052223443985, 0.03377343714237213]","[0.424948126077652, 0.32083988189697266, 0.034090299159288406]","[0.41205352544784546, 0.3225691020488739, 0.03663022443652153]","[0.3943965435028076, 0.3291430175304413, 0.050232984125614166]","[0.4142489433288574, 0.33229178190231323, 0.034808702766895294]","[0.427213191986084, 0.3324131369590759, 0.031164489686489105]","[0.4396199882030487, 0.33151373267173767, 0.03118274360895157]","[0.4541395604610443, 0.41853147745132446, -0.03275199234485626]","[0.4956758916378021, 0.4120248556137085, -0.05310733988881111]","[0.5244840383529663, 0.4118386507034302, -0.05237986147403717]","[0.566766619682312, 0.41802215576171875, -0.03048720955848694]","[0.525496244430542, 0.41382402181625366, -0.05479816719889641]","[0.49488210678100586, 0.4139629900455475, -0.05555625259876251]","[0.5060433149337769, 0.2589101791381836, 0.05994949862360954]","[0.5108225345611572, 0.48182377219200134, -0.060336049646139145]"
"[0.5527377724647522, 0.3275608420372009, 0.04054700583219528]","[0.5776961445808411, 0.32129159569740295, 0.036199312657117844]","[0.589995265007019, 0.32114893198013306, 0.03698929399251938]","[0.6027964949607849, 0.32284125685691833, 0.04014663025736809]","[0.6205387115478516, 0.32933181524276733, 0.054624300450086594]","[0.6012604236602783, 0.33220893144607544, 0.03819764032959938]","[0.5883254408836365, 0.33232390880584717, 0.034025344997644424]","[0.57579505443573, 0.3314828872680664, 0.03352271392941475]","[0.4626592695713043, 0.32733091711997986, 0.038418591022491455]","[0.43766939640045166, 0.32089900970458984, 0.03306478261947632]","[0.42536765336990356, 0.32068610191345215, 0.03338661044836044]","[0.4124874472618103, 0.3224034309387207, 0.03594837710261345]","[0.39483746886253357, 0.32891014218330383, 0.04960847273468971]","[0.4146476089954376, 0.33205369114875793, 0.0342291034758091]","[0.42757028341293335, 0.3321959674358368, 0.030586643144488335]","[0.4399527907371521, 0.3313177824020386, 0.03058794140815735]","[0.45406675338745117, 0.4183778762817383, -0.03211645036935806]","[0.4953671097755432, 0.41192635893821716, -0.052528951317071915]","[0.5240620970726013, 0.41176754236221313, -0.05177747830748558]","[0.5660101771354675, 0.41796207427978516, -0.029761265963315964]","[0.5250933170318604, 0.41393646597862244, -0.0539671815931797]","[0.49457791447639465, 0.4140440821647644, -0.05474592000246048]","[0.5064562559127808, 0.2588717043399811, 0.05842836946249008]","[0.5103703737258911, 0.481431245803833, -0.05880994722247124]"
"[0.5528472065925598, 0.327359676361084, 0.04061506688594818]","[0.5777100920677185, 0.32114723324775696, 0.03627724573016167]","[0.5899296402931213, 0.3210188150405884, 0.03707999736070633]","[0.6026745438575745, 0.32271885871887207, 0.040228940546512604]","[0.6203552484512329, 0.3292204737663269, 0.05469264090061188]","[0.6012632250785828, 0.33208462595939636, 0.038291770964860916]","[0.5883723497390747, 0.3322041928768158, 0.03411811962723732]","[0.5758650898933411, 0.3313443958759308, 0.03360758721828461]","[0.4630172550678253, 0.3270435929298401, 0.038480304181575775]","[0.43806809186935425, 0.3206520080566406, 0.0331399068236351]","[0.42580413818359375, 0.3204343020915985, 0.03345886617898941]","[0.4129599928855896, 0.3221389949321747, 0.036024801433086395]","[0.39530155062675476, 0.32860812544822693, 0.04966484010219574]","[0.4150279462337494, 0.3317742645740509, 0.03429523855447769]","[0.4279361665248871, 0.33193063735961914, 0.030657559633255005]","[0.44031742215156555, 0.33105242252349854, 0.030658235773444176]","[0.4544879198074341, 0.41780611872673035, -0.03229020908474922]","[0.49571970105171204, 0.41149967908859253, -0.05243369936943054]","[0.524239182472229, 0.4113982319831848, -0.05170190706849098]","[0.5660874247550964, 0.4176073670387268, -0.030005451291799545]","[0.5252065062522888, 0.4132319688796997, -0.05412635952234268]","[0.494918555021286, 0.4132830500602722, -0.05486062541604042]","[0.5067217350006104, 0.2584957480430603, 0.05861712247133255]","[0.5104515552520752, 0.480938583612442, -0.0592292919754982]"
"[0.5524616241455078, 0.32745665311813354, 0.04072174057364464]","[0.5772538185119629, 0.3214338421821594, 0.036357372999191284]","[0.5894076824188232, 0.3213638961315155, 0.03714682534337044]","[0.6020871996879578, 0.3230971395969391, 0.04030860215425491]","[0.6197999119758606, 0.3295811414718628, 0.05480998754501343]","[0.6008403897285461, 0.3322949707508087, 0.03841210529208183]","[0.5879848003387451, 0.3323894739151001, 0.03422539681196213]","[0.5754919052124023, 0.33150404691696167, 0.033719733357429504]","[0.4629642963409424, 0.3270334005355835, 0.038619477301836014]","[0.4380677342414856, 0.3207630515098572, 0.03327235206961632]","[0.4258398115634918, 0.32055455446243286, 0.033605605363845825]","[0.41301319003105164, 0.3222571313381195, 0.03616876155138016]","[0.39527779817581177, 0.328692227602005, 0.049833279103040695]","[0.4149729907512665, 0.3318127691745758, 0.03446555137634277]","[0.42787638306617737, 0.3319689631462097, 0.03081849031150341]","[0.4402554929256439, 0.33107852935791016, 0.030806949362158775]","[0.4544373154640198, 0.4181828796863556, -0.03227364644408226]","[0.4959006905555725, 0.41170305013656616, -0.052714958786964417]","[0.5244693160057068, 0.41159623861312866, -0.05197637528181076]","[0.5664849281311035, 0.41794103384017944, -0.029993854463100433]","[0.5254878997802734, 0.4136582016944885, -0.05433649197220802]","[0.49504345655441284, 0.41371673345565796, -0.05507461354136467]","[0.5066028237342834, 0.2586795687675476, 0.058957602828741074]","[0.5106310844421387, 0.4814247488975525, -0.05948391556739807]"
"[0.5529967546463013, 0.3273036479949951, 0.040503814816474915]","[0.5778723359107971, 0.32102951407432556, 0.0361337773501873]","[0.5901380777359009, 0.32089367508888245, 0.036931391805410385]","[0.6029298305511475, 0.32260167598724365, 0.040107693523168564]","[0.6206061244010925, 0.3291536271572113, 0.05468660220503807]","[0.6015957593917847, 0.33205869793891907, 0.038215070962905884]","[0.588680624961853, 0.33218783140182495, 0.034018971025943756]","[0.5761181712150574, 0.331318736076355, 0.03349851816892624]","[0.46282094717025757, 0.32700115442276, 0.03837500140070915]","[0.437703400850296, 0.3205821216106415, 0.03298134356737137]","[0.4253716468811035, 0.3203643560409546, 0.033304184675216675]","[0.4124636948108673, 0.32208532094955444, 0.03589963912963867]","[0.3947928845882416, 0.32861778140068054, 0.04965943843126297]","[0.41458961367607117, 0.33181464672088623, 0.034218937158584595]","[0.42756637930870056, 0.3319600522518158, 0.03055962175130844]","[0.44001975655555725, 0.3310585618019104, 0.03054802305996418]","[0.45490360260009766, 0.41787853837013245, -0.032248664647340775]","[0.49628564715385437, 0.4115815758705139, -0.052489958703517914]","[0.5247531533241272, 0.4114736020565033, -0.05173225700855255]","[0.5664588809013367, 0.41766804456710815, -0.029905816540122032]","[0.5257429480552673, 0.4133727252483368, -0.054051853716373444]","[0.49544140696525574, 0.4134382903575897, -0.05481221526861191]","[0.506259560585022, 0.2584878206253052, 0.058106958866119385]","[0.5112680792808533, 0.48121753334999084, -0.05855517461895943]"
"[0.5528445243835449, 0.3267747759819031, 0.04056994244456291]","[0.5777468681335449, 0.32055893540382385, 0.03625655919313431]","[0.5899937748908997, 0.32045361399650574, 0.03708583861589432]","[0.6027218699455261, 0.322185218334198, 0.04027343541383743]","[0.6202303171157837, 0.3287183940410614, 0.05482279881834984]","[0.6012349724769592, 0.3315713107585907, 0.03838832303881645]","[0.5883573889732361, 0.33168432116508484, 0.03417234495282173]","[0.575840950012207, 0.330799400806427, 0.03362199664115906]","[0.462976336479187, 0.32637521624565125, 0.038206797093153]","[0.43793776631355286, 0.3199292719364166, 0.03279396891593933]","[0.42563220858573914, 0.3197036385536194, 0.033080119639635086]","[0.41275596618652344, 0.3214161992073059, 0.03561890497803688]","[0.39518362283706665, 0.32791608572006226, 0.04925917461514473]","[0.4149409532546997, 0.3311336636543274, 0.033932674676179886]","[0.42787426710128784, 0.3312872350215912, 0.030321137979626656]","[0.44028380513191223, 0.3303976356983185, 0.030346952378749847]","[0.4548698663711548, 0.41769254207611084, -0.03242379426956177]","[0.49616539478302, 0.4113529920578003, -0.052304159849882126]","[0.5244320631027222, 0.4112241566181183, -0.05148383975028992]","[0.5659841895103455, 0.4173837900161743, -0.029793571680784225]","[0.5254428386688232, 0.4130042493343353, -0.05375529080629349]","[0.49531984329223633, 0.4130825400352478, -0.05460851266980171]","[0.5068467855453491, 0.2580345869064331, 0.05807463079690933]","[0.5105171203613281, 0.4807639718055725, -0.05855754762887955]"
"[0.5526748895645142, 0.3265531361103058, 0.040066659450531006]","[0.5776641964912415, 0.32039716839790344, 0.035628464072942734]","[0.5899378061294556, 0.32031530141830444, 0.036455001682043076]","[0.6026746034622192, 0.3220612108707428, 0.03966531530022621]","[0.620215892791748, 0.3285672962665558, 0.05431626737117767]","[0.6011622548103333, 0.331394225358963, 0.03790117800235748]","[0.5882538557052612, 0.33149564266204834, 0.03368174657225609]","[0.575707733631134, 0.33059632778167725, 0.0331336073577404]","[0.4627986252307892, 0.32610517740249634, 0.03779872879385948]","[0.43769675493240356, 0.31972113251686096, 0.03229733183979988]","[0.4253581166267395, 0.31950685381889343, 0.03260836377739906]","[0.4124484658241272, 0.32121697068214417, 0.03518836945295334]","[0.3948291540145874, 0.3276667296886444, 0.048942409455776215]","[0.4146777093410492, 0.33087873458862305, 0.033612240105867386]","[0.4276501536369324, 0.3310263454914093, 0.02997695282101631]","[0.4400842487812042, 0.3301278054714203, 0.029979756101965904]","[0.4547378718852997, 0.41778483986854553, -0.03180970996618271]","[0.496114581823349, 0.41146740317344666, -0.05205389857292175]","[0.5244641304016113, 0.411336749792099, -0.051256999373435974]","[0.5660693049430847, 0.417468786239624, -0.029254404827952385]","[0.5255227088928223, 0.41334640979766846, -0.05336949601769447]","[0.4952154755592346, 0.41342803835868835, -0.054195910692214966]","[0.5065781474113464, 0.2579543888568878, 0.056786395609378815]","[0.5107541680335999, 0.48096707463264465, -0.05706081539392471]"
"[0.553009033203125, 0.3264716863632202, 0.040397610515356064]","[0.5780116319656372, 0.32023730874061584, 0.03607834130525589]","[0.5902830958366394, 0.32015731930732727, 0.036932721734046936]","[0.6029876470565796, 0.32193276286125183, 0.040153808891773224]","[0.6203930377960205, 0.3285357356071472, 0.05478974059224129]","[0.6014111638069153, 0.33140239119529724, 0.038313351571559906]","[0.5885205268859863, 0.3315019905567169, 0.034074801951646805]","[0.5759828686714172, 0.3305835723876953, 0.03350326791405678]","[0.46336573362350464, 0.32591742277145386, 0.037874653935432434]","[0.4382350444793701, 0.31939539313316345, 0.0323881134390831]","[0.42589569091796875, 0.3191584348678589, 0.03266433998942375]","[0.4129902720451355, 0.32086941599845886, 0.03519740328192711]","[0.3953860402107239, 0.3273793160915375, 0.04885296896100044]","[0.41521328687667847, 0.33066675066947937, 0.03354087471961975]","[0.42819342017173767, 0.3308357894420624, 0.02993939258158207]","[0.440640926361084, 0.32994768023490906, 0.029987487941980362]","[0.45482638478279114, 0.41725948452949524, -0.03231772035360336]","[0.4961986839771271, 0.41109582781791687, -0.05210500955581665]","[0.5244966149330139, 0.411006897687912, -0.051226262003183365]","[0.5658575892448425, 0.4171007573604584, -0.029476841911673546]","[0.5255140066146851, 0.41277703642845154, -0.05350534990429878]","[0.4953708350658417, 0.4128173291683197, -0.054422177374362946]","[0.5074632167816162, 0.2577584683895111, 0.057498663663864136]","[0.5103468298912048, 0.4808407723903656, -0.0579354353249073]"
"[0.5528501868247986, 0.3262082636356354, 0.039923448115587234]","[0.5779741406440735, 0.31993910670280457, 0.03550700470805168]","[0.5902993679046631, 0.31986647844314575, 0.03632348030805588]","[0.6030266284942627, 0.3216521739959717, 0.03951417654752731]","[0.6203898787498474, 0.3282471299171448, 0.05412202328443527]","[0.6012603044509888, 0.3311515748500824, 0.03775116428732872]","[0.5883401036262512, 0.3312377333641052, 0.03354732692241669]","[0.575780987739563, 0.3303074836730957, 0.032992467284202576]","[0.46330273151397705, 0.32545843720436096, 0.037633661180734634]","[0.4382416307926178, 0.31878823041915894, 0.0321650467813015]","[0.42588290572166443, 0.3185051679611206, 0.032463766634464264]","[0.41297492384910583, 0.3201906681060791, 0.03502930328249931]","[0.39543116092681885, 0.32665354013442993, 0.048732928931713104]","[0.41519099473953247, 0.33004868030548096, 0.03343924507498741]","[0.4281434416770935, 0.3302585780620575, 0.02981717512011528]","[0.4405798614025116, 0.3294041156768799, 0.029830247163772583]","[0.4546629786491394, 0.41750025749206543, -0.03175066038966179]","[0.49563515186309814, 0.41120314598083496, -0.051848895847797394]","[0.5238395929336548, 0.41111281514167786, -0.05105612799525261]","[0.5651114583015442, 0.4173564910888672, -0.029171209782361984]","[0.5249393582344055, 0.4133935272693634, -0.052943918853998184]","[0.4947758615016937, 0.41342097520828247, -0.053777243942022324]","[0.5076717734336853, 0.2576802372932434, 0.056390583515167236]","[0.5095626711845398, 0.481273353099823, -0.056443359702825546]"
"[0.5525380969047546, 0.3261139988899231, 0.04035893827676773]","[0.5775939226150513, 0.3196204900741577, 0.036106228828430176]","[0.5898876190185547, 0.3195284307003021, 0.03691209852695465]","[0.602578341960907, 0.3213587999343872, 0.04005114361643791]","[0.6198416352272034, 0.3281487226486206, 0.05450981855392456]","[0.6008795499801636, 0.33112576603889465, 0.03814152255654335]","[0.5880355834960938, 0.33122822642326355, 0.03395700827240944]","[0.5755177140235901, 0.33030009269714355, 0.03341839089989662]","[0.4636595845222473, 0.32536423206329346, 0.038013555109500885]","[0.43869873881340027, 0.3184976577758789, 0.03270690143108368]","[0.426382452249527, 0.3181997239589691, 0.03299452364444733]","[0.4135017395019531, 0.3199217617511749, 0.03551078587770462]","[0.3960206210613251, 0.3265439569950104, 0.04907459020614624]","[0.4156525135040283, 0.3299856185913086, 0.03377207741141319]","[0.42854249477386475, 0.33021336793899536, 0.030158061534166336]","[0.44095104932785034, 0.3293684720993042, 0.030200961977243423]","[0.4551425576210022, 0.4174480438232422, -0.03246251493692398]","[0.4957723319530487, 0.41112732887268066, -0.05222857743501663]","[0.5237084627151489, 0.41107743978500366, -0.05141067877411842]","[0.5646479725837708, 0.41748321056365967, -0.029825836420059204]","[0.5248438119888306, 0.41339921951293945, -0.05336965247988701]","[0.4948998987674713, 0.4133867919445038, -0.05418306589126587]","[0.507359504699707, 0.2574266791343689, 0.05801760032773018]","[0.5098075866699219, 0.4812432527542114, -0.057793859392404556]"
"[0.5523842573165894, 0.32556235790252686, 0.04012148454785347]","[0.5775375962257385, 0.3189002275466919, 0.035733163356781006]","[0.5899295210838318, 0.31876230239868164, 0.03645631670951843]","[0.6027401685714722, 0.32056671380996704, 0.03955078125]","[0.6201977133750916, 0.3273981809616089, 0.053949400782585144]","[0.6010264754295349, 0.33046114444732666, 0.03767209127545357]","[0.588097095489502, 0.33058011531829834, 0.03355861455202103]","[0.5755248665809631, 0.3296794295310974, 0.03307168185710907]","[0.46331819891929626, 0.32499000430107117, 0.03828668221831322]","[0.4383351802825928, 0.31805601716041565, 0.03304871916770935]","[0.42599788308143616, 0.31775593757629395, 0.03341064974665642]","[0.4130670130252838, 0.3194817304611206, 0.03596963733434677]","[0.39553818106651306, 0.3261541724205017, 0.0496566966176033]","[0.4152584671974182, 0.32959938049316406, 0.03428007289767265]","[0.42816615104675293, 0.3298180103302002, 0.0306082833558321]","[0.44057443737983704, 0.328971266746521, 0.030570676550269127]","[0.4536784887313843, 0.4180182218551636, -0.031448040157556534]","[0.4948497414588928, 0.41153329610824585, -0.05239247530698776]","[0.5234214663505554, 0.4115193784236908, -0.05172799527645111]","[0.5651434659957886, 0.41819965839385986, -0.029357166960835457]","[0.5245634317398071, 0.4145651161670685, -0.053617026656866074]","[0.49387118220329285, 0.41453254222869873, -0.054223138839006424]","[0.5067656636238098, 0.2568897604942322, 0.05754167586565018]","[0.5096261501312256, 0.4821280241012573, -0.05735147371888161]"
