left_eye_263,left_eye_387,left_eye_385,left_eye_362,left_eye_380,left_eye_373,right_eye_133,right_eye_158,right_eye_160,right_eye_33,right_eye_144,right_eye_153,right_eye_144,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.6882447004318237, 0.2612724304199219, 0.0768585056066513]","[0.6746255159378052, 0.2540699541568756, 0.061222758144140244]","[0.6540972590446472, 0.25238654017448425, 0.05323861166834831]","[0.6330759525299072, 0.2581913471221924, 0.052542414516210556]","[0.653965950012207, 0.2626972198486328, 0.04976425692439079]","[0.6751552820205688, 0.2637229561805725, 0.05833417549729347]","[0.5532122254371643, 0.25515657663345337, 0.031057316809892654]","[0.5314297676086426, 0.2478354275226593, 0.02271447144448757]","[0.5089030265808105, 0.2485881745815277, 0.020672548562288284]","[0.4888013005256653, 0.2548816502094269, 0.02944120019674301]","[0.5078659653663635, 0.25820720195770264, 0.018617738038301468]","[0.5315036773681641, 0.25825566053390503, 0.01981608010828495]","[0.5078659653663635, 0.25820720195770264, 0.018617738038301468]","[0.5485060811042786, 0.3363175094127655, -0.049277931451797485]","[0.5916430950164795, 0.32804614305496216, -0.05839601531624794]","[0.6150850057601929, 0.3285764157772064, -0.05122566595673561]","[0.6418593525886536, 0.3382341265678406, -0.024388128891587257]","[0.6154632568359375, 0.33137983083724976, -0.053537625819444656]","[0.5906282067298889, 0.33080965280532837, -0.061070919036865234]","[0.59682297706604, 0.18715578317642212, 0.06731127202510834]","[0.5971001386642456, 0.4015752673149109, -0.06738362461328506]"
"[0.6877291202545166, 0.26106804609298706, 0.07717978954315186]","[0.6741986870765686, 0.2538830041885376, 0.061536334455013275]","[0.6536814570426941, 0.25221967697143555, 0.053487058728933334]","[0.6326818466186523, 0.25806519389152527, 0.05268102511763573]","[0.6535189747810364, 0.2625015676021576, 0.04997848719358444]","[0.6746463179588318, 0.2635003924369812, 0.05862511694431305]","[0.552924394607544, 0.2550734877586365, 0.030819488689303398]","[0.5311827659606934, 0.24769769608974457, 0.02242911420762539]","[0.5086464881896973, 0.24844101071357727, 0.020273655652999878]","[0.48859965801239014, 0.25476646423339844, 0.02892579324543476]","[0.5077221393585205, 0.25808778405189514, 0.01821465790271759]","[0.5313206911087036, 0.2581336796283722, 0.019515246152877808]","[0.5077221393585205, 0.25808778405189514, 0.01821465790271759]","[0.5488224625587463, 0.3363596796989441, -0.04933958128094673]","[0.5919029116630554, 0.32803428173065186, -0.058379482477903366]","[0.6153654456138611, 0.32852616906166077, -0.05110274255275726]","[0.6421664953231812, 0.33811601996421814, -0.024047046899795532]","[0.615746021270752, 0.3313623070716858, -0.0533120334148407]","[0.5908937454223633, 0.33082476258277893, -0.06097028777003288]","[0.5962064266204834, 0.18725880980491638, 0.0672454684972763]","[0.5976500511169434, 0.40158921480178833, -0.06728686392307281]"
"[0.687414288520813, 0.26105180382728577, 0.07686936855316162]","[0.6738374829292297, 0.253887802362442, 0.06126897409558296]","[0.653364896774292, 0.2521977126598358, 0.05328812077641487]","[0.6323654651641846, 0.2579885423183441, 0.05254536494612694]","[0.6531850099563599, 0.2624501883983612, 0.04979880154132843]","[0.6743089556694031, 0.26346254348754883, 0.05838097259402275]","[0.5528588891029358, 0.25500887632369995, 0.030945634469389915]","[0.531125009059906, 0.24770377576351166, 0.022613441571593285]","[0.5086550116539001, 0.24847018718719482, 0.020525898784399033]","[0.4886620342731476, 0.2547707259654999, 0.029196033254265785]","[0.5077307820320129, 0.25807368755340576, 0.018454238772392273]","[0.5312972068786621, 0.2581007778644562, 0.01970352977514267]","[0.5077307820320129, 0.25807368755340576, 0.018454238772392273]","[0.5487629175186157, 0.33633801341056824, -0.049199603497982025]","[0.5917136669158936, 0.3279930055141449, -0.05832185968756676]","[0.6151637434959412, 0.32848426699638367, -0.05113320052623749]","[0.6420660018920898, 0.33808037638664246, -0.02424336038529873]","[0.6155622601509094, 0.33132749795913696, -0.053407933562994]","[0.5907130241394043, 0.3307938277721405, -0.06096965819597244]","[0.5959097146987915, 0.18732091784477234, 0.06737922132015228]","[0.5974938869476318, 0.401639461517334, -0.06740670651197433]"
"[0.6872932314872742, 0.26109617948532104, 0.07698336243629456]","[0.6737419962882996, 0.25393572449684143, 0.061397287994623184]","[0.6532957553863525, 0.2522444725036621, 0.05340017005801201]","[0.632300853729248, 0.25802770256996155, 0.052621278911828995]","[0.6530907154083252, 0.26247796416282654, 0.04989910498261452]","[0.6741949915885925, 0.26349034905433655, 0.058500178158283234]","[0.5529616475105286, 0.25506001710891724, 0.030902819707989693]","[0.5312583446502686, 0.24775464832782745, 0.022565001621842384]","[0.5088162422180176, 0.24852049350738525, 0.020431960001587868]","[0.48881474137306213, 0.2548217177391052, 0.029056144878268242]","[0.5078944563865662, 0.25810977816581726, 0.01835831068456173]","[0.5314412713050842, 0.25813761353492737, 0.01964556612074375]","[0.5078944563865662, 0.25810977816581726, 0.01835831068456173]","[0.5487462282180786, 0.3363162875175476, -0.04923548921942711]","[0.5917792916297913, 0.32795533537864685, -0.05831887945532799]","[0.6152915954589844, 0.32844075560569763, -0.05109086632728577]","[0.6421688199043274, 0.3380317687988281, -0.024112453684210777]","[0.6156663298606873, 0.3312877416610718, -0.05336211994290352]","[0.5907847881317139, 0.33075711131095886, -0.06097564846277237]","[0.5959691405296326, 0.1874212920665741, 0.06748094409704208]","[0.5975536704063416, 0.40166160464286804, -0.06756598502397537]"
"[0.6871528029441833, 0.26097890734672546, 0.07680585235357285]","[0.6735501289367676, 0.253834992647171, 0.06120302155613899]","[0.6530746817588806, 0.252157062292099, 0.05322062596678734]","[0.6320624351501465, 0.257948100566864, 0.05248786136507988]","[0.652916431427002, 0.26238957047462463, 0.04974788799881935]","[0.6740501523017883, 0.26338014006614685, 0.05832856893539429]","[0.5527920126914978, 0.2550451457500458, 0.030872249975800514]","[0.5310626029968262, 0.24777700006961823, 0.022533239796757698]","[0.5086367130279541, 0.24856385588645935, 0.020435651764273643]","[0.48865190148353577, 0.25485822558403015, 0.029098303988575935]","[0.5077061653137207, 0.25811970233917236, 0.018372366204857826]","[0.5312406420707703, 0.2581402659416199, 0.01963045634329319]","[0.5077061653137207, 0.25811970233917236, 0.018372366204857826]","[0.5487427115440369, 0.3363763988018036, -0.04904362931847572]","[0.5917018055915833, 0.32797884941101074, -0.05823507905006409]","[0.6152241230010986, 0.32843971252441406, -0.0510505735874176]","[0.6421369314193726, 0.3380057215690613, -0.024063771590590477]","[0.6156200170516968, 0.33134889602661133, -0.05328720435500145]","[0.5907238721847534, 0.33084121346473694, -0.06085018068552017]","[0.5955541133880615, 0.1873648464679718, 0.06720797717571259]","[0.5976206064224243, 0.4016857445240021, -0.06733408570289612]"
"[0.6872072219848633, 0.26095178723335266, 0.07677344977855682]","[0.6736066937446594, 0.2537819743156433, 0.06118062883615494]","[0.6531209945678711, 0.25209489464759827, 0.0532083697617054]","[0.6321056485176086, 0.2579297721385956, 0.05248395353555679]","[0.652938961982727, 0.2623600959777832, 0.04973391816020012]","[0.6740694046020508, 0.26335108280181885, 0.05830957740545273]","[0.5528337359428406, 0.25501346588134766, 0.030900245532393456]","[0.531117856502533, 0.24769161641597748, 0.022568723186850548]","[0.5086865425109863, 0.2484755516052246, 0.020473003387451172]","[0.4887142777442932, 0.2547955811023712, 0.029136255383491516]","[0.5077640414237976, 0.2580661475658417, 0.018407493829727173]","[0.5312882661819458, 0.2580939531326294, 0.019661391153931618]","[0.5077640414237976, 0.2580661475658417, 0.018407493829727173]","[0.5487021803855896, 0.33637669682502747, -0.049024179577827454]","[0.5916114449501038, 0.32800912857055664, -0.05825619772076607]","[0.6151472330093384, 0.32847699522972107, -0.0510748028755188]","[0.6420685648918152, 0.33802592754364014, -0.02406960166990757]","[0.6155257225036621, 0.33139410614967346, -0.05331479385495186]","[0.5906298160552979, 0.33087992668151855, -0.060877230018377304]","[0.5956949591636658, 0.18733665347099304, 0.06718508154153824]","[0.5974816679954529, 0.40173137187957764, -0.06727941334247589]"
"[0.6870825886726379, 0.2609384059906006, 0.07679006457328796]","[0.6734181642532349, 0.25382199883461, 0.0611938014626503]","[0.6529273986816406, 0.25214827060699463, 0.05322290584445]","[0.6319272518157959, 0.2579079866409302, 0.05251901596784592]","[0.6527571082115173, 0.26231786608695984, 0.049757882952690125]","[0.6739169955253601, 0.263315349817276, 0.05832559987902641]","[0.5524274110794067, 0.2550288140773773, 0.030972817912697792]","[0.530683696269989, 0.24778902530670166, 0.02262675017118454]","[0.5082436800003052, 0.24857929348945618, 0.020545905455946922]","[0.48824262619018555, 0.2548704445362091, 0.02923513762652874]","[0.5073180198669434, 0.2581143081188202, 0.018496446311473846]","[0.5308694839477539, 0.25811776518821716, 0.019744014367461205]","[0.5073180198669434, 0.2581143081188202, 0.018496446311473846]","[0.5483314990997314, 0.33644381165504456, -0.04901853948831558]","[0.5913485288619995, 0.3280009329319, -0.05831655487418175]","[0.6149715781211853, 0.3284483551979065, -0.05114122852683067]","[0.6419909596443176, 0.3380188047885895, -0.02408556453883648]","[0.6153448224067688, 0.3314066231250763, -0.053374484181404114]","[0.590356171131134, 0.33091115951538086, -0.06093672290444374]","[0.5953740477561951, 0.18727903068065643, 0.06729614734649658]","[0.5973041653633118, 0.4019112288951874, -0.06738481670618057]"
"[0.6870279312133789, 0.2608346939086914, 0.07677530497312546]","[0.6733546257019043, 0.25375136733055115, 0.06116363778710365]","[0.6528717279434204, 0.2520917057991028, 0.05317562445998192]","[0.631923258304596, 0.25782766938209534, 0.05248796567320824]","[0.6527273654937744, 0.26221412420272827, 0.049731772392988205]","[0.6738699078559875, 0.26320359110832214, 0.05831695720553398]","[0.552319347858429, 0.25499117374420166, 0.03090587630867958]","[0.5305546522140503, 0.24778057634830475, 0.022530319169163704]","[0.5081006288528442, 0.24857833981513977, 0.02043715864419937]","[0.48810794949531555, 0.25486835837364197, 0.029129475355148315]","[0.5072193741798401, 0.25810933113098145, 0.018411478027701378]","[0.5307759642601013, 0.2580892741680145, 0.019671233370900154]","[0.5072193741798401, 0.25810933113098145, 0.018411478027701378]","[0.5487166047096252, 0.33658456802368164, -0.04905381798744202]","[0.5916599631309509, 0.328044056892395, -0.058359671384096146]","[0.6151927709579468, 0.3284623622894287, -0.05115578696131706]","[0.6420894265174866, 0.3380497992038727, -0.02403305284678936]","[0.6156045198440552, 0.3315194845199585, -0.05329445004463196]","[0.5906659960746765, 0.3310546278953552, -0.06089187040925026]","[0.5951963663101196, 0.18727821111679077, 0.06708771735429764]","[0.597720742225647, 0.4021657109260559, -0.06701407581567764]"
"[0.6871404647827148, 0.26100248098373413, 0.07715614885091782]","[0.6734534502029419, 0.2539002001285553, 0.06156697869300842]","[0.652985155582428, 0.2522316873073578, 0.05358394980430603]","[0.6320574879646301, 0.25793880224227905, 0.05285800248384476]","[0.6528664827346802, 0.2623477876186371, 0.05007510632276535]","[0.6740062236785889, 0.26335006952285767, 0.058667488396167755]","[0.5522505044937134, 0.255047470331192, 0.031259533017873764]","[0.5305085778236389, 0.24783089756965637, 0.022921817377209663]","[0.5080287456512451, 0.24861179292201996, 0.02080102264881134]","[0.487956702709198, 0.25491419434547424, 0.02947756089270115]","[0.5071114301681519, 0.2581607401371002, 0.018726609647274017]","[0.5307006239891052, 0.2581408619880676, 0.019996285438537598]","[0.5071114301681519, 0.2581607401371002, 0.018726609647274017]","[0.5486449003219604, 0.33667948842048645, -0.04944361746311188]","[0.5917951464653015, 0.32802814245224, -0.05875503271818161]","[0.6153892874717712, 0.32845887541770935, -0.05153167247772217]","[0.6423084735870361, 0.3381793200969696, -0.02435043640434742]","[0.6157888770103455, 0.33154240250587463, -0.053667984902858734]","[0.5907920002937317, 0.33106666803359985, -0.061299607157707214]","[0.5953264236450195, 0.18724337220191956, 0.06800000369548798]","[0.5977913737297058, 0.40230777859687805, -0.06787600368261337]"
"[0.6872771978378296, 0.2609238028526306, 0.07694416493177414]","[0.6735933423042297, 0.25379839539527893, 0.06135637313127518]","[0.6530897617340088, 0.2521423101425171, 0.0533866323530674]","[0.6321427226066589, 0.2579297721385956, 0.05269668996334076]","[0.6529721617698669, 0.2623237073421478, 0.04989555478096008]","[0.6741304397583008, 0.2633025050163269, 0.05847223475575447]","[0.552338719367981, 0.2550594210624695, 0.03118904121220112]","[0.5305843949317932, 0.24778243899345398, 0.022860443219542503]","[0.5080881714820862, 0.24856534600257874, 0.020769037306308746]","[0.488045334815979, 0.25488996505737305, 0.02947443537414074]","[0.5071996450424194, 0.2581576108932495, 0.018705248832702637]","[0.5307777523994446, 0.25814613699913025, 0.019945338368415833]","[0.5071996450424194, 0.2581576108932495, 0.018705248832702637]","[0.5489010214805603, 0.33668234944343567, -0.049261271953582764]","[0.5919404625892639, 0.32808196544647217, -0.0585872046649456]","[0.6154969334602356, 0.3285018801689148, -0.051406100392341614]","[0.6424100399017334, 0.3381505012512207, -0.02431211806833744]","[0.6159067153930664, 0.3314966559410095, -0.053559694439172745]","[0.5909891724586487, 0.3310350477695465, -0.061136409640312195]","[0.5953676104545593, 0.18704956769943237, 0.06755147129297256]","[0.5979747176170349, 0.40223023295402527, -0.0675647184252739]"
"[0.6872349977493286, 0.2608224153518677, 0.07705766707658768]","[0.6735793352127075, 0.2536487281322479, 0.06147168576717377]","[0.6530326008796692, 0.2520127296447754, 0.053488727658987045]","[0.6321120262145996, 0.25790366530418396, 0.05275317654013634]","[0.6529526114463806, 0.26228779554367065, 0.049972161650657654]","[0.6741017699241638, 0.2632509171962738, 0.05856427922844887]","[0.5521487593650818, 0.2550341784954071, 0.031148316338658333]","[0.5303959250450134, 0.2476538121700287, 0.022817539051175117]","[0.5078326463699341, 0.24841873347759247, 0.020699994638562202]","[0.487770676612854, 0.2547987997531891, 0.029375560581684113]","[0.5069658160209656, 0.2581140697002411, 0.018618743866682053]","[0.5305665731430054, 0.25811484456062317, 0.019880792126059532]","[0.5069658160209656, 0.2581140697002411, 0.018618743866682053]","[0.548842191696167, 0.336744487285614, -0.04933328554034233]","[0.5919303894042969, 0.3281012773513794, -0.05868324264883995]","[0.6154585480690002, 0.3285239636898041, -0.051458969712257385]","[0.642254114151001, 0.338222861289978, -0.024244431406259537]","[0.6158472895622253, 0.33165040612220764, -0.053525395691394806]","[0.5909344553947449, 0.33118772506713867, -0.061149369925260544]","[0.5952266454696655, 0.18693038821220398, 0.06749836355447769]","[0.597908616065979, 0.4023321866989136, -0.06740492582321167]"
"[0.6870306134223938, 0.2608047425746918, 0.07704851031303406]","[0.6733564138412476, 0.2536523938179016, 0.06145641952753067]","[0.6528031826019287, 0.25205332040786743, 0.05344066396355629]","[0.6319398880004883, 0.25795498490333557, 0.05268207937479019]","[0.6527602076530457, 0.2623227834701538, 0.04992615059018135]","[0.6739023327827454, 0.2632685601711273, 0.05855495482683182]","[0.5519164800643921, 0.25506553053855896, 0.030981190502643585]","[0.5302134156227112, 0.2476801574230194, 0.022643040865659714]","[0.5076694488525391, 0.24842892587184906, 0.020507358014583588]","[0.48760491609573364, 0.2547874450683594, 0.029153041541576385]","[0.5068107843399048, 0.25812649726867676, 0.01842673495411873]","[0.5303788185119629, 0.2581334114074707, 0.019714001566171646]","[0.5068107843399048, 0.25812649726867676, 0.01842673495411873]","[0.5489928126335144, 0.3367771506309509, -0.04928404092788696]","[0.5920104384422302, 0.32816269993782043, -0.05858388915657997]","[0.6154541969299316, 0.3285670578479767, -0.05134393274784088]","[0.6422325372695923, 0.33820047974586487, -0.024141564965248108]","[0.615856945514679, 0.3315964341163635, -0.05343165993690491]","[0.5910466313362122, 0.33115527033805847, -0.06107224524021149]","[0.5948985815048218, 0.18681013584136963, 0.06712507456541061]","[0.5980760455131531, 0.40219375491142273, -0.06711003184318542]"
"[0.6867763996124268, 0.26069074869155884, 0.07671912759542465]","[0.6731154918670654, 0.25353917479515076, 0.06114155799150467]","[0.6525423526763916, 0.25198400020599365, 0.05316856876015663]","[0.6316859126091003, 0.2580369710922241, 0.052430398762226105]","[0.652588427066803, 0.26238301396369934, 0.04967532679438591]","[0.6737300157546997, 0.26325327157974243, 0.05824604257941246]","[0.5519614815711975, 0.2553069591522217, 0.03090795874595642]","[0.530150294303894, 0.2478599101305008, 0.022583480924367905]","[0.5076166391372681, 0.24865031242370605, 0.02050434611737728]","[0.48767831921577454, 0.255055695772171, 0.02920231968164444]","[0.5067631006240845, 0.2584141492843628, 0.01843572035431862]","[0.5303235650062561, 0.25842538475990295, 0.019683023914694786]","[0.5067631006240845, 0.2584141492843628, 0.01843572035431862]","[0.5491876006126404, 0.3368404805660248, -0.0491098091006279]","[0.5919275879859924, 0.3281625807285309, -0.0584518238902092]","[0.6152687072753906, 0.3285520076751709, -0.051238227635622025]","[0.641937255859375, 0.33822739124298096, -0.024137260392308235]","[0.6156967878341675, 0.3317311704158783, -0.05323588103055954]","[0.5909585356712341, 0.33130738139152527, -0.06083333492279053]","[0.5943050980567932, 0.1869981288909912, 0.06681651622056961]","[0.5985105633735657, 0.40206587314605713, -0.06671512871980667]"
"[0.6868239641189575, 0.26040542125701904, 0.07702961564064026]","[0.6730648875236511, 0.25328242778778076, 0.06147479638457298]","[0.6523891091346741, 0.25175735354423523, 0.053538527339696884]","[0.6314711570739746, 0.2578147351741791, 0.05278867855668068]","[0.6524360179901123, 0.2621188461780548, 0.04997961223125458]","[0.6736555695533752, 0.26298439502716064, 0.05853515863418579]","[0.5513299703598022, 0.25521039962768555, 0.03130520135164261]","[0.5294501781463623, 0.24779382348060608, 0.023013046011328697]","[0.5068594813346863, 0.2485843300819397, 0.020927947014570236]","[0.4868896007537842, 0.2550109326839447, 0.029612913727760315]","[0.5060343146324158, 0.25835737586021423, 0.018812352791428566]","[0.5296433568000793, 0.2583346366882324, 0.020049937069416046]","[0.5060343146324158, 0.25835737586021423, 0.018812352791428566]","[0.548556923866272, 0.3369968831539154, -0.049487706273794174]","[0.5913363695144653, 0.32809799909591675, -0.05884089693427086]","[0.6147167086601257, 0.328473299741745, -0.05165248364210129]","[0.6414670944213867, 0.33832189440727234, -0.024537447839975357]","[0.6151138544082642, 0.3318517208099365, -0.05355159938335419]","[0.5902669429779053, 0.3314375877380371, -0.06111667677760124]","[0.5939653515815735, 0.18695521354675293, 0.0676945149898529]","[0.5978597402572632, 0.40227416157722473, -0.06732397526502609]"
"[0.6866617798805237, 0.26049575209617615, 0.07717755436897278]","[0.6728675365447998, 0.2533869743347168, 0.06165953725576401]","[0.6522052884101868, 0.251860111951828, 0.05374850705265999]","[0.6313058733940125, 0.2578384578227997, 0.053000908344984055]","[0.652234673500061, 0.26216796040534973, 0.05014161020517349]","[0.6734594702720642, 0.26306837797164917, 0.05867263674736023]","[0.5508105754852295, 0.2551601529121399, 0.03162480145692825]","[0.5289406776428223, 0.2477947473526001, 0.023390695452690125]","[0.5063182711601257, 0.24856175482273102, 0.02132839895784855]","[0.4862877428531647, 0.2549578845500946, 0.03000730834901333]","[0.5054733157157898, 0.25832074880599976, 0.01915721222758293]","[0.5291308760643005, 0.2582840919494629, 0.02037837728857994]","[0.5054733157157898, 0.25832074880599976, 0.01915721222758293]","[0.548235297203064, 0.3371368646621704, -0.049820076674222946]","[0.5909475684165955, 0.3280560374259949, -0.059256408363580704]","[0.6143112778663635, 0.32845547795295715, -0.05209658667445183]","[0.6409329175949097, 0.3385361135005951, -0.024974826723337173]","[0.6146529316902161, 0.3320939838886261, -0.05386202782392502]","[0.5897743105888367, 0.3316534459590912, -0.06140240654349327]","[0.5937510132789612, 0.1870688647031784, 0.06847080588340759]","[0.5972007513046265, 0.40271350741386414, -0.06770235300064087]"
"[0.6860644221305847, 0.2605137228965759, 0.07707659900188446]","[0.6723319888114929, 0.25331708788871765, 0.061557136476039886]","[0.6516383290290833, 0.2518004775047302, 0.05363738536834717]","[0.630659282207489, 0.2579878270626068, 0.05289013311266899]","[0.6516696810722351, 0.2622842490673065, 0.050030093640089035]","[0.6729035973548889, 0.2631247639656067, 0.05855252221226692]","[0.5505094528198242, 0.2553703188896179, 0.031501688063144684]","[0.5286194682121277, 0.24782031774520874, 0.02328856848180294]","[0.5060091614723206, 0.2486097812652588, 0.021226458251476288]","[0.48605814576148987, 0.25510135293006897, 0.029894839972257614]","[0.5051978826522827, 0.25848388671875, 0.01904580183327198]","[0.5287982225418091, 0.25847914814949036, 0.020266231149435043]","[0.5051978826522827, 0.25848388671875, 0.01904580183327198]","[0.5484544038772583, 0.3372713029384613, -0.0496843047440052]","[0.5909382700920105, 0.32827889919281006, -0.05899474024772644]","[0.6142312288284302, 0.32864201068878174, -0.05188198387622833]","[0.6408416032791138, 0.3385230004787445, -0.02495906502008438]","[0.6145678758621216, 0.33206707239151, -0.053778864443302155]","[0.5898556113243103, 0.3316621780395508, -0.06125384569168091]","[0.59312903881073, 0.1868479996919632, 0.0680728480219841]","[0.5971347093582153, 0.4025014340877533, -0.0676315650343895]"
"[0.6861892938613892, 0.26049014925956726, 0.07753419876098633]","[0.6723748445510864, 0.25334879755973816, 0.06200262904167175]","[0.6516743302345276, 0.2518608272075653, 0.054026905447244644]","[0.6308138370513916, 0.2579440772533417, 0.05321583151817322]","[0.6517854332923889, 0.26225826144218445, 0.05038780719041824]","[0.6730069518089294, 0.2631259262561798, 0.05896648392081261]","[0.5501486659049988, 0.25534752011299133, 0.031603649258613586]","[0.5283132791519165, 0.2479257583618164, 0.023361513391137123]","[0.5056747198104858, 0.24869497120380402, 0.021251726895570755]","[0.4855906665325165, 0.2551252841949463, 0.02987493947148323]","[0.5048221945762634, 0.2585105001926422, 0.019032040610909462]","[0.5284675359725952, 0.2584740221500397, 0.02030540257692337]","[0.5048221945762634, 0.2585105001926422, 0.019032040610909462]","[0.5484762787818909, 0.33722078800201416, -0.05024223402142525]","[0.5909597277641296, 0.3280569911003113, -0.05948254466056824]","[0.6141675710678101, 0.3284471035003662, -0.05226738750934601]","[0.6404168009757996, 0.33856716752052307, -0.025178812444210052]","[0.6144955158233643, 0.3321218192577362, -0.05403725802898407]","[0.5897930860519409, 0.3316953778266907, -0.06161462888121605]","[0.5929985642433167, 0.18692006170749664, 0.0686841756105423]","[0.5970928072929382, 0.4026202857494354, -0.06779828667640686]"
"[0.6847327947616577, 0.25979819893836975, 0.07634542137384415]","[0.6708991527557373, 0.2527042031288147, 0.060816191136837006]","[0.6501294374465942, 0.2512458562850952, 0.05294068157672882]","[0.6290497183799744, 0.2574622333049774, 0.052308596670627594]","[0.6502090692520142, 0.2617640495300293, 0.04944242909550667]","[0.671579122543335, 0.2625333368778229, 0.05789012461900711]","[0.5495985150337219, 0.2551329731941223, 0.031269412487745285]","[0.5275378823280334, 0.24771440029144287, 0.023068780079483986]","[0.5049310922622681, 0.248590886592865, 0.02110406942665577]","[0.4850267767906189, 0.2550564408302307, 0.02987191453576088]","[0.5041126012802124, 0.258444219827652, 0.018980618566274643]","[0.5277969241142273, 0.2583761215209961, 0.020128563046455383]","[0.5041126012802124, 0.258444219827652, 0.018980618566274643]","[0.5464941263198853, 0.3369145691394806, -0.048703633248806]","[0.5893571376800537, 0.3277362585067749, -0.05854664370417595]","[0.6130504608154297, 0.3280378580093384, -0.05156783387064934]","[0.6399914026260376, 0.3378709554672241, -0.02430717833340168]","[0.6132846474647522, 0.3316934108734131, -0.05317092314362526]","[0.5882424712181091, 0.33136630058288574, -0.06053270027041435]","[0.5917133688926697, 0.18652191758155823, 0.06716740131378174]","[0.5959283709526062, 0.40210074186325073, -0.06707815825939178]"
"[0.6845664381980896, 0.2603438198566437, 0.07705727219581604]","[0.6707372069358826, 0.253570556640625, 0.06136574596166611]","[0.6502675414085388, 0.25202667713165283, 0.053296539932489395]","[0.6295401453971863, 0.25747552514076233, 0.05259665474295616]","[0.6502968668937683, 0.2618195414543152, 0.049900177866220474]","[0.6714511513710022, 0.2627505660057068, 0.05853451415896416]","[0.5493473410606384, 0.2548688054084778, 0.03080816939473152]","[0.5275170803070068, 0.2481086254119873, 0.02231256105005741]","[0.5050522685050964, 0.2489616870880127, 0.020186785608530045]","[0.48487114906311035, 0.25501903891563416, 0.028889894485473633]","[0.5042104721069336, 0.2581642270088196, 0.018213333562016487]","[0.5278611183166504, 0.2580314874649048, 0.019510716199874878]","[0.5042104721069336, 0.2581642270088196, 0.018213333562016487]","[0.5457183122634888, 0.3368375897407532, -0.049096785485744476]","[0.5891256332397461, 0.3277078866958618, -0.05872970446944237]","[0.612993061542511, 0.32812270522117615, -0.051392558962106705]","[0.6394534707069397, 0.3381839990615845, -0.023525211960077286]","[0.6131798624992371, 0.3321583867073059, -0.052794624119997025]","[0.5878369808197021, 0.33173060417175293, -0.06053720787167549]","[0.5924040079116821, 0.18715445697307587, 0.0673050507903099]","[0.5955548286437988, 0.40253308415412903, -0.06651216000318527]"
"[0.6826810240745544, 0.259977787733078, 0.07665480673313141]","[0.6688094139099121, 0.253190279006958, 0.06104807183146477]","[0.6482981443405151, 0.2517244219779968, 0.05305684357881546]","[0.6274961829185486, 0.2574551999568939, 0.05238627642393112]","[0.6484437584877014, 0.26169124245643616, 0.04963641241192818]","[0.6696207523345947, 0.2624872028827667, 0.0581810288131237]","[0.5480121970176697, 0.25519412755966187, 0.030858665704727173]","[0.5261382460594177, 0.2483339160680771, 0.022480586543679237]","[0.503747284412384, 0.24925722181797028, 0.02042130008339882]","[0.48377639055252075, 0.255434513092041, 0.029116330668330193]","[0.5029650926589966, 0.25855231285095215, 0.018388407304883003]","[0.5264958143234253, 0.2584036886692047, 0.019643694162368774]","[0.5029650926589966, 0.25855231285095215, 0.018388407304883003]","[0.5457240343093872, 0.3371485769748688, -0.04896566644310951]","[0.5884466767311096, 0.32800644636154175, -0.05839262902736664]","[0.6119917035102844, 0.32828882336616516, -0.05124356225132942]","[0.6385669112205505, 0.33803269267082214, -0.023972339928150177]","[0.6123912930488586, 0.33193737268447876, -0.052925918251276016]","[0.5874180197715759, 0.33163151144981384, -0.06044093519449234]","[0.5897908806800842, 0.18694037199020386, 0.0671502947807312]","[0.5955774188041687, 0.4019184112548828, -0.06671355664730072]"
"[0.6832822561264038, 0.2599782645702362, 0.07742151618003845]","[0.6694087386131287, 0.2532057762145996, 0.06173447519540787]","[0.6488233804702759, 0.25172513723373413, 0.05364859104156494]","[0.627939760684967, 0.25733333826065063, 0.05289260670542717]","[0.6488702893257141, 0.2616235613822937, 0.05017026141285896]","[0.6701306104660034, 0.2624886929988861, 0.05882392078638077]","[0.547553539276123, 0.254973828792572, 0.03101620264351368]","[0.5256466269493103, 0.24816808104515076, 0.022555826231837273]","[0.503143310546875, 0.24906402826309204, 0.020427681505680084]","[0.4830828011035919, 0.25521960854530334, 0.029086556285619736]","[0.5023748278617859, 0.25837355852127075, 0.018367845565080643]","[0.5260224938392639, 0.25820040702819824, 0.019669625908136368]","[0.5023748278617859, 0.25837355852127075, 0.018367845565080643]","[0.5456916689872742, 0.3370662331581116, -0.0497114397585392]","[0.588371992111206, 0.3276980221271515, -0.05894174799323082]","[0.611872673034668, 0.3280304968357086, -0.0516502670943737]","[0.6383572220802307, 0.33813729882240295, -0.024266457185149193]","[0.6122463345527649, 0.33208248019218445, -0.05313161760568619]","[0.5871763229370117, 0.33172279596328735, -0.060767337679862976]","[0.5900028944015503, 0.1873149573802948, 0.06799766421318054]","[0.5954526662826538, 0.40201276540756226, -0.0669863298535347]"
