left_eye_362,left_eye_385,left_eye_386,left_eye_387,left_eye_263,left_eye_373,left_eye_374,left_eye_380,right_eye_133,right_eye_158,right_eye_159,right_eye_160,right_eye_33,right_eye_144,right_eye_145,right_eye_153,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.6652719974517822, 0.4946301281452179, 0.039270080626010895]","[0.6924223899841309, 0.4871569275856018, 0.035460587590932846]","[0.7058507800102234, 0.48701754212379456, 0.038034193217754364]","[0.7191638946533203, 0.4889168441295624, 0.04360496625304222]","[0.7365889549255371, 0.49597764015197754, 0.06333404779434204]","[0.7183967232704163, 0.5001717805862427, 0.04371858760714531]","[0.7048653960227966, 0.5007262229919434, 0.03780493512749672]","[0.691049337387085, 0.49979135394096375, 0.03541289642453194]","[0.5724418759346008, 0.4922003746032715, 0.023544354364275932]","[0.5440365672111511, 0.48352906107902527, 0.013065093196928501]","[0.5306355953216553, 0.48297569155693054, 0.011957056820392609]","[0.5163772702217102, 0.48443523049354553, 0.013708323240280151]","[0.49482783675193787, 0.4906025528907776, 0.02814168855547905]","[0.5168734192848206, 0.49561405181884766, 0.014464066363871098]","[0.5313851833343506, 0.4966905117034912, 0.01191204134374857]","[0.5455942749977112, 0.49617111682891846, 0.01330889668315649]","[0.5524215698242188, 0.5950495004653931, -0.028222115710377693]","[0.606734037399292, 0.590444803237915, -0.04955369979143143]","[0.6390280723571777, 0.5909662246704102, -0.04403100535273552]","[0.6797774434089661, 0.5966929793357849, -0.009330261498689651]","[0.6393927931785583, 0.593648374080658, -0.044634733349084854]","[0.605561375617981, 0.5931671261787415, -0.050578463822603226]","[0.6252114772796631, 0.4080573320388794, 0.029310239478945732]","[0.6135875582695007, 0.668805718421936, -0.03626253083348274]"
"[0.664503812789917, 0.4948195219039917, 0.03925012797117233]","[0.6916279792785645, 0.48713991045951843, 0.03545870631933212]","[0.7049947381019592, 0.4869432747364044, 0.03794664517045021]","[0.7183277606964111, 0.488849014043808, 0.043411869555711746]","[0.7358728647232056, 0.4960436522960663, 0.06295760720968246]","[0.7175264358520508, 0.5002437829971313, 0.04346940293908119]","[0.7039652466773987, 0.5008008480072021, 0.03761422261595726]","[0.6901702880859375, 0.49987146258354187, 0.03530139476060867]","[0.5718001127243042, 0.4927617013454437, 0.023964282125234604]","[0.5433077812194824, 0.484113484621048, 0.013709996826946735]","[0.5299108028411865, 0.4836026430130005, 0.012644369155168533]","[0.5156664848327637, 0.4851638376712799, 0.014417831785976887]","[0.49428126215934753, 0.491599977016449, 0.0287568811327219]","[0.5164685249328613, 0.4964706003665924, 0.015083002857863903]","[0.5310054421424866, 0.49744200706481934, 0.012505368329584599]","[0.5451734066009521, 0.4968262314796448, 0.013838246464729309]","[0.5524171590805054, 0.5956127047538757, -0.028039678931236267]","[0.6067103147506714, 0.590910017490387, -0.049202095717191696]","[0.6392336487770081, 0.5912914872169495, -0.043845273554325104]","[0.6803723573684692, 0.5967388153076172, -0.00960378535091877]","[0.6395968198776245, 0.5935913920402527, -0.04508264362812042]","[0.6057629585266113, 0.5932527780532837, -0.05088294669985771]","[0.6234462261199951, 0.40814685821533203, 0.030006881803274155]","[0.6147304773330688, 0.6703413724899292, -0.037629902362823486]"
"[0.6642391681671143, 0.4948320984840393, 0.0403466522693634]","[0.6913658976554871, 0.48714256286621094, 0.036591947078704834]","[0.7047074437141418, 0.4869266748428345, 0.03906465321779251]","[0.718042254447937, 0.48881426453590393, 0.044463712722063065]","[0.7358328104019165, 0.4960061311721802, 0.06386125832796097]","[0.7173020243644714, 0.5000669956207275, 0.04431912302970886]","[0.7037369608879089, 0.5006074905395508, 0.038477592170238495]","[0.689979076385498, 0.49972522258758545, 0.03623798117041588]","[0.5713030099868774, 0.4928290545940399, 0.02533572167158127]","[0.5428858995437622, 0.48423320055007935, 0.01524784229695797]","[0.5295006036758423, 0.4837302565574646, 0.014199594035744667]","[0.5152668356895447, 0.485323429107666, 0.015999794006347656]","[0.4938463270664215, 0.4918532967567444, 0.030280565842986107]","[0.5161557197570801, 0.49657949805259705, 0.01644548587501049]","[0.530680775642395, 0.49748027324676514, 0.013842009007930756]","[0.5448135137557983, 0.4968448579311371, 0.015156392939388752]","[0.5534703731536865, 0.5958471298217773, -0.029106739908456802]","[0.6072250604629517, 0.5907691121101379, -0.05043322592973709]","[0.6399747133255005, 0.5910471677780151, -0.04519582539796829]","[0.6813985109329224, 0.5965898633003235, -0.011076794005930424]","[0.6404626965522766, 0.5934971570968628, -0.046773266047239304]","[0.6065428853034973, 0.5932607650756836, -0.052451130002737045]","[0.6222615838050842, 0.4079534411430359, 0.03307928144931793]","[0.6166735291481018, 0.6714532375335693, -0.04050064831972122]"
"[0.6640427708625793, 0.49498623609542847, 0.040015894919633865]","[0.690924882888794, 0.48741549253463745, 0.036263465881347656]","[0.7041744589805603, 0.4871615469455719, 0.03878244012594223]","[0.7174884080886841, 0.4889638423919678, 0.04423348978161812]","[0.7353249192237854, 0.49594759941101074, 0.06371060013771057]","[0.7168072462081909, 0.5000687837600708, 0.04421326145529747]","[0.7032537460327148, 0.5006340146064758, 0.038325872272253036]","[0.6895543336868286, 0.49977660179138184, 0.03603757917881012]","[0.5709412693977356, 0.4932138919830322, 0.024591363966464996]","[0.5425575971603394, 0.4848892092704773, 0.014332619495689869]","[0.5292237401008606, 0.4844508767127991, 0.013230779208242893]","[0.5150334239006042, 0.48605096340179443, 0.015012336894869804]","[0.4936261773109436, 0.49248331785202026, 0.02924051694571972]","[0.5160934329032898, 0.4971359670162201, 0.015596394427120686]","[0.5306161642074585, 0.49797379970550537, 0.013046609237790108]","[0.5446852445602417, 0.4972843825817108, 0.014400952495634556]","[0.55424964427948, 0.5963000059127808, -0.028711071237921715]","[0.6078722476959229, 0.5911457538604736, -0.04989946261048317]","[0.6406073570251465, 0.5913256406784058, -0.04456905648112297]","[0.6818915009498596, 0.5966178774833679, -0.010263423435389996]","[0.6411545872688293, 0.5937137603759766, -0.04605095833539963]","[0.6073006391525269, 0.5936076641082764, -0.05184142291545868]","[0.6212948560714722, 0.4082385301589966, 0.0316508412361145]","[0.6183444857597351, 0.6721259355545044, -0.039106372743844986]"
"[0.6642823815345764, 0.49498432874679565, 0.04080742225050926]","[0.6913990378379822, 0.4873667061328888, 0.03720778971910477]","[0.704734206199646, 0.4871472120285034, 0.03980901837348938]","[0.7181019186973572, 0.48901087045669556, 0.045362237840890884]","[0.7359604835510254, 0.4961421489715576, 0.06502918154001236]","[0.7173684239387512, 0.5001944303512573, 0.04525752738118172]","[0.7037638425827026, 0.5007351636886597, 0.03927731141448021]","[0.6899935007095337, 0.4998502731323242, 0.03689901530742645]","[0.5706807971000671, 0.4930112957954407, 0.02472902461886406]","[0.5421686172485352, 0.48452454805374146, 0.014336214400827885]","[0.5287487506866455, 0.48404452204704285, 0.013162532821297646]","[0.5144307613372803, 0.48565107583999634, 0.014878220856189728]","[0.4927941858768463, 0.49218428134918213, 0.029057577252388]","[0.5154637694358826, 0.4968888759613037, 0.01537389401346445]","[0.53009033203125, 0.4977400004863739, 0.012872813269495964]","[0.5442556142807007, 0.4970628321170807, 0.01431040745228529]","[0.5542522668838501, 0.5965113043785095, -0.02973649837076664]","[0.6080979704856873, 0.5912836790084839, -0.05065498873591423]","[0.6408191919326782, 0.5914952754974365, -0.045098550617694855]","[0.6819920539855957, 0.5969493985176086, -0.01052088849246502]","[0.6414046287536621, 0.5939697027206421, -0.0466100238263607]","[0.6075122952461243, 0.593819797039032, -0.05264463648200035]","[0.6218923330307007, 0.40771961212158203, 0.03267601504921913]","[0.6182044744491577, 0.6726663112640381, -0.039962805807590485]"
"[0.6641375422477722, 0.49501872062683105, 0.04066729545593262]","[0.6911574602127075, 0.48743703961372375, 0.03709685057401657]","[0.7044640779495239, 0.48722511529922485, 0.039696745574474335]","[0.7178052663803101, 0.4890953600406647, 0.045237947255373]","[0.7355973720550537, 0.4962330460548401, 0.06484436243772507]","[0.7170102596282959, 0.5002522468566895, 0.04514453187584877]","[0.70343017578125, 0.5007666349411011, 0.03917093575000763]","[0.6897016167640686, 0.49986785650253296, 0.03679601103067398]","[0.5706741213798523, 0.49300870299339294, 0.024551119655370712]","[0.542248010635376, 0.4845243990421295, 0.014168608002364635]","[0.5288769006729126, 0.48404088616371155, 0.012974577024579048]","[0.5146134495735168, 0.485638827085495, 0.014671574346721172]","[0.4930269718170166, 0.4921470284461975, 0.028809616342186928]","[0.515648365020752, 0.4968118667602539, 0.01520928367972374]","[0.5302392840385437, 0.49766919016838074, 0.012711738236248493]","[0.544342577457428, 0.4970044791698456, 0.014169028960168362]","[0.5532161593437195, 0.5966852307319641, -0.029493315145373344]","[0.6072770357131958, 0.5914198756217957, -0.05058916285634041]","[0.6400479078292847, 0.5916855931282043, -0.04495852813124657]","[0.6810024976730347, 0.5973458886146545, -0.010155744850635529]","[0.6405261754989624, 0.5944350957870483, -0.046370990574359894]","[0.6066004633903503, 0.5942435264587402, -0.05250434949994087]","[0.6221035718917847, 0.4077076315879822, 0.032366570085287094]","[0.6170825958251953, 0.6735586524009705, -0.03960420936346054]"
"[0.6635088324546814, 0.49525803327560425, 0.04046401008963585]","[0.6906938552856445, 0.48750829696655273, 0.036885835230350494]","[0.7040494680404663, 0.4872956871986389, 0.039470527321100235]","[0.7173984050750732, 0.4891994595527649, 0.044997818768024445]","[0.7350647449493408, 0.4964601397514343, 0.0646398589015007]","[0.7165406942367554, 0.5005291700363159, 0.044911012053489685]","[0.7029514908790588, 0.5010508894920349, 0.038933224976062775]","[0.689175009727478, 0.5001502633094788, 0.03657406195998192]","[0.5705575942993164, 0.49316921830177307, 0.02442748472094536]","[0.5421107411384583, 0.4844466745853424, 0.014112770557403564]","[0.5287009477615356, 0.4839341938495636, 0.012910560704767704]","[0.5144205093383789, 0.4855426549911499, 0.014619220979511738]","[0.49293404817581177, 0.492154598236084, 0.02876087836921215]","[0.5154141187667847, 0.49690335988998413, 0.015141317620873451]","[0.5299784541130066, 0.49779778718948364, 0.012624349445104599]","[0.5441093444824219, 0.4971592128276825, 0.014086414128541946]","[0.5524871349334717, 0.5966529846191406, -0.029015708714723587]","[0.6067678332328796, 0.5915583372116089, -0.0502990297973156]","[0.6397168040275574, 0.5918156504631042, -0.04471808299422264]","[0.6810990571975708, 0.5972574353218079, -0.009867864660918713]","[0.6401835680007935, 0.5944170355796814, -0.046181466430425644]","[0.6061659455299377, 0.5942362546920776, -0.052299339324235916]","[0.6218817830085754, 0.4078046679496765, 0.03188266232609749]","[0.6165327429771423, 0.6735743880271912, -0.03956117853522301]"
"[0.6632350087165833, 0.49533188343048096, 0.04090011119842529]","[0.6904421448707581, 0.487484872341156, 0.03743988648056984]","[0.7037946581840515, 0.48724398016929626, 0.04000530019402504]","[0.7171376347541809, 0.48912763595581055, 0.045496512204408646]","[0.7347603440284729, 0.49638524651527405, 0.06505472958087921]","[0.7162841558456421, 0.5005004405975342, 0.045284662395715714]","[0.7027111649513245, 0.5010446906089783, 0.03930467367172241]","[0.6889290809631348, 0.5001713037490845, 0.0369817316532135]","[0.570445716381073, 0.49332448840141296, 0.02485758624970913]","[0.5420028567314148, 0.4845424294471741, 0.014625630341470242]","[0.5286086201667786, 0.48402535915374756, 0.013415385968983173]","[0.514365553855896, 0.48563286662101746, 0.015095563605427742]","[0.4929286241531372, 0.49225926399230957, 0.029177166521549225]","[0.5153354406356812, 0.49698102474212646, 0.015517977066338062]","[0.5298795104026794, 0.49788692593574524, 0.012991451658308506]","[0.5440035462379456, 0.4972730576992035, 0.014468946494162083]","[0.5518956184387207, 0.5960328578948975, -0.029394133016467094]","[0.6062790155410767, 0.5910341143608093, -0.0504615344107151]","[0.6394161581993103, 0.59130859375, -0.04484622925519943]","[0.6808768510818481, 0.596723198890686, -0.0101957181468606]","[0.6398317217826843, 0.5936888456344604, -0.04638775810599327]","[0.6058289408683777, 0.5934919714927673, -0.05252796784043312]","[0.6213508248329163, 0.4079056978225708, 0.033104076981544495]","[0.6164960265159607, 0.6728227734565735, -0.041146013885736465]"
"[0.6631066799163818, 0.495418906211853, 0.04049048572778702]","[0.6903724670410156, 0.48752251267433167, 0.03690815344452858]","[0.703746497631073, 0.487271785736084, 0.039426740258932114]","[0.7171198129653931, 0.489154189825058, 0.04489407688379288]","[0.7348240613937378, 0.49642595648765564, 0.06444548815488815]","[0.7163296937942505, 0.5005539059638977, 0.044705331325531006]","[0.7027373313903809, 0.5011205673217773, 0.03877229988574982]","[0.688925564289093, 0.5002596378326416, 0.03648807853460312]","[0.5704848766326904, 0.493480384349823, 0.02491334266960621]","[0.5420027375221252, 0.4846656620502472, 0.014757170341908932]","[0.5286079049110413, 0.48415133357048035, 0.013609526678919792]","[0.5143913626670837, 0.4857718050479889, 0.015356888063251972]","[0.4930569529533386, 0.4924319386482239, 0.02958277426660061]","[0.5152692794799805, 0.49714723229408264, 0.01579885184764862]","[0.5297672152519226, 0.49807092547416687, 0.013215716928243637]","[0.543914258480072, 0.49746036529541016, 0.014617637731134892]","[0.5518981218338013, 0.5958700180053711, -0.029003931209445]","[0.6061266660690308, 0.5909375548362732, -0.05026360601186752]","[0.6392077207565308, 0.5911716818809509, -0.044792450964450836]","[0.6809438467025757, 0.5964140892028809, -0.010318579152226448]","[0.6396061778068542, 0.5934063196182251, -0.04632887616753578]","[0.6056231260299683, 0.5932381749153137, -0.05232785642147064]","[0.6210717558860779, 0.4080207943916321, 0.03266765549778938]","[0.6165155172348022, 0.6720454692840576, -0.04089425504207611]"
"[0.6631467342376709, 0.49544140696525574, 0.04047500714659691]","[0.6901986002922058, 0.48766660690307617, 0.03691014647483826]","[0.7034731507301331, 0.48738470673561096, 0.03941609710454941]","[0.7168075442314148, 0.4892026484012604, 0.04485594481229782]","[0.7346088886260986, 0.49630919098854065, 0.06429307907819748]","[0.7161569595336914, 0.5004308819770813, 0.04464549198746681]","[0.7025881409645081, 0.5010206699371338, 0.03873812407255173]","[0.6888447999954224, 0.5001941919326782, 0.036463212221860886]","[0.5706201791763306, 0.4936301112174988, 0.02506105601787567]","[0.5422326922416687, 0.48500892519950867, 0.014974003657698631]","[0.5289204716682434, 0.4845179617404938, 0.013852332718670368]","[0.5147802829742432, 0.48611870408058167, 0.01561747770756483]","[0.49350205063819885, 0.49265727400779724, 0.02978498674929142]","[0.5156814455986023, 0.4973149597644806, 0.01603567600250244]","[0.5301137566566467, 0.49821826815605164, 0.013458066619932652]","[0.5441899299621582, 0.4976048171520233, 0.014830734580755234]","[0.5531424880027771, 0.5954691171646118, -0.029170094057917595]","[0.6068673133850098, 0.5905333161354065, -0.05017799139022827]","[0.6396366953849792, 0.5907415747642517, -0.04481838643550873]","[0.6814360022544861, 0.5959181785583496, -0.010863090865314007]","[0.6400949358940125, 0.5925748944282532, -0.04655611887574196]","[0.6064395308494568, 0.5924381017684937, -0.05241530388593674]","[0.6206544041633606, 0.40810543298721313, 0.032994773238897324]","[0.6174434423446655, 0.6706963181495667, -0.04138464853167534]"
"[0.6631449460983276, 0.49523186683654785, 0.03951427340507507]","[0.690156102180481, 0.4875381290912628, 0.035749588161706924]","[0.703418493270874, 0.4872792959213257, 0.03822100907564163]","[0.7167224287986755, 0.48910942673683167, 0.043664246797561646]","[0.7345213890075684, 0.4961806535720825, 0.06314517557621002]","[0.7160930037498474, 0.5002275109291077, 0.04362216219305992]","[0.7025659084320068, 0.5008109211921692, 0.03777064010500908]","[0.6888477802276611, 0.4999808371067047, 0.03551386296749115]","[0.5708626508712769, 0.49350783228874207, 0.02445184998214245]","[0.5424471497535706, 0.4849950671195984, 0.0143031170591712]","[0.5291451811790466, 0.48453855514526367, 0.013221882283687592]","[0.515018105506897, 0.4861617684364319, 0.015045625157654285]","[0.49381518363952637, 0.49270734190940857, 0.029395991936326027]","[0.5159618854522705, 0.4972940981388092, 0.015650035813450813]","[0.5303924679756165, 0.49817347526550293, 0.01305665634572506]","[0.5444806814193726, 0.49753010272979736, 0.014371034689247608]","[0.5527836680412292, 0.5951628684997559, -0.02770230732858181]","[0.6069803833961487, 0.5905392169952393, -0.04940956085920334]","[0.6401247978210449, 0.5907416343688965, -0.04413533955812454]","[0.6825497150421143, 0.5955913066864014, -0.009725170210003853]","[0.6406151056289673, 0.5924715995788574, -0.046012166887521744]","[0.6065236330032349, 0.5923357605934143, -0.05177634209394455]","[0.6205580234527588, 0.4082302451133728, 0.030922457575798035]","[0.6178146004676819, 0.6700884699821472, -0.039624590426683426]"
"[0.6634064316749573, 0.4954764246940613, 0.03985994681715965]","[0.6904201507568359, 0.48787248134613037, 0.036077022552490234]","[0.7036686539649963, 0.4876272976398468, 0.038554877042770386]","[0.7169730067253113, 0.4894618093967438, 0.04398922249674797]","[0.7348445653915405, 0.496507465839386, 0.06349147856235504]","[0.7165095806121826, 0.5005472898483276, 0.04390889033675194]","[0.7029849290847778, 0.5011304020881653, 0.03804520145058632]","[0.6892397999763489, 0.5002895593643188, 0.035799022763967514]","[0.5708905458450317, 0.4936910569667816, 0.024920981377363205]","[0.5424399375915527, 0.4852408766746521, 0.014798333868384361]","[0.5291318297386169, 0.4847869873046875, 0.013737384229898453]","[0.5149914026260376, 0.48639434576034546, 0.015579210594296455]","[0.49376845359802246, 0.4929218888282776, 0.029989946633577347]","[0.5158361196517944, 0.4975491762161255, 0.01612817496061325]","[0.5302829742431641, 0.4984254539012909, 0.013510793447494507]","[0.5444105863571167, 0.49776843190193176, 0.014812716282904148]","[0.5537900924682617, 0.5949319005012512, -0.028374342247843742]","[0.6076923608779907, 0.5903611779212952, -0.049687713384628296]","[0.6405907273292542, 0.5905453562736511, -0.044471707195043564]","[0.6830265522003174, 0.5953065752983093, -0.010605072602629662]","[0.6412060260772705, 0.5918046236038208, -0.04665735363960266]","[0.6073737740516663, 0.5916820168495178, -0.05236980691552162]","[0.6206294894218445, 0.4083678126335144, 0.03194219991564751]","[0.6185051798820496, 0.669244647026062, -0.040673382580280304]"
"[0.6636425852775574, 0.49550047516822815, 0.04041104391217232]","[0.6905495524406433, 0.48800423741340637, 0.036706697195768356]","[0.7037569284439087, 0.4877546429634094, 0.03920793533325195]","[0.717050313949585, 0.4895700216293335, 0.04467305541038513]","[0.7350112199783325, 0.4965754747390747, 0.06417513638734818]","[0.7167549133300781, 0.5005844831466675, 0.04452083259820938]","[0.7032325267791748, 0.5011681318283081, 0.038634102791547775]","[0.6895037293434143, 0.5003273487091064, 0.036356255412101746]","[0.5710363984107971, 0.49379950761795044, 0.025274889543652534]","[0.5425659418106079, 0.48548614978790283, 0.01516781561076641]","[0.5292899012565613, 0.48504674434661865, 0.014113214798271656]","[0.5151466131210327, 0.4866527318954468, 0.015907634049654007]","[0.49379152059555054, 0.4931678771972656, 0.030276989564299583]","[0.5159163475036621, 0.49775588512420654, 0.016386892646551132]","[0.5303884148597717, 0.4986092448234558, 0.013791079632937908]","[0.5445281267166138, 0.49792972207069397, 0.015116645023226738]","[0.5542315244674683, 0.5944493412971497, -0.02909141406416893]","[0.6083740592002869, 0.5897997617721558, -0.05016878619790077]","[0.641242504119873, 0.5899364352226257, -0.04491201788187027]","[0.6836955547332764, 0.59465092420578, -0.011146585457026958]","[0.6418856382369995, 0.5909154415130615, -0.047322824597358704]","[0.6080859899520874, 0.5908359289169312, -0.053083635866642]","[0.6207575798034668, 0.4084114134311676, 0.033217038959264755]","[0.6189873218536377, 0.6682854294776917, -0.04212884604930878]"
"[0.6638621091842651, 0.49550533294677734, 0.04037671536207199]","[0.6906805038452148, 0.4881404638290405, 0.03674532100558281]","[0.7038465738296509, 0.4879128634929657, 0.03929890692234039]","[0.7170653343200684, 0.4897150695323944, 0.044847458600997925]","[0.734916627407074, 0.49663394689559937, 0.06443704664707184]","[0.7168957591056824, 0.5006510019302368, 0.04471326619386673]","[0.7034366130828857, 0.5012529492378235, 0.03879411518573761]","[0.6897207498550415, 0.5004013180732727, 0.03644565865397453]","[0.5716266632080078, 0.49372240900993347, 0.024824833497405052]","[0.5431427359580994, 0.48549729585647583, 0.014577222988009453]","[0.5298775434494019, 0.48505955934524536, 0.01346428133547306]","[0.5157321691513062, 0.4866311252117157, 0.015215025283396244]","[0.4942716658115387, 0.4930327236652374, 0.02956549823284149]","[0.5163866877555847, 0.49767163395881653, 0.015738844871520996]","[0.5308811068534851, 0.4985496997833252, 0.013202326372265816]","[0.5450623631477356, 0.49787628650665283, 0.014591610059142113]","[0.5542324781417847, 0.5937954783439636, -0.02903875522315502]","[0.6088405251502991, 0.5892580151557922, -0.050048790872097015]","[0.6417889595031738, 0.5894299745559692, -0.04458646476268768]","[0.6840632557868958, 0.5941019058227539, -0.010484744794666767]","[0.6423983573913574, 0.5904768705368042, -0.04687153548002243]","[0.6085185408592224, 0.5903706550598145, -0.05285248905420303]","[0.6214150190353394, 0.4085249602794647, 0.03281132131814957]","[0.6192599534988403, 0.6672095656394958, -0.041814174503088]"
"[0.6641932129859924, 0.4956573247909546, 0.04019511118531227]","[0.6910072565078735, 0.48828405141830444, 0.03662834316492081]","[0.7041760683059692, 0.4880669116973877, 0.03923206031322479]","[0.7173460721969604, 0.48987504839897156, 0.04484710097312927]","[0.7349891066551208, 0.49680548906326294, 0.06456464529037476]","[0.7171292901039124, 0.5008729696273804, 0.04476391524076462]","[0.7037156820297241, 0.5014796257019043, 0.03880786895751953]","[0.6900008320808411, 0.5006159543991089, 0.036393921822309494]","[0.5719950199127197, 0.49377763271331787, 0.024186694994568825]","[0.5434686541557312, 0.48548007011413574, 0.013797209598124027]","[0.5301967859268188, 0.48502451181411743, 0.012638325802981853]","[0.5160292983055115, 0.48656705021858215, 0.014359928667545319]","[0.4945128560066223, 0.4929228127002716, 0.028692645952105522]","[0.5166454911231995, 0.4976508319377899, 0.014931495301425457]","[0.5311782360076904, 0.4985719919204712, 0.012450095266103745]","[0.5453944206237793, 0.4979196786880493, 0.013888930901885033]","[0.553884744644165, 0.593203067779541, -0.028895793482661247]","[0.6089015603065491, 0.5889158844947815, -0.04969285428524017]","[0.6419283151626587, 0.5891655087471008, -0.04403368756175041]","[0.683766782283783, 0.5937737822532654, -0.009717737324535847]","[0.6423459053039551, 0.5901899337768555, -0.046216145157814026]","[0.6084521412849426, 0.5900102257728577, -0.05238445848226547]","[0.6222572922706604, 0.4087434411048889, 0.03184721991419792]","[0.6186354756355286, 0.6665576696395874, -0.04097144305706024]"
"[0.6638139486312866, 0.4958197772502899, 0.039595454931259155]","[0.690648078918457, 0.4884468615055084, 0.035978298634290695]","[0.7037993669509888, 0.48825976252555847, 0.03859986364841461]","[0.7168976068496704, 0.4900885820388794, 0.04423796012997627]","[0.7343740463256836, 0.4970347583293915, 0.0640147253870964]","[0.7166152596473694, 0.5010401010513306, 0.04423610121011734]","[0.7032632827758789, 0.5016389489173889, 0.038289379328489304]","[0.689574122428894, 0.5007776021957397, 0.03585974872112274]","[0.5720865726470947, 0.4938216805458069, 0.023518335074186325]","[0.5436025857925415, 0.48544394969940186, 0.013059507124125957]","[0.5303482413291931, 0.4849662482738495, 0.0118893226608634]","[0.5162056684494019, 0.48649534583091736, 0.013626085594296455]","[0.4947341978549957, 0.4928317964076996, 0.02799122780561447]","[0.5168045163154602, 0.4975617527961731, 0.014273334294557571]","[0.5313003063201904, 0.4985126256942749, 0.011802948080003262]","[0.5455050468444824, 0.4978978931903839, 0.013245210982859135]","[0.5537720918655396, 0.5927733778953552, -0.028262367472052574]","[0.6087214946746826, 0.5888170599937439, -0.049046341329813004]","[0.6417442560195923, 0.5891023278236389, -0.043329112231731415]","[0.6832945346832275, 0.5934608578681946, -0.00892439391463995]","[0.6421002745628357, 0.5900655388832092, -0.045373134315013885]","[0.6083186268806458, 0.589849054813385, -0.05162309482693672]","[0.6223242282867432, 0.4089236557483673, 0.030308570712804794]","[0.6182883381843567, 0.6664524078369141, -0.039642009884119034]"
"[0.6637256741523743, 0.49606841802597046, 0.03973686695098877]","[0.6906209588050842, 0.48858651518821716, 0.036176521331071854]","[0.7038188576698303, 0.48838356137275696, 0.03881138935685158]","[0.7169455885887146, 0.4902123212814331, 0.0444694384932518]","[0.7343734502792358, 0.49720674753189087, 0.0642668753862381]","[0.7166028618812561, 0.5012707710266113, 0.044440969824790955]","[0.703224241733551, 0.5018755197525024, 0.038464196026325226]","[0.689511775970459, 0.501018762588501, 0.03601941838860512]","[0.5718950033187866, 0.49396657943725586, 0.023484304547309875]","[0.5433982610702515, 0.48541486263275146, 0.013011341914534569]","[0.5301072001457214, 0.4848891496658325, 0.011820455081760883]","[0.5159215331077576, 0.4863903224468231, 0.013536768034100533]","[0.49442893266677856, 0.4927375912666321, 0.027873776853084564]","[0.5165210366249084, 0.4975711703300476, 0.014176757074892521]","[0.5310370326042175, 0.4985564649105072, 0.011706932447850704]","[0.5452582240104675, 0.49797675013542175, 0.013178341090679169]","[0.5532411336898804, 0.5927274823188782, -0.028238952159881592]","[0.6084222793579102, 0.5888524055480957, -0.049136240035295486]","[0.641556441783905, 0.5891647338867188, -0.043364569544792175]","[0.68328458070755, 0.5935332775115967, -0.008767103776335716]","[0.6419517993927002, 0.5900297164916992, -0.04542168974876404]","[0.608093798160553, 0.5897884368896484, -0.05171641707420349]","[0.6224737763404846, 0.4091647267341614, 0.0301684383302927]","[0.6177880764007568, 0.6663593053817749, -0.039741355925798416]"
"[0.6645582318305969, 0.4957163631916046, 0.039831310510635376]","[0.6913841366767883, 0.48852038383483887, 0.03630629554390907]","[0.7046061158180237, 0.48832425475120544, 0.039007049053907394]","[0.7177976965904236, 0.4901237487792969, 0.04470520094037056]","[0.7353432178497314, 0.49696728587150574, 0.06453900039196014]","[0.7172495126724243, 0.5008527040481567, 0.04471656680107117]","[0.7038146257400513, 0.5013957023620605, 0.03869149461388588]","[0.6901734471321106, 0.5005372166633606, 0.03619704023003578]","[0.5724113583564758, 0.4936186969280243, 0.023114776238799095]","[0.544125497341156, 0.48530858755111694, 0.012496302835643291]","[0.5308738946914673, 0.48480483889579773, 0.011265167966485023]","[0.5167012810707092, 0.4862811267375946, 0.012934694066643715]","[0.49506640434265137, 0.4924558997154236, 0.027206964790821075]","[0.51723313331604, 0.4970831274986267, 0.013646261766552925]","[0.531715989112854, 0.49803751707077026, 0.01124402042478323]","[0.5458465814590454, 0.4974762201309204, 0.01274025160819292]","[0.5537087321281433, 0.592487633228302, -0.028607772663235664]","[0.6082133650779724, 0.5884134769439697, -0.04952925816178322]","[0.6409239172935486, 0.5887055397033691, -0.043640390038490295]","[0.6821944713592529, 0.5932782888412476, -0.008670883253216743]","[0.641448438167572, 0.5902173519134521, -0.04522835835814476]","[0.6077439188957214, 0.5899744033813477, -0.051617469638586044]","[0.623708188533783, 0.40963196754455566, 0.029709255322813988]","[0.6170651912689209, 0.666235625743866, -0.03825615346431732]"
